Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2725732112,43,0.2725732112,-12.51580667,-15.02715947,9.745344775,-1.741218739e-06,5.39980296,5.087865181e-08,-12.6583471,-23.43620788,-6.999800617,-5.4852897e-05,29.69089509,-0.0003137135129,-12.51580667,-15.02715947,9.745344775,-1.741218739e-06,5.39980296,5.087865181e-08,-12.6583471,-23.43620788,-6.999800617,-5.4852897e-05,29.69089509,-0.0003137135129
q1,1,53,0.6558328209,63,0.3511285727,-5.489641482,-15.0271617,9.745346757,-1.741218739e-06,5.399798895,5.087865181e-08,-5.552889938,-23.43621113,-6.999800617,-5.08383826e-05,29.69089509,-0.0003072100042,-9.150933379,-14.00231823,5.898182737,0.01379147606,5.377453211,-0.01153490353,-6.459373556,-18.48217088,-4.925483225,-0.01312617952,29.48653891,-0.01184283468
peak,1,61,0.9272334539,102,0.3554902404,0.367662472,-15.02716356,9.745348409,-1.741218739e-06,5.399795506,5.087865181e-08,0.3705151063,-23.43621384,-6.999800617,-4.749171619e-05,29.69089509,-0.0003017884085,7.449068788,-14.80803658,4.333078856,-0.02548425267,5.562660059,-0.01503034426,3.000582755,-15.68270582,-3.398468853,0.0633118926,29.3499584,-0.01533264325
q3,1,68,0.6559168864,117,0.3493932547,5.489285994,-15.02716519,9.745349854,-1.741218739e-06,5.399792544,5.087865181e-08,5.549937387,-23.43621621,-6.999800617,-4.456539282e-05,29.69089509,-0.000297047768,9.525870473,-15.0601157,7.245292878,-0.01625521164,5.46666388,-0.01153490353,7.435929619,-19.92990181,-5.373553382,0.02774931799,29.53134981,-0.01183170827
Tail,1,77,0.2645943041,131,0.2645943041,11.83785872,-15.02716721,9.745351645,-1.741218739e-06,5.399788871,5.087865181e-08,11.97015529,-23.43621915,-6.999800617,-4.093803196e-05,29.69089509,-0.0002911714477,11.83785872,-15.02716721,9.745351645,-1.741218739e-06,5.399788871,5.087865181e-08,11.97015529,-23.43621915,-6.999800617,-4.093803196e-05,29.69089509,-0.0002911714477
Head,2,59,0.3382725293,59,0.3382725293,-9.864368064,-14.22792595,6.899035516,0.01172445727,5.37569341,-0.008742376247,-7.594957121,-19.80302076,-5.492034164,-0.01283927201,29.54163097,-0.009051276338,-9.864368064,-14.22792595,6.899035516,0.01172445727,5.37569341,-0.008742376247,-7.594957121,-19.80302076,-5.492034164,-0.01283927201,29.54163097,-0.009051276338
q1,2,71,0.4049722237,73,0.3499577034,-6.532085845,-13.80633298,4.327789412,0.01117709853,5.409124526,-0.01515710993,-4.360902921,-16.28771322,-3.93387764,-0.001673960777,29.39270238,-0.01546366,-7.725259556,-12.59482035,3.098726708,0.006950940762,5.149627692,-0.02315832305,-4.748350219,-16.26398593,-4.108611958,-0.01280850671,29.40759435,-0.02346517991
peak,2,83,0.4661107882,87,0.3583646707,-0.7808106467,-14.03093013,3.242898408,-0.003927404263,5.493701278,-0.01643368735,-1.56970798,-14.51102259,-3.026939905,0.03224032186,29.31143662,-0.0167390084,-4.008833448,-11.15931493,-0.3997393916,0.0009922789981,4.917939531,-0.02847463378,-1.686601942,-13.33489359,-2.935328129,0.002560838777,29.30611699,-0.02877953944
q3,2,94,0.411840908,107,0.3518868949,4.586199039,-14.49285817,3.481901144,-0.01938608616,5.557068494,-0.01553577469,0.9633171188,-14.57051549,-2.938241193,0.05922216433,29.30689152,-0.01583978393,5.021704024,-12.34873361,1.306605465,-0.03232263331,5.1905174,-0.02590322844,1.895135983,-13.84721908,-2.93743091,0.03595494655,29.30373962,-0.02620605829
Tail,2,108,0.3461054225,122,0.3461054225,8.637182308,-14.9627534,5.301824755,-0.02490845788,5.534800502,-0.01494205922,4.688259801,-17.08914064,-4.043071212,0.05369094784,29.40812235,-0.01524245944,8.637182308,-14.9627534,5.301824755,-0.02490845788,5.534800502,-0.01494205922,4.688259801,-17.08914064,-4.043071212,0.05369094784,29.40812235,-0.01524245944
