round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,270,11,11,-1,2560,0.3558178955,68.130474,199.40854,199.1615019,618.0265961,152.6209359,0.09649887109,0.09649887109
