Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.330624127,44,0.330624127,-11.71555556,-10,4,0,6,0,-11.71555556,-39,12,0,27,0,-11.71555556,-10,4,0,6,0,-11.71555556,-39,12,0,27,0
q1,1,52,0.6883464711,72,0.4012883878,-5.964444444,-10,4,0,6,0,-5.964444444,-39,12,0,27,0,-6.934413818,-9.733509431,2.216203488,-0.002373573915,5.769007109,-0.01153495441,-7.053337511,-27.47267415,13.83513273,-0.02265223105,26.84405547,-0.01153495441
peak,1,60,0.9683260929,98,0.4085989043,8.326672685e-15,-10,4,0,6,0,8.326672685e-15,-39,12,0,27,0,0.01209180212,-9.552246338,1.248922421,-0.01292925471,5.648739157,-0.01503039514,1.838475696,-21.46330484,14.82453841,0.01071860692,26.76918508,-0.01503039514
q3,1,68,0.6883464711,124,0.4000974211,5.964444444,-10,4,0,6,0,5.964444444,-39,12,0,27,0,6.348894823,-9.993899948,2.556851679,-0.01068131157,5.841076872,-0.01153495441,9.330332809,-29.15010838,14.46260358,0.05395617459,26.7947167,-0.01153495441
Tail,1,76,0.2702126138,148,0.2702126138,11.71555556,-10,4,0,6,0,11.71555556,-39,12,0,27,0,11.71555556,-10,4,0,6,0,11.71555556,-39,12,0,27,0
