Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,29.66511718,-15.02685221,9.74503861,-1.741218739e-06,5.399194905,0.0001099141608,30.00658037,-23.43570556,-6.999182637,-6.465610994e-05,29.69089509,-0.001153569316
1,29.65302605,-15.0268522,9.745038614,-1.741218739e-06,5.399194919,0.0001099029671,29.99434611,-23.43570556,-6.999182644,-6.465610994e-05,29.69089509,-0.001153558122
2,29.61702062,-15.02685218,9.745038624,-1.741218739e-06,5.39919496,0.000109869634,29.95791445,-23.43570558,-6.999182664,-6.465610994e-05,29.69089509,-0.001153524789
3,29.5575028,-15.02685214,9.745038641,-1.741218739e-06,5.399195029,0.0001098145337,29.89769207,-23.43570561,-6.999182699,-6.465610994e-05,29.69089509,-0.001153469689
4,29.47487452,-15.02685209,9.745038664,-1.741218739e-06,5.399195125,0.0001097380383,29.81408565,-23.43570564,-6.999182747,-6.465610994e-05,29.69089509,-0.001153393193
5,29.36953769,-15.02685202,9.745038694,-1.741218739e-06,5.399195247,0.0001096405198,29.70750187,-23.43570569,-6.999182808,-6.465610994e-05,29.69089509,-0.001153295675
6,29.24189424,-15.02685194,9.74503873,-1.741218739e-06,5.399195394,0.0001095223503,29.5783474,-23.43570575,-6.999182881,-6.465610994e-05,29.69089509,-0.001153177505
7,29.09234609,-15.02685185,9.745038772,-1.741218739e-06,5.399195568,0.0001093839019,29.42702893,-23.43570582,-6.999182968,-6.465610994e-05,29.69089509,-0.001153039057
8,28.92129517,-15.02685174,9.74503882,-1.741218739e-06,5.399195765,0.0001092255467,29.25395313,-23.4357059,-6.999183067,-6.465610994e-05,29.69089509,-0.001152880702
9,28.72914338,-15.02685162,9.745038874,-1.741218739e-06,5.399195988,0.0001090476568,29.05952669,-23.43570599,-6.999183178,-6.465610994e-05,29.69089509,-0.001152702812
10,28.51629266,-15.02685148,9.745038935,-1.741218739e-06,5.399196234,0.0001088506042,28.84415628,-23.43570609,-6.999183301,-6.465610994e-05,29.69089509,-0.001152505759
11,28.28314492,-15.02685133,9.745039,-1.741218739e-06,5.399196504,0.0001086347612,28.60824858,-23.43570619,-6.999183436,-6.465610994e-05,29.69089509,-0.001152289916
12,28.03010208,-15.02685117,9.745039072,-1.741218739e-06,5.399196797,0.0001084004997,28.35221028,-23.43570631,-6.999183583,-6.465610994e-05,29.69089509,-0.001152055655
13,27.75756607,-15.026851,9.745039149,-1.741218739e-06,5.399197112,0.0001081481918,28.07644804,-23.43570644,-6.99918374,-6.465610994e-05,29.69089509,-0.001151803347
14,27.46593881,-15.02685081,9.745039231,-1.741218739e-06,5.39919745,0.0001078782097,27.78136855,-23.43570657,-6.999183909,-6.465610994e-05,29.69089509,-0.001151533365
15,27.15562221,-15.02685062,9.745039318,-1.741218739e-06,5.399197809,0.0001075909254,27.46737849,-23.43570672,-6.999184089,-6.465610994e-05,29.69089509,-0.00115124608
16,26.82701821,-15.02685041,9.745039411,-1.741218739e-06,5.399198189,0.000107286711,27.13488453,-23.43570687,-6.999184279,-6.465610994e-05,29.69089509,-0.001150941866
17,26.48052872,-15.02685019,9.745039509,-1.741218739e-06,5.39919859,0.0001069659386,26.78429336,-23.43570703,-6.999184479,-6.465610994e-05,29.69089509,-0.001150621094
18,26.11655565,-15.02684996,9.745039612,-1.741218739e-06,5.399199011,0.0001066289804,26.41601166,-23.4357072,-6.99918469,-6.465610994e-05,29.69089509,-0.001150284135
19,25.73550094,-15.02684971,9.745039719,-1.741218739e-06,5.399199452,0.0001062762083,26.03044609,-23.43570737,-6.99918491,-6.465610994e-05,29.69089509,-0.001149931363
20,25.3377665,-15.02684946,9.745039831,-1.741218739e-06,5.399199912,0.0001059079944,25.62800335,-23.43570756,-6.99918514,-6.465610994e-05,29.69089509,-0.00114956315
21,24.92375426,-15.0268492,9.745039948,-1.741218739e-06,5.399200392,0.000105524711,25.20909012,-23.43570775,-6.99918538,-6.465610994e-05,29.69089509,-0.001149179866
22,24.49386614,-15.02684892,9.745040069,-1.741218739e-06,5.399200889,0.00010512673,24.77411306,-23.43570795,-6.999185629,-6.465610994e-05,29.69089509,-0.001148781885
23,24.04850405,-15.02684864,9.745040195,-1.741218739e-06,5.399201404,0.0001047144235,24.32347886,-23.43570816,-6.999185886,-6.465610994e-05,29.69089509,-0.001148369579
24,23.58806992,-15.02684835,9.745040325,-1.741218739e-06,5.399201937,0.0001042881637,23.8575942,-23.43570837,-6.999186153,-6.465610994e-05,29.69089509,-0.001147943319
25,23.11296567,-15.02684805,9.745040459,-1.741218739e-06,5.399202487,0.0001038483226,23.37686575,-23.43570859,-6.999186428,-6.465610994e-05,29.69089509,-0.001147503478
26,22.62359321,-15.02684774,9.745040597,-1.741218739e-06,5.399203053,0.0001033952723,22.88170021,-23.43570881,-6.999186711,-6.465610994e-05,29.69089509,-0.001147050427
27,22.12035448,-15.02684742,9.745040739,-1.741218739e-06,5.399203636,0.000102929385,22.37250424,-23.43570905,-6.999187002,-6.465610994e-05,29.69089509,-0.00114658454
28,21.6036514,-15.02684709,9.745040885,-1.741218739e-06,5.399204234,0.0001024510326,21.84968452,-23.43570929,-6.999187301,-6.465610994e-05,29.69089509,-0.001146106188
29,21.07388587,-15.02684675,9.745041034,-1.741218739e-06,5.399204847,0.0001019605873,21.31364773,-23.43570953,-6.999187608,-6.465610994e-05,29.69089509,-0.001145615742
30,20.53145984,-15.0268464,9.745041187,-1.741218739e-06,5.399205474,0.0001014584212,20.76480056,-23.43570978,-6.999187921,-6.465610994e-05,29.69089509,-0.001145113576
31,19.9767752,-15.02684605,9.745041344,-1.741218739e-06,5.399206116,0.0001009449063,20.20354968,-23.43571004,-6.999188242,-6.465610994e-05,29.69089509,-0.001144600061
32,19.4102339,-15.02684569,9.745041504,-1.741218739e-06,5.399206772,0.0001004204148,19.63030177,-23.4357103,-6.99918857,-6.465610994e-05,29.69089509,-0.00114407557
33,18.83223784,-15.02684532,9.745041667,-1.741218739e-06,5.399207441,9.988531871e-05,19.04546351,-23.43571057,-6.999188905,-6.465610994e-05,29.69089509,-0.001143540474
34,18.24318895,-15.02684495,9.745041833,-1.741218739e-06,5.399208122,9.933999017e-05,18.44944157,-23.43571084,-6.999189245,-6.465610994e-05,29.69089509,-0.001142995145
35,17.64348916,-15.02684457,9.745042002,-1.741218739e-06,5.399208816,9.878480126e-05,17.84264264,-23.43571112,-6.999189592,-6.465610994e-05,29.69089509,-0.001142439956
36,17.03354037,-15.02684418,9.745042174,-1.741218739e-06,5.399209522,9.822012405e-05,17.2254734,-23.4357114,-6.999189945,-6.465610994e-05,29.69089509,-0.001141875279
37,16.41374452,-15.02684379,9.745042349,-1.741218739e-06,5.399210239,9.764633065e-05,16.59834053,-23.43571169,-6.999190304,-6.465610994e-05,29.69089509,-0.001141301486
38,15.78450352,-15.02684339,9.745042527,-1.741218739e-06,5.399210968,9.706379313e-05,15.9616507,-23.43571198,-6.999190668,-6.465610994e-05,29.69089509,-0.001140718948
39,15.14621929,-15.02684298,9.745042707,-1.741218739e-06,5.399211706,9.64728836e-05,15.31581059,-23.43571228,-6.999191037,-6.465610994e-05,29.69089509,-0.001140128039
40,14.49929377,-15.02684257,9.745042889,-1.741218739e-06,5.399212455,9.587397414e-05,14.66122688,-23.43571258,-6.999191412,-6.465610994e-05,29.69089509,-0.001139529129
41,13.84412886,-15.02684215,9.745043074,-1.741218739e-06,5.399213213,9.526743683e-05,13.99830625,-23.43571288,-6.999191791,-6.465610994e-05,29.69089509,-0.001138922592
42,13.18112648,-15.02684173,9.745043261,-1.741218739e-06,5.39921398,9.465364378e-05,13.32745539,-23.43571319,-6.999192174,-6.465610994e-05,29.69089509,-0.001138308799
43,12.51068857,-15.02684131,9.74504345,-1.741218739e-06,5.399214756,9.403296707e-05,12.64908096,-23.4357135,-6.999192562,-6.465610994e-05,29.69089509,-0.001137688122
44,11.83321704,-15.02684087,9.745043641,-1.741218739e-06,5.39921554,9.340577878e-05,11.96358965,-23.43571381,-6.999192954,-6.465610994e-05,29.69089509,-0.001137060934
45,11.1491138,-15.02684044,9.745043834,-1.741218739e-06,5.399216332,9.277245102e-05,11.27138814,-23.43571413,-6.99919335,-6.465610994e-05,29.69089509,-0.001136427606
46,10.4587808,-15.02684,9.745044029,-1.741218739e-06,5.399217131,9.213335586e-05,10.5728831,-23.43571445,-6.99919375,-6.465610994e-05,29.69089509,-0.001135788511
47,9.762619931,-15.02683956,9.745044225,-1.741218739e-06,5.399217936,9.148886541e-05,9.868481218,-23.43571477,-6.999194152,-6.465610994e-05,29.69089509,-0.001135144021
48,9.061033132,-15.02683911,9.745044423,-1.741218739e-06,5.399218748,9.083935174e-05,9.15858917,-23.43571509,-6.999194558,-6.465610994e-05,29.69089509,-0.001134494507
49,8.354422318,-15.02683866,9.745044623,-1.741218739e-06,5.399219566,9.018518694e-05,8.443613634,-23.43571542,-6.999194967,-6.465610994e-05,29.69089509,-0.001133840342
50,7.643189411,-15.02683821,9.745044823,-1.741218739e-06,5.399220389,8.952674312e-05,7.723961291,-23.43571575,-6.999195379,-6.465610994e-05,29.69089509,-0.001133181898
51,6.927736333,-15.02683776,9.745045025,-1.741218739e-06,5.399221217,8.886439236e-05,7.000038818,-23.43571608,-6.999195793,-6.465610994e-05,29.69089509,-0.001132519548
52,6.208465004,-15.0268373,9.745045228,-1.741218739e-06,5.399222049,8.819850674e-05,6.272252894,-23.43571641,-6.999196209,-6.465610994e-05,29.69089509,-0.001131853662
53,5.485777345,-15.02683684,9.745045432,-1.741218739e-06,5.399222886,8.752945836e-05,5.5410102,-23.43571675,-6.999196627,-6.465610994e-05,29.69089509,-0.001131184614
54,4.760075279,-15.02683638,9.745045637,-1.741218739e-06,5.399223725,8.68576193e-05,4.806717412,-23.43571708,-6.999197047,-6.465610994e-05,29.69089509,-0.001130512775
55,4.031760725,-15.02683591,9.745045842,-1.741218739e-06,5.399224568,8.618336166e-05,4.069781212,-23.43571742,-6.999197468,-6.465610994e-05,29.69089509,-0.001129838517
56,3.301235604,-15.02683545,9.745046048,-1.741218739e-06,5.399225414,8.550705753e-05,3.330608277,-23.43571776,-6.999197891,-6.465610994e-05,29.69089509,-0.001129162213
57,2.568901839,-15.02683498,9.745046255,-1.741218739e-06,5.399226261,8.4829079e-05,2.589605287,-23.4357181,-6.999198315,-6.465610994e-05,29.69089509,-0.001128484234
58,1.83516135,-15.02683452,9.745046462,-1.741218739e-06,5.39922711,8.414979815e-05,1.84717892,-23.43571844,-6.999198739,-6.465610994e-05,29.69089509,-0.001127804953
59,1.100416058,-15.02683405,9.745046669,-1.741218739e-06,5.39922796,8.346958708e-05,1.103735856,-23.43571878,-6.999199164,-6.465610994e-05,29.69089509,-0.001127124742
60,0.3650678846,-15.02683358,9.745046877,-1.741218739e-06,5.399228811,8.278881787e-05,0.3596827737,-23.43571912,-6.99919959,-6.465610994e-05,29.69089509,-0.001126443973
61,-0.3704812495,-15.02683312,9.745047084,-1.741218739e-06,5.399229663,8.210786261e-05,-0.3845736483,-23.43571946,-6.999200016,-6.465610994e-05,29.69089509,-0.001125763018
62,-1.105829423,-15.02683265,9.745047292,-1.741218739e-06,5.399230514,8.142709341e-05,-1.128626731,-23.4357198,-6.999200441,-6.465610994e-05,29.69089509,-0.001125082249
