round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,213,8,8,-1,20480,0.3517379062,48.311316,326.7925382,325.5122875,396.3936584,254.6309167,0.09576823481,0.09576823481
2,151,8,8,-1,20480,0.3586347319,32.910485,134.3093278,131.3715308,189.3587667,73.3842949,0.09743835282,0.09743835282
