Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,29.67269518,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,30.00129319,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
1,29.66060205,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.98906643,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
2,29.62459066,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.95265708,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
3,29.565063,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.89247159,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
4,29.48242105,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.80891637,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
5,29.3770668,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.70239786,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
6,29.24940223,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.5733225,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
7,29.09982934,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.4220967,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
8,28.92875012,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.2491269,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
9,28.73656654,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,29.05481954,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
10,28.52368061,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,28.83958103,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
11,28.29049429,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,28.60381781,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
12,28.0374096,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,28.34793631,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
13,27.7648285,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,28.07234296,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
14,27.47315299,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,27.77744419,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
15,27.16278506,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,27.46364643,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
16,26.83412669,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,27.13135611,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
17,26.48757988,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,26.78097966,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
18,26.1235466,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,26.4129235,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
19,25.74242885,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,26.02759408,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
20,25.34462862,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,25.62539781,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
21,24.93054788,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,25.20674113,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
22,24.50058864,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,24.77203047,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
