Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645943906,44,0.2645943906,11.83784503,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,11.96935278,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05,11.83784503,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,11.96935278,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
q1,1,53,0.655899087,63,0.3509081544,5.489355254,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,5.550706789,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05,8.055295541,-15.50154201,5.505809286,-0.0127097142,5.391716186,-0.01153490353,7.072089417,-18.47075321,-4.75007815,0.0176749357,29.47496812,-0.01158989091
peak,1,61,0.9272340127,103,0.3517379062,-0.3678721674,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,-0.3712479781,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05,-9.12528657,-14.75887886,4.529332735,0.02385405631,5.401881015,-0.01503034426,-2.33149061,-16.86506757,-4.147637478,-0.0659866861,29.41311507,-0.01508533164
q3,1,68,0.655925886,118,0.3442444618,-5.48942877,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,-5.549402138,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05,-10.13201656,-14.91934408,7.469587736,0.005342805796,5.394632539,-0.01153490353,-7.243163222,-20.59753838,-5.7677605,-0.03367965129,29.56551366,-0.01158989091
Tail,1,78,0.2726033992,133,0.2726033992,-12.51550216,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,-12.65311961,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05,-12.51550216,-15.02724833,9.745423637,-1.741218739e-06,5.399984547,5.087865181e-08,-12.65311961,-23.43633727,-6.999972279,3.160778972e-06,29.69089509,-5.493650331e-05
Head,2,59,0.3489123272,59,0.3489123272,8.926106781,-15.40487011,6.652269717,-0.01089647166,5.393297156,-0.008555564331,7.940890829,-19.8314568,-5.361999645,0.0159487335,29.5336597,-0.008610551714,8.926106781,-15.40487011,6.652269717,-0.01089647166,5.393297156,-0.008555564331,7.940890829,-19.8314568,-5.361999645,0.0159487335,29.5336597,-0.008610551714
q1,2,71,0.4114599713,73,0.3506593034,5.156008546,-15.51570361,3.822523453,-0.00883965891,5.39199969,-0.01538023854,5.37923809,-16.40054577,-3.837496632,0.007817195484,29.38754309,-0.01543522592,6.514530417,-13.56412847,3.018585787,-0.02448692542,5.220299186,-0.02313662588,5.885308794,-16.16246307,-3.879979497,-0.001339107278,29.39026784,-0.02319161327
peak,2,82,0.4727012952,87,0.3586347319,-0.3586261204,-15.26102349,2.867667855,0.006450973787,5.3970785,-0.01683434357,3.023275719,-15.07911878,-3.29159927,-0.02367570635,29.33506582,-0.01688933095,2.690889544,-11.47757554,-0.3940092238,-0.02832855014,4.934114374,-0.02854460365,3.226027423,-13.52345602,-2.926315219,-0.0289501703,29.3073867,-0.02859959103
q3,2,94,0.4128006567,108,0.3516849347,-6.268017569,-14.89665912,3.339153993,0.02234163359,5.402454672,-0.01582383918,0.1719361103,-15.46218226,-3.510916134,-0.05769208385,29.35467533,-0.01587882656,-6.564072917,-12.19248971,1.351451003,0.01019106652,5.121879455,-0.0259656594,-0.5067746506,-14.30936871,-3.246773897,-0.06171366666,29.32942372,-0.0260206468
Tail,2,107,0.3467729114,123,0.3467729114,-9.671597128,-14.77026152,5.214431537,0.02010661,5.399726088,-0.01492926125,-3.529220041,-17.72387247,-4.524135388,-0.06194234504,29.4476599,-0.01498424863,-9.671597128,-14.77026152,5.214431537,0.02010661,5.399726088,-0.01492926125,-3.529220041,-17.72387247,-4.524135388,-0.06194234504,29.4476599,-0.01498424863
