round,Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
1,0,-1.511233481e-06,-2.488011929e-06,2.797351843e-06,-1.741218739e-06,3.482219755e-05,5.087865181e-08,3.434478846e-05,-0.0007415659913,0.0008907920945,3.160778972e-06,0.0004120003017,5.492677794e-05
1,1,-0.05506687737,-0.0470656049,0.004949308487,-0.0003396462605,-0.003063534224,-0.0003359625745,-0.0474407571,-0.01688965837,0.003387220685,-0.0003469518481,0.04114384389,-0.0002810464188
1,2,-0.2079800991,-0.1773950625,0.02002055741,-0.001263804877,-0.01148589775,-0.001254907336,-0.1794544163,-0.06278080267,0.009749287174,-0.001304922783,0.1546003393,-0.001199879113
1,3,-0.4403168616,-0.3747010215,0.04556411738,-0.002639882304,-0.02392320975,-0.002623140007,-0.3803891633,-0.1345852996,0.01828616264,-0.002732201607,0.3276729337,-0.002567940962
1,4,-0.7336528498,-0.6226936421,0.08192756168,-0.004333543777,-0.03906641162,-0.004307017191,-0.6346275283,-0.2284734499,0.02730701815,-0.004490237899,0.547253074,-0.004251601622
1,5,-1.069563749,-0.905083085,0.1294584636,-0.006210454534,-0.05560644475,-0.00617289549,-0.9265520418,-0.3406155543,0.03512102478,-0.006440481242,0.8002322072,-0.00611723075
1,6,-1.429625243,-1.205579511,0.1885043964,-0.008136279811,-0.07223425051,-0.008087131506,-1.240545234,-0.4671819135,0.04003735361,-0.008444381216,1.07350178,-0.008031198002
1,7,-1.795413019,-1.507893079,0.2594129333,-0.009976684843,-0.08764077029,-0.009916081842,-1.560989636,-0.6043428282,0.04036517572,-0.0103633874,1.353953241,-0.009859873034
1,8,-2.14850276,-1.795733952,0.3425316476,-0.01159733487,-0.1005169455,-0.0115261031,-1.872267777,-0.7482685993,0.03441366217,-0.01205894938,1.628478035,-0.0114696255
1,9,-2.481544322,-2.061952474,0.4404504422,-0.01291991917,-0.1100128703,-0.01283924194,-2.168503192,-0.8993529667,0.02046787009,-0.01345083644,1.892519961,-0.01278250673
1,10,-2.785503083,-2.299356306,0.5506563542,-0.01391367985,-0.1158802192,-0.01382505122,-2.441813804,-1.053588976,-0.001120955781,-0.01450601058,2.139138963,-0.01376807632
1,11,-3.063929009,-2.511386247,0.6722693029,-0.01462106762,-0.1185161519,-0.01452588473,-2.695261333,-1.211050664,-0.02963887987,-0.0152673217,2.370871143,-0.0144686855
1,12,-3.320372066,-2.701483097,0.8044092073,-0.01508453318,-0.1183178282,-0.0149840963,-2.931907498,-1.371812067,-0.06437196659,-0.01577761967,2.590252606,-0.01492668549
1,13,-3.558382219,-2.873087656,0.9461959866,-0.01534652721,-0.1156824075,-0.01524203972,-3.154814021,-1.535947223,-0.1046062804,-0.01607975439,2.799819453,-0.01518442752
1,14,-3.781509434,-3.029640723,1.09674956,-0.01544950042,-0.1110070498,-0.01534206882,-3.36704262,-1.703530169,-0.1496278856,-0.01621657574,3.002107791,-0.0152842628
1,15,-3.993303676,-3.1745831,1.255189846,-0.01543590351,-0.1046889145,-0.0153265374,-3.571655018,-1.87463494,-0.1987228468,-0.01623093361,3.19965372,-0.01526854256
1,16,-4.197314912,-3.311355586,1.420636765,-0.01534818717,-0.09712516155,-0.01523779927,-3.771712933,-2.049335575,-0.2511772283,-0.01616567789,3.394993346,-0.01517961804
1,17,-4.397093106,-3.44339898,1.592210235,-0.01522880211,-0.08871295047,-0.01511820824,-3.970278086,-2.22770611,-0.3062770945,-0.01606365847,3.590662772,-0.01505984044
1,18,-4.596188225,-3.574154083,1.769030176,-0.01512019902,-0.07984944099,-0.01501011812,-4.170412198,-2.409820583,-0.3633085099,-0.01596772523,3.789198101,-0.01495156099
1,19,-4.784402734,-3.697814269,1.93857364,-0.01505609014,-0.07143310125,-0.01494705356,-4.361286562,-2.583645929,-0.4178951458,-0.01591143708,3.979378754,-0.01488831493
1,20,-4.974538737,-3.822850571,2.112075661,-0.01501408613,-0.0628923796,-0.01490655473,-4.555714099,-2.760792252,-0.4736384142,-0.01587301078,4.173918092,-0.01484763031
1,21,-5.166008288,-3.948754977,2.289672821,-0.01496969639,-0.0541502827,-0.01486404736,-4.75319467,-2.94123859,-0.5306291494,-0.01582747358,4.372446328,-0.01480493326
