Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,0.0001042283568,-2.488011929e-06,1.953763163e-05,-1.741218739e-06,4.899362105e-07,5.087865181e-08,0.001716626283,0.0005493275634,0.0004788049585,3.160778972e-06,-0.0006866325108,-5.493650331e-05
1,0.008338883234,-2.487784935e-06,1.953584911e-05,-1.741059879e-06,4.898915112e-07,5.087400989e-08,0.001716469666,0.0005492774455,0.0004787612747,3.160490598e-06,-0.0006865698659,-5.493149117e-05
2,0.03292107848,-2.487107311e-06,1.953052793e-05,-1.740585648e-06,4.897580742e-07,5.086015279e-08,0.001716002133,0.0005491278329,0.0004786308693,3.159629742e-06,-0.0006863828575,-5.491652889e-05
3,0.07366816,-2.48598409e-06,1.95217076e-05,-1.739799569e-06,4.895368909e-07,5.083718346e-08,0.001715227157,0.0005488798373,0.0004784147113,3.158202798e-06,-0.0006860728751,-5.489172764e-05
4,0.1303974737,-2.484420308e-06,1.950942768e-05,-1.738705167e-06,4.89228953e-07,5.080520488e-08,0.001714148211,0.0005485345703,0.0004781137697,3.156216164e-06,-0.0006856413083,-5.485719858e-05
5,0.2029263656,-2.482421001e-06,1.94937277e-05,-1.737305965e-06,4.888352518e-07,5.076431999e-08,0.001712768771,0.0005480931436,0.0004777290133,3.153676237e-06,-0.0006850895466,-5.48130529e-05
6,0.2910721815,-2.479991202e-06,1.94746472e-05,-1.735605486e-06,4.883567789e-07,5.071463177e-08,0.001711092309,0.0005475566689,0.0004772614112,3.150589412e-06,-0.0006844189796,-5.475940178e-05
7,0.3946522673,-2.477135947e-06,1.945222572e-05,-1.733607255e-06,4.877945257e-07,5.065624318e-08,0.001709122301,0.0005469262579,0.0004767119323,3.146962087e-06,-0.0006836309967,-5.469635637e-05
8,0.513483969,-2.473860271e-06,1.942650279e-05,-1.731314795e-06,4.871494837e-07,5.058925718e-08,0.001706862218,0.0005462030222,0.0004760815455,3.142800657e-06,-0.0006827269876,-5.462402787e-05
9,0.6473846325,-2.470169209e-06,1.939751796e-05,-1.728731629e-06,4.864226444e-07,5.051377673e-08,0.001704315537,0.0005453880735,0.0004753712198,3.138111519e-06,-0.0006817083417,-5.454252745e-05
10,0.7961716037,-2.466067796e-06,1.936531076e-05,-1.725861283e-06,4.856149992e-07,5.04299048e-08,0.00170148573,0.0005444825235,0.0004745819242,3.13290107e-06,-0.0006805764486,-5.445196627e-05
11,0.9596622285,-2.461561067e-06,1.932992073e-05,-1.722707278e-06,4.847275397e-07,5.033774435e-08,0.001698376272,0.0005434874839,0.0004737146276,3.127175706e-06,-0.0006793326979,-5.435245552e-05
12,1.137673853,-2.456654057e-06,1.929138741e-05,-1.719273139e-06,4.837612574e-07,5.023739835e-08,0.001694990636,0.0005424040663,0.000472770299,3.120941823e-06,-0.000677978479,-5.424410637e-05
13,1.330023823,-2.451351801e-06,1.924975034e-05,-1.71556239e-06,4.827171437e-07,5.012896975e-08,0.001691332296,0.0005412333824,0.0004717499074,3.114205818e-06,-0.0006765151815,-5.412702999e-05
14,1.536529484,-2.445659333e-06,1.920504905e-05,-1.711578554e-06,4.815961901e-07,5.001256151e-08,0.001687404727,0.0005399765438,0.0004706544216,3.106974088e-06,-0.000674944195,-5.400133756e-05
15,1.757008182,-2.43958169e-06,1.915732309e-05,-1.707325155e-06,4.803993881e-07,4.988827661e-08,0.001683211402,0.0005386346623,0.0004694848107,3.099253028e-06,-0.0006732669089,-5.386714026e-05
16,1.991277264,-2.433123905e-06,1.910661199e-05,-1.702805717e-06,4.791277291e-07,4.975621801e-08,0.001678755795,0.0005372088495,0.0004682420436,3.091049036e-06,-0.0006714847129,-5.372454926e-05
17,2.239154075,-2.426291014e-06,1.905295529e-05,-1.698023764e-06,4.777822047e-07,4.961648866e-08,0.00167404138,0.0005357002171,0.0004669270892,3.082368507e-06,-0.0006695989964,-5.357367573e-05
18,2.500455961,-2.419088051e-06,1.899639253e-05,-1.692982818e-06,4.763638064e-07,4.946919153e-08,0.001669071631,0.0005341098768,0.0004655409166,3.073217839e-06,-0.000667611149,-5.341463085e-05
19,2.775000268,-2.411520053e-06,1.893696325e-05,-1.687686404e-06,4.748735255e-07,4.931442959e-08,0.001663850022,0.0005324389402,0.0004640844946,3.063603428e-06,-0.0006655225602,-5.324752579e-05
20,3.062604342,-2.403592053e-06,1.887470698e-05,-1.682138046e-06,4.733123537e-07,4.915230579e-08,0.001658380027,0.000530688519,0.0004625587923,3.053531669e-06,-0.0006633346196,-5.307247173e-05
21,3.363085528,-2.395309087e-06,1.880966326e-05,-1.676341267e-06,4.716812823e-07,4.89829231e-08,0.00165266512,0.0005288597249,0.0004609647785,3.04300896e-06,-0.0006610487166,-5.288957984e-05
22,3.676261173,-2.38667619e-06,1.874187164e-05,-1.67029959e-06,4.699813029e-07,4.880638449e-08,0.001646708775,0.0005269536695,0.0004593034223,3.032041698e-06,-0.0006586662409,-5.269896131e-05
23,4.001948623,-2.377698396e-06,1.867137165e-05,-1.664016541e-06,4.68213407e-07,4.862279291e-08,0.001640514465,0.0005249714646,0.0004575756926,3.020636277e-06,-0.000656188582,-5.250072729e-05
24,4.339965224,-2.368380741e-06,1.859820282e-05,-1.657495641e-06,4.663785859e-07,4.843225133e-08,0.001634085665,0.0005229142218,0.0004557825584,3.008799096e-06,-0.0006536171293,-5.229498898e-05
25,4.690128321,-2.35872826e-06,1.85224047e-05,-1.650740416e-06,4.644778313e-07,4.823486271e-08,0.001627425848,0.0005207830527,0.0004539249885,2.996536551e-06,-0.0006509532725,-5.208185753e-05
26,5.05225526,-2.348745987e-06,1.844401683e-05,-1.643754388e-06,4.625121346e-07,4.803073002e-08,0.001620538489,0.0005185790691,0.000452003952,2.983855037e-06,-0.0006481984011,-5.186144414e-05
27,5.426163388,-2.338438958e-06,1.836307874e-05,-1.636541082e-06,4.604824873e-07,4.781995621e-08,0.001613427061,0.0005163033826,0.0004500204179,2.970760951e-06,-0.0006453539046,-5.163385996e-05
28,5.81167005,-2.327812207e-06,1.827962996e-05,-1.62910402e-06,4.583898808e-07,4.760264426e-08,0.001606095039,0.0005139571049,0.000447975355,2.957260691e-06,-0.0006424211725,-5.139921619e-05
29,6.208592592,-2.31687077e-06,1.819371005e-05,-1.621446728e-06,4.562353067e-07,4.737889711e-08,0.001598545896,0.0005115413476,0.0004458697324,2.943360651e-06,-0.0006394015944,-5.115762398e-05
30,6.61674836,-2.305619682e-06,1.810535854e-05,-1.613572728e-06,4.540197564e-07,4.714881775e-08,0.001590783106,0.0005090572225,0.0004437045189,2.92906723e-06,-0.0006362965598,-5.090919453e-05
31,7.0359547,-2.294063977e-06,1.801461496e-05,-1.605485544e-06,4.517442214e-07,4.691250912e-08,0.001582810143,0.0005065058411,0.0004414806836,2.914386822e-06,-0.0006331074583,-5.065403899e-05
32,7.466028958,-2.282208691e-06,1.792151886e-05,-1.5971887e-06,4.494096932e-07,4.66700742e-08,0.001574630481,0.0005038883153,0.0004391991954,2.899325826e-06,-0.0006298356794,-5.039226855e-05
33,7.906788479,-2.270058858e-06,1.782610977e-05,-1.58868572e-06,4.470171632e-07,4.642161594e-08,0.001566247594,0.0005012057566,0.0004368610233,2.883890636e-06,-0.0006264826126,-5.012399439e-05
34,8.358050611,-2.257619514e-06,1.772842723e-05,-1.579980127e-06,4.445676231e-07,4.616723731e-08,0.001557664957,0.0004984592767,0.0004344671362,2.86808765e-06,-0.0006230496475,-4.984932767e-05
35,8.819632698,-2.244895693e-06,1.762851078e-05,-1.571075445e-06,4.420620641e-07,4.590704127e-08,0.001548886042,0.0004956499874,0.000432018503,2.851923264e-06,-0.0006195381736,-4.956837957e-05
36,9.291352087,-2.231892431e-06,1.752639995e-05,-1.561975198e-06,4.395014779e-07,4.564113079e-08,0.001539914324,0.0004927790002,0.0004295160928,2.835403874e-06,-0.0006159495804,-4.928126126e-05
