round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,252,7,7,-1,20480,0.3555613566,56.09189,329.8822802,326.4433131,370.8516111,282.0350152,0.09112255951,0.09112255951
2,266,8,8,-1,20480,0.3583999891,58.51936,134.7201078,131.7653757,187.6151245,75.91562698,0.09765375296,0.09765375296
