Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2725768478,43,0.2725768478,-12.51465289,-15.02699516,9.745206013,-1.741218739e-06,5.399562634,5.087865181e-08,-12.66744544,-23.43598815,-6.999525959,-5.4852897e-05,29.69090502,-0.0006433033566,-12.51465289,-15.02699516,9.745206013,-1.741218739e-06,5.399562634,5.087865181e-08,-12.66744544,-23.43598815,-6.999525959,-5.4852897e-05,29.69090502,-0.0006433033566
q1,1,53,0.6557330312,63,0.3511709124,-5.488462661,-15.02699962,9.745206013,-1.741218739e-06,5.399558569,5.087865181e-08,-5.559260868,-23.43599141,-6.999525959,-5.08383826e-05,29.69090908,-0.0006367998479,-9.175629382,-14.04428746,5.898901177,0.01482135131,5.374041665,-0.01153490353,-6.422350306,-18.51375954,-4.931700673,-0.01179438591,29.48740341,-0.01217242452
peak,1,61,0.9272335125,103,0.3555613566,0.3688621648,-15.02700335,9.745206013,-1.741218739e-06,5.399555181,5.087865181e-08,0.366417858,-23.43599412,-6.999525959,-4.749171619e-05,29.69091247,-0.0006313782522,7.480886535,-14.8423474,4.373510554,-0.02443376971,5.563152884,-0.01503034426,3.065515724,-15.7326451,-3.40768487,0.06529627204,29.35108675,-0.01566223309
q3,1,68,0.6559057057,118,0.3494002371,5.490503938,-15.0270066,9.745206013,-1.741218739e-06,5.399552218,5.087865181e-08,5.547828245,-23.43599649,-6.999525959,-4.456539282e-05,29.69091544,-0.0006266376118,9.527460909,-15.07040612,7.271022013,-0.01553367345,5.465986756,-0.01153490353,7.469463183,-19.96438035,-5.381463715,0.028797056,29.53228466,-0.01216129812
Tail,1,77,0.2645913871,132,0.2645913871,11.83909929,-15.02701064,9.745206013,-1.741218739e-06,5.399548545,5.087865181e-08,11.97051053,-23.43599943,-6.999525959,-4.093803196e-05,29.69091911,-0.0006207612914,11.83909929,-15.02701064,9.745206013,-1.741218739e-06,5.399548545,5.087865181e-08,11.97051053,-23.43599943,-6.999525959,-4.093803196e-05,29.69091911,-0.0006207612914
Head,2,59,0.3382781985,59,0.3382781985,-9.883457593,-14.25990353,6.89881167,0.01250386958,5.372898646,-0.008741930841,-7.568906828,-19.82714913,-5.496917811,-0.01184696846,29.54231342,-0.009380420137,-9.883457593,-14.25990353,6.89881167,0.01250386958,5.372898646,-0.008741930841,-7.568906828,-19.82714913,-5.496917811,-0.01184696846,29.54231342,-0.009380420137
q1,2,72,0.411674409,73,0.3499749595,-6.227217013,-13.85937247,4.214409612,0.01186032097,5.410393685,-0.01537713574,-4.113125738,-16.1520754,-3.857160826,0.002062765844,29.38597157,-0.01601317729,-7.746169446,-12.61993841,3.090902036,0.008395370081,5.151929429,-0.02319415379,-4.677515819,-16.27556553,-4.086558051,-0.01125687847,29.40550325,-0.02383057954
peak,2,84,0.4670704542,87,0.3583999891,-0.5272190083,-14.10372455,3.242956708,-0.003293021934,5.495724575,-0.01642149377,-1.396081031,-14.51514256,-3.009176975,0.03603032277,29.31033775,-0.01705636913,-4.046393706,-11.17420435,-0.381007245,0.002750496254,4.925372798,-0.02849148215,-1.610711692,-13.35415471,-2.906547827,0.004332627997,29.30313277,-0.02912595963
q3,2,95,0.4103911518,107,0.3519361608,4.703501572,-14.54715149,3.525426787,-0.01845348223,5.558089385,-0.01551359544,1.076718836,-14.62722331,-2.947586444,0.06185329674,29.3081298,-0.01614717196,5.032765529,-12.35790169,1.320714648,-0.03105416096,5.190061376,-0.02590980703,1.967401168,-13.87954596,-2.933578129,0.03781002979,29.3027148,-0.02654221686
Tail,2,109,0.346103558,122,0.346103558,8.650931539,-14.98658821,5.340198724,-0.02390839225,5.534792776,-0.01494699538,4.740351143,-17.13712523,-4.053022381,0.05536555486,29.40929377,-0.01557698757,8.650931539,-14.98658821,5.340198724,-0.02390839225,5.534792776,-0.01494699538,4.740351143,-17.13712523,-4.053022381,0.05536555486,29.40929377,-0.01557698757
