Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,47,0.2565565547,47,0.2565565547,4.566519573e-05,-7.255009071,24.23411926,-1.548195509e-06,-97.29352155,-0.0003418500253,0.0001221165763,-26.27394259,-33.42818658,3.295990559e-05,-20.61359791,-4.884650378e-05,4.566519573e-05,-7.255009071,24.23411926,-1.548195509e-06,-97.29352155,-0.0003418500253,0.0001221165763,-26.27394259,-33.42818658,3.295990559e-05,-20.61359791,-4.884650378e-05
q1,1,94,0.6695774276,108,0.3496026268,3.223195585e-05,-5.12081747,17.10521655,-1.092765913e-06,-68.67287966,-0.0002412886827,8.619378573e-05,-18.54498911,-23.59468337,2.326415566e-05,-14.54973678,-3.447742483e-05,-0.01632610685,-2.15392282,19.27930956,-0.01191875635,-70.69833715,-0.01178349772,-0.01415043163,-19.03871095,-24.96269289,-0.01151835465,-15.02772494,-0.01157046845
peak,1,138,0.9830776199,168,0.3499919746,1.749376464e-05,-2.779303124,9.283787614,-5.930943123e-07,-37.27192974,-0.0001309584638,4.678133117e-05,-10.06521839,-12.80591967,1.262652709e-05,-7.896811224,-1.871248391e-05,-0.02517827575,3.062501063,14.54565936,-0.01578203232,-44.68298038,-0.01518780812,-0.02071662633,-11.83800897,-16.68203585,-0.01503842595,-9.591501497,-0.0150528877
q3,1,179,0.6650498333,223,0.3523332391,5.917981752e-06,-0.9402130136,3.140621063,-2.006384212e-07,-12.60875544,-4.430205935e-05,1.582569961e-05,-3.404971999,-4.332126361,4.271439478e-06,-2.671419542,-6.330263418e-06,-0.02556751488,7.259107402,9.942459274,-0.01240487087,-20.88405018,-0.01160917337,-0.01969572224,-5.197460292,-8.968317003,-0.01159409777,-4.705868717,-0.01154555948
Tail,1,227,0.3985793232,277,0.3985793232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head,2,218,0.2981562502,218,0.2981562502,-0.0272116171,7.512908867,10.8035367,-0.01339738364,-23.39524816,-0.01255927439,-0.02103215912,-5.858519606,-9.922320371,-0.01253622058,-5.246899491,-0.01248807196,-0.0272116171,7.512908867,10.8035367,-0.01339738364,-23.39524816,-0.01255927439,-0.02103215912,-5.858519606,-9.922320371,-0.01253622058,-5.246899491,-0.01248807196
q1,2,233,0.5171052406,236,0.3497128745,-0.02068315122,6.114759785,7.7911392,-0.0098131796,-15.5662179,-0.009159544394,-0.01585349967,-3.83294319,-6.826131229,-0.009155325829,-3.535839316,-0.009112059817,-0.04943166374,8.148427362,8.043857089,-0.02178924567,-16.87789373,-0.02074179863,-0.03605362431,-2.463772999,-6.64869164,-0.02076940884,-3.737134198,-0.02069077702
peak,2,247,0.6700742725,254,0.3542959222,-0.01202855149,3.685601306,4.396468945,-0.005588459421,-8.343295607,-0.005203016908,-0.009177291623,-2.030608044,-3.740732831,-0.005204824395,-1.911544629,-0.005177525734,-0.06526921858,8.13053156,4.803115297,-0.02211357824,-10.76754663,-0.02089899913,-0.04357874961,1.08926076,-3.183583949,-0.02097014875,-2.250845429,-0.02086709723
q3,2,263,0.5053367293,273,0.3569656327,-0.00322023215,1.012454408,1.150231385,-0.00147253852,-2.092487945,-0.001368292561,-0.002448446873,-0.5041360571,-0.9558750138,-0.001369624154,-0.4829487846,-0.001361890763,-0.05100092174,3.400445292,0.2191196033,-0.0149978613,-5.298534949,-0.0142649943,-0.03217432037,2.627104665,-0.1021226205,-0.01431199951,-0.8785129059,-0.01425028889
Tail,2,277,0.3985793232,287,0.3985793232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
