Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,45,0.2670588292,45,0.2670588292,11.57905851,-15.47271621,10.23636262,-1.741218739e-06,4.909052445,5.087865181e-08,11.27827403,-22.6728833,-6.563716373,3.923373842e-05,30.10925286,-0.0001476580749,11.57905851,-15.47271621,10.23636262,-1.741218739e-06,4.909052445,5.087865181e-08,11.27827403,-22.6728833,-6.563716373,3.923373842e-05,30.10925286,-0.0001476580749
q1,1,53,0.6318128091,77,0.35247451,5.85571434,-15.47273061,10.236377,-1.741218739e-06,4.909068829,5.087865181e-08,5.550632279,-22.67294622,-6.563749141,2.952448587e-05,30.10932167,-0.0001424150823,9.079837894,-8.163382833,6.78720432,-0.0221578961,4.360474855,-0.01153490353,6.760451339,-11.55617429,-1.335147977,0.02803656847,30.44125922,-0.01167721572
peak,1,61,0.9018478013,121,0.3811004616,-0.06259612988,-15.4727455,10.23639187,-1.741218739e-06,4.909085772,5.087865181e-08,-0.3721221731,-22.67301128,-6.563783026,1.948448663e-05,30.10939283,-0.0001369934866,0.3430431798,4.460262531,5.475859554,-0.01854665451,3.821712075,-0.01503034426,-0.5222931429,0.8549545087,4.07715404,-0.01233819599,30.99132341,-0.01516721355
q3,1,69,0.609653571,165,0.3504386317,-5.967908847,-15.47276037,10.2364067,-1.741218739e-06,4.909102677,5.087865181e-08,-6.281869112,-22.67307619,-6.563816837,9.466537171e-06,30.10946384,-0.0001315837978,-8.890100004,-7.928831844,7.002004069,-0.004023392215,4.366939135,-0.01153490352,-7.818458342,-11.70060351,-1.428188954,-0.04586860136,30.4487459,-0.0116662774
Tail,1,78,0.2781463306,197,0.2781463306,-12.33690965,-15.47277639,10.23642271,-1.741218739e-06,4.90912091,5.087865181e-08,-12.65565232,-22.67314621,-6.563853302,-1.338026659e-06,30.10954041,-0.0001257493375,-12.33690965,-15.47277639,10.23642271,-1.741218739e-06,4.90912091,5.087865181e-08,-12.65565232,-22.67314621,-6.563853302,-1.338026659e-06,30.10954041,-0.0001257493375
Head,2,41,0.2592407119,41,0.2592407119,14.30262946,-15.47270935,10.23635577,-1.741218739e-06,4.909044648,5.087865181e-08,14.00389008,-22.67285336,-6.563700779,4.38540858e-05,30.10922011,-0.0001501530607,14.30262946,-15.47270935,10.23635577,-1.741218739e-06,4.909044648,5.087865181e-08,14.00389008,-22.67285336,-6.563700779,4.38540858e-05,30.10922011,-0.0001501530607
q1,2,110,0.4070575417,73,0.3557912775,3.359366012,3.227384332,5.411255389,-0.0229998328,3.858060158,-0.01525427296,1.684704503,-0.07183683744,3.699703106,0.005472516413,30.93880479,-0.01539257375,6.087928429,-13.02233907,5.038877513,-0.008798244884,4.524659303,-0.01624379763,6.415927588,-14.11726844,-2.144687836,-0.008985037635,30.20859455,-0.01638681584
peak,2,147,0.4639781943,101,0.3742198379,-6.305925392,-0.945191175,5.77669457,-0.008969170132,4.02560281,-0.01511639608,-5.434691167,-4.100213746,1.956397168,-0.04814210535,30.75574536,-0.01524992445,-4.545091487,-11.81415852,2.648780182,-0.00157019799,4.352999546,-0.02128450356,-1.145930379,-11.35695579,-0.7903631265,-0.04890566206,30.19217853,-0.02142175123
q3,2,159,0.4045615786,118,0.3463278244,-8.309717417,-5.566867377,6.436641241,-0.005499979801,4.237766066,-0.01335631467,-7.161162446,-8.911978134,-0.1666406796,-0.05046297525,30.55316992,-0.01348838651,-8.150942463,-12.66178664,5.89388314,-0.005950080097,4.545474773,-0.01667564177,-6.180206069,-15.21122413,-2.804820738,-0.04238366188,30.20207059,-0.01680823466
Tail,2,188,0.3469974306,137,0.3469974306,-10.24132538,-14.71319351,9.810457055,-0.0003614490962,4.845427432,-0.001562578149,-10.33917604,-21.4232993,-5.969077183,-0.006791414155,30.14407371,-0.001690672551,-10.24132538,-14.71319351,9.810457055,-0.0003614490962,4.845427432,-0.001562578149,-10.33917604,-21.4232993,-5.969077183,-0.006791414155,30.14407371,-0.001690672551
