round,step,MaxD_in,MaxD_out
1,0,0.172142367,0.172142367
1,1,0.1721431562,0.1721431562
1,2,0.1721455148,0.1721455148
1,3,0.1721494265,0.1721494265
1,4,0.1721548715,0.1721548715
1,5,0.1721618269,0.1721618269
1,6,0.1721702662,0.1721702662
1,7,0.1721801601,0.1721801601
1,8,0.172191476,0.172191476
1,9,0.1722041782,0.1722041782
1,10,0.1722182283,0.1722182283
1,11,0.1722335847,0.1722335847
1,12,0.1722502033,0.1722502033
1,13,0.1722680371,0.1722680371
1,14,0.1722870366,0.1722870366
1,15,0.1723071495,0.1723071495
1,16,0.1723283212,0.1723283212
1,17,0.1723504944,0.1723504944
1,18,0.1723736098,0.1723736098
1,19,0.1723976055,0.1723976055
1,20,0.1724224174,0.1724224174
1,21,0.1724479794,0.1724479794
1,22,0.1724742232,0.1724742232
1,23,0.1725010783,0.1725010783
1,24,0.1725284726,0.1725284726
1,25,0.1725563318,0.1725563318
1,26,0.1725845799,0.1725845799
1,27,0.1726131391,0.1726131391
1,28,0.17264193,0.17264193
1,29,0.173694031,0.173694031
1,30,0.1750662705,0.1750662705
1,31,0.1764860953,0.1764860953
1,32,0.1779536905,0.1779536905
1,33,0.1794692441,0.1794692441
1,34,0.1810329468,0.1810329468
1,35,0.1828959329,0.1828959329
1,36,0.1849992193,0.1849992193
1,37,0.1871690579,0.1871690579
1,38,0.189406061,0.189406061
1,39,0.1917108434,0.1917108434
1,40,0.1940840201,0.1940840201
1,41,0.1965262045,0.1965262045
1,42,0.1990380061,0.1990380061
1,43,0.2016200285,0.2016200285
1,44,0.2042728668,0.2042728668
1,45,0.2069971061,0.2069971061
1,46,0.209793318,0.209793318
1,47,0.212662059,0.212662059
1,48,0.2156038675,0.2156038675
1,49,0.2186192614,0.2186192614
1,50,0.2217087351,0.2217087351
1,51,0.224872757,0.224872757
1,52,0.2281117664,0.2281117664
1,53,0.231426171,0.231426171
1,54,0.234816343,0.234816343
1,55,0.2382826171,0.2382826171
1,56,0.2418252864,0.2418252864
1,57,0.2454445998,0.2454445998
1,58,0.2491407584,0.2491407584
1,59,0.2529139123,0.2529139123
1,60,0.2567641569,0.2567641569
1,61,0.26069153,0.26069153
1,62,0.2646960077,0.2646960077
1,63,0.2687775012,0.2687775012
1,64,0.2729358532,0.2729358532
1,65,0.2771708342,0.2771708342
1,66,0.2814821391,0.2814821391
1,67,0.2858693831,0.2858693831
1,68,0.2903320986,0.2903320986
1,69,0.2948697314,0.2948697314
1,70,0.299481637,0.299481637
1,71,0.3041670772,0.3041670772
1,72,0.3089252162,0.3089252162
1,73,0.3137551178,0.3137551178
1,74,0.3186557414,0.3186557414
1,75,0.3236259388,0.3236259388
1,76,0.3286644511,0.3286644511
1,77,0.3337699056,0.3337699056
1,78,0.3389408125,0.3389408125
1,79,0.3441755623,0.341473031
1,80,0.3494724229,0.3439738264
1,81,0.354829537,0.3464426367
1,82,0.36024492,0.3488770514
1,83,0.3657164575,0.3512729348
1,84,0.3712419033,0.3536245536
1,85,0.3768188779,0.3559247104
1,86,0.3824448666,0.3581648815
1,87,0.3881172188,0.3603353605
1,88,0.3938331465,0.3624254075
1,89,0.3995897237,0.3644234038
1,90,0.4074605127,0.3663170119
1,91,0.4184457296,0.3680933416
1,92,0.4296144109,0.3697391203
1,93,0.4409605945,0.3712408684
1,94,0.4524776858,0.3725850771
1,95,0.4641584441,0.3748163163
1,96,0.4759949707,0.3798864189
1,97,0.4879786985,0.3848497893
1,98,0.5001003847,0.3896821767
1,99,0.5123501045,0.3943592767
1,100,0.5247172483,0.3988569991
1,101,0.5371905204,0.403151744
