Step_Original,MaxD_Original,Step_Optimized,MaxD_Optimized
0,0.1506675049,0,0.1506675049
1,0.1507521393,1,0.1507521393
2,0.1510041581,2,0.1510041581
3,0.1514207413,3,0.1514207413
4,0.1519990693,4,0.1519990693
5,0.1527363068,5,0.1527363068
6,0.1536295836,6,0.1536295836
7,0.1546759694,7,0.1546759694
8,0.1558724464,8,0.1558724464
9,0.1572656248,9,0.1572656248
10,0.1589470729,10,0.1589470729
11,0.1607893164,11,0.1607893164
12,0.1627887388,12,0.1627887388
13,0.1649414324,13,0.1649414324
14,0.167243143,14,0.167243143
15,0.1696892129,15,0.1696892129
16,0.1722745233,16,0.1722745233
17,0.1749934368,17,0.1749934368
18,0.1778397407,18,0.1778397407
19,0.180806592,19,0.180806592
20,0.1838864645,20,0.1838864645
21,0.1870710999,21,0.1870710999
22,0.1903514625,22,0.1903514625
23,0.1937177006,23,0.1937177006
24,0.1971591131,24,0.1971591131
25,0.2006641254,25,0.2006641254
26,0.2042202734,26,0.2042202734
27,0.2078141979,27,0.2078141979
28,0.2114316501,28,0.2114316501
29,0.2150575101,29,0.2150575101
30,0.2186758177,30,0.2186758177
31,0.2222698185,31,0.2222698185
32,0.2258220236,32,0.2258220236
33,0.2293142857,33,0.2293142857
34,0.2327278893,34,0.2327278893
35,0.236043658,35,0.236043658
36,0.2392420749,36,0.2392420749
37,0.2423034188,37,0.2423034188
38,0.245207913,38,0.245207913
39,0.2479358861,39,0.2479358861
40,0.250467943,40,0.250467943
41,0.2527851441,41,0.2527851441
42,0.2729692322,42,0.2729692322
43,0.3001788848,43,0.3001788848
44,0.3286514176,44,0.3286514176
45,0.3581625103,45,0.3581625103
46,0.3884358825,46,0.3884358825
47,0.4191444779,47,0.4191444779
48,0.4499138383,48,0.4499138383
49,0.5053014063,49,0.5053014063
50,0.5636830619,50,0.5636830619
51,0.6228927769,51,0.6228927769
52,0.681681887,52,0.681681887
53,0.7386639054,53,0.7386639054
54,0.7923655215,54,0.7923655215
55,0.8412891718,55,0.8412891718
56,0.8839836917,56,0.8839836917
57,0.9191184103,57,0.9191184103
58,0.9455552846,58,0.9455552846
59,0.9624134134,59,0.9624134134
60,0.9691205967,60,0.9691205967
61,0.9654475267,61,0.9654475267
62,0.9515216123,62,0.9515216123
63,0.9278192143,63,0.9278192143
64,0.8951369848,64,0.8951369848
65,0.8545448369,65,0.8545448369
66,0.807324611,66,0.807324611
67,0.7548995658,67,0.7548995658
68,0.6987603217,68,0.6987603217
69,0.6403927828,69,0.6403927828
70,0.5812129301,70,0.5812129301
71,0.5225123218,71,0.5225123218
72,0.4654168294,72,0.4654168294
73,0.4108597429,73,0.4108597429
74,0.3595690692,74,0.3595690692
75,0.3120677433,75,0.3120677433
76,0.2771904836,76,0.2771904836
77,0.2600548889,77,0.2600548889
78,0.2584414955,78,0.2584414955
79,0.256566607,79,0.256566607
80,0.2544471251,80,0.2544471251
81,0.2521008981,81,0.2521008981
82,0.2495465329,82,0.2495465329
83,0.2468032073,83,0.2468032073
84,0.243890488,84,0.243890488
85,0.240828154,85,0.240828154
86,0.2376360299,86,0.2376360299
87,0.2343338299,87,0.2343338299
88,0.2309410138,88,0.2309410138
89,0.227476658,89,0.227476658
90,0.2239593393,90,0.2239593393
91,0.2204070357,91,0.2204070357
92,0.2168370417,92,0.2168370417
93,0.2132658987,93,0.2132658987
94,0.2097093409,94,0.2097093409
95,0.2061822561,95,0.2061822561
96,0.2026986593,96,0.2026986593
97,0.1992716799,97,0.1992716799
98,0.1959135609,98,0.1959135609
99,0.192635668,99,0.192635668
100,0.1894485099,100,0.1894485099
101,0.1863617654,101,0.1863617654
102,0.183384319,102,0.183384319
103,0.1805243022,103,0.1805243022
104,0.17778914,104,0.17778914
105,0.1751856012,105,0.1751856012
106,0.1727198518,106,0.1727198518
107,0.1703975103,107,0.1703975103
108,0.1682237044,108,0.1682237044
109,0.1662031278,109,0.1662031278
110,0.164340097,110,0.164340097
111,0.1627694223,111,0.1627694223
112,0.1614124175,112,0.1614124175
113,0.1602031907,113,0.1602031907
114,0.1591451497,114,0.1591451497
115,0.158241554,115,0.158241554
116,0.1574955459,116,0.1574955459
117,0.1569101782,117,0.1569101782
118,0.1564884373,118,0.1564884373
119,0.1562332632,119,0.1562332632
120,0.1561475633,120,0.1561475633
