Step_Original,MaxD_Original,Step_Optimized,MaxD_Optimized
0,0.09792914168,0,0.09792914168
1,0.09798088102,1,0.09798088102
2,0.09813450056,2,0.09813450056
3,0.0983876004,3,0.0983876004
4,0.09873777328,4,0.09873777328
5,0.0991825969,5,0.0991825969
6,0.09971962396,6,0.09971962396
7,0.1003463704,7,0.1003463704
8,0.1010603022,8,0.1010603022
9,0.101858821,9,0.101858821
10,0.1027392494,10,0.1027392494
11,0.103698815,11,0.103698815
12,0.1047346355,12,0.1047346355
13,0.1058437032,13,0.1058437032
14,0.10702287,14,0.10702287
15,0.1082688341,15,0.1082688341
16,0.1095781265,16,0.1095781265
17,0.1109471004,17,0.1109471004
18,0.1123719206,18,0.1123719206
19,0.1138485566,19,0.1138485566
20,0.1153727765,20,0.1153727765
21,0.1169401442,21,0.1169401442
22,0.1185460188,22,0.1185460188
23,0.1201855575,23,0.1201855575
24,0.1218537209,24,0.1218537209
25,0.1235452818,25,0.1235452818
26,0.1252548377,26,0.1252548377
27,0.1269768258,27,0.1269768258
28,0.1287055423,28,0.1287055423
29,0.1304351646,29,0.1304351646
30,0.1321597767,30,0.1321597767
31,0.1338733977,31,0.1338733977
32,0.1355700135,32,0.1355700135
33,0.1372436109,33,0.1372436109
34,0.1388882139,34,0.1388882139
35,0.1404979217,35,0.1404979217
36,0.1420669489,36,0.1420669489
37,0.1435896657,37,0.1435896657
38,0.1450606394,38,0.1450606394
39,0.1464746753,39,0.1464746753
40,0.1478268573,40,0.1478268573
41,0.1491125867,41,0.1491125867
42,0.1503276202,42,0.1503276202
43,0.1514681046,43,0.1514681046
44,0.1525306093,44,0.1525306093
45,0.1535121554,45,0.1535121554
46,0.1544102404,46,0.1544102404
47,0.1552228598,47,0.1552228598
48,0.1559485234,48,0.1559485234
49,0.1565862674,49,0.1565862674
50,0.1571356616,50,0.1571356616
51,0.1718383661,51,0.1718383661
52,0.1884872708,52,0.1884872708
53,0.2054437286,53,0.2054437286
54,0.2225273823,54,0.2225273823
55,0.2395489847,55,0.2395489847
56,0.2563159461,56,0.2563159461
57,0.2726381209,57,0.2726381209
58,0.2883335448,58,0.2883335448
59,0.3032338369,59,0.3032338369
60,0.3171890074,60,0.3171890074
61,0.3300714559,61,0.3300714559
62,0.3417790013,62,0.3417790013
63,0.3522368491,63,0.3522368491
64,0.3628365542,64,0.3628365542
65,0.3753139531,65,0.3753139531
66,0.3861859277,66,0.3861859277
67,0.3954323727,67,0.3954323727
68,0.4030715389,68,0.4030715389
69,0.4091565446,69,0.4091565446
70,0.4137709188,70,0.4137709188
71,0.4170235085,71,0.4170235085
72,0.4190430773,72,0.4190430773
73,0.4199728858,73,0.4199728858
74,0.4199654991,74,0.4199654991
75,0.4191780125,75,0.4191780125
76,0.417767825,76,0.417767825
77,0.4158890354,77,0.4158890354
78,0.4136894846,78,0.4136894846
79,0.4113084233,79,0.4113084233
80,0.4088747515,80,0.4088747515
81,0.4065057487,81,0.4065057487
82,0.4043061979,82,0.4043061979
83,0.4023677963,83,0.4023677963
84,0.4007687405,84,0.4007687405
85,0.3995733756,85,0.3995733756
86,0.3988317999,86,0.3988317999
87,0.3985793232,87,0.3985793232
