Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2836669207,44,0.2836669207,-12.27031534,-15.02730685,10.23641279,2.25001406e-05,5.400083415,3.558829814e-08,-11.96891706,-22.67301979,-6.56385766,2.210882962e-06,30.10919145,-3.40131923e-09,-12.27031534,-15.02730685,10.23641279,2.25001406e-05,5.400083415,3.558829814e-08,-11.96891706,-22.67301979,-6.56385766,2.210882962e-06,30.10919145,-3.40131923e-09
q1,1,53,0.6327573742,63,0.3505796931,-5.855691046,-15.02730083,10.23640568,1.905904687e-05,5.400069724,3.014554684e-08,-5.550335953,-22.6729754,-6.563823879,1.872758164e-06,30.10917635,-2.881133224e-09,-9.087751613,-13.90167757,6.274030032,0.008852680139,5.331990716,-0.01153492399,-6.265044477,-17.79156052,-4.562789705,-0.02013516489,29.91029508,-0.01153495731
peak,1,61,0.9174327233,102,0.3526312228,0.06255323638,-15.02729527,10.23639912,1.588423377e-05,5.400057093,2.512396954e-08,0.3715589498,-22.67293443,-6.563792712,1.560798327e-06,30.10916242,-2.40120054e-09,7.412097,-14.77749829,4.464238213,-0.03385063344,5.426114155,-0.01503036982,2.840978501,-15.28308869,-3.227598338,0.05141702218,29.79106383,-0.01503039756
q3,1,69,0.6106241027,117,0.3496523222,5.96779991,-15.02728972,10.23639257,1.271639316e-05,5.400044489,2.011342059e-08,6.280448227,-22.67289356,-6.563761614,1.249523613e-06,30.10914851,-1.922321881e-09,9.416963483,-15.02750315,7.597888725,-0.01978951389,5.406146637,-0.01153493413,7.427316265,-19.34841431,-5.063442466,0.02186562902,29.96046735,-0.01153495635
Tail,1,77,0.2573941101,131,0.2573941101,11.65208724,-15.02728438,10.23638626,9.667085114e-06,5.400032358,1.529035366e-08,11.96824187,-22.67285422,-6.56373168,9.498960096e-07,30.10913513,-1.461361646e-09,11.65208724,-15.02728438,10.23638626,9.667085114e-06,5.400032358,1.529035366e-08,11.96824187,-22.67285422,-6.56373168,9.498960096e-07,30.10913513,-1.461361646e-09
Head,2,59,0.3403879814,59,0.3403879814,-9.777619959,-14.16533155,7.367885438,0.007981496274,5.345988044,-0.008576788383,-7.339179513,-19.15122022,-5.131520409,-0.01759773259,29.96612993,-0.008576822694,-9.777619959,-14.16533155,7.367885438,0.007981496274,5.345988044,-0.008576788383,-7.339179513,-19.15122022,-5.131520409,-0.01759773259,29.96612993,-0.008576822694
q1,2,72,0.4095694835,73,0.3501616894,-6.106567253,-13.67879179,4.429451984,0.00293834075,5.330782427,-0.01551839387,-4.094276152,-15.44279729,-3.527638954,-0.01028985231,29.81175494,-0.0155184257,-7.654505001,-12.48843603,3.3471156,0.00120984751,5.045914018,-0.02313991586,-4.59688727,-15.82401966,-3.874151474,-0.01953779669,29.84428714,-0.02313994815
peak,2,83,0.4633508505,87,0.3513820442,-0.7960328738,-13.9326521,3.386353062,-0.0131034977,5.366917891,-0.01651302359,-1.679654341,-14.02607044,-2.817600414,0.0186801161,29.74842491,-0.01651305432,-4.236009788,-10.93118902,-0.3776381067,-0.004847888926,4.729379231,-0.02848949994,-1.722036455,-13.10651767,-2.864584617,-0.006531502911,29.75737436,-0.02848953034
q3,2,95,0.4029214708,108,0.3514371742,4.989372313,-14.48954207,3.665268837,-0.02982238792,5.413528606,-0.01545411289,1.039789975,-14.27959,-2.818172196,0.04722330823,29.7525974,-0.01545414215,4.980100721,-12.30061452,1.266800233,-0.04171825018,4.998434962,-0.02593202692,1.616996386,-13.71777645,-2.867814462,0.02379990599,29.75900596,-0.02593205533
Tail,2,107,0.3441549503,123,0.3441549503,8.442623433,-14.91271677,5.308082808,-0.03244742894,5.423452346,-0.01501792811,4.282591564,-16.38033093,-3.713916469,0.04565502626,29.83509673,-0.01501795429,8.442623433,-14.91271677,5.308082808,-0.03244742894,5.423452346,-0.01501792811,4.282591564,-16.38033093,-3.713916469,0.04565502626,29.83509673,-0.01501795429
