Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645931974,44,0.2645931974,11.83824935,-15.02707289,9.745272974,-1.741218739e-06,5.399627527,3.847413772e-05,11.97067337,-23.43609008,-6.999639274,-4.093803196e-05,29.69089509,-0.0005493212689,11.83824935,-15.02707289,9.745272974,-1.741218739e-06,5.399627527,3.847413772e-05,11.97067337,-23.43609008,-6.999639274,-4.093803196e-05,29.69089509,-0.0005493212689
q1,1,53,0.6559237526,58,0.3493927227,5.489552192,-15.02707088,9.745272974,-1.741218739e-06,5.399634873,3.25978173e-05,5.548990059,-23.43609008,-6.999642946,-4.456539282e-05,29.69089509,-0.0005493212689,9.526128668,-15.06017054,7.245202062,-0.01625638132,5.466557217,-0.01150206269,7.434956785,-19.9294616,-5.373231695,0.02774736803,29.53133445,-0.01208427568
peak,1,60,0.927235833,73,0.355489828,0.3678282907,-15.02706925,9.745272974,-1.741218739e-06,5.399640799,2.785717681e-05,0.3683855811,-23.43609008,-6.999645909,-4.749171619e-05,29.69089509,-0.0005493212689,7.449220565,-14.80803541,4.333033179,-0.02548119671,5.562663542,-0.01500299766,2.998242455,-15.68164749,-3.397785139,0.0633107316,29.34991419,-0.01557971641
q3,1,68,0.655751857,112,0.3511270225,-5.489590461,-15.02706739,9.745272974,-1.741218739e-06,5.399647575,2.243558107e-05,-5.556371473,-23.43609008,-6.999649298,-5.08383826e-05,29.69089509,-0.0005493212689,-9.14993408,-14.00022666,5.899615336,0.01378597085,5.37748632,-0.0115131891,-6.463122978,-18.48204028,-4.925357781,-0.01312949432,29.4865378,-0.01208427568
Tail,1,78,0.2725508774,132,0.2725508774,-12.51589336,-15.02706515,9.745272974,-1.741218739e-06,5.399655705,1.593207235e-05,-12.66345045,-23.43609008,-6.999653363,-5.4852897e-05,29.69089509,-0.0005493212689,-12.51589336,-15.02706515,9.745272974,-1.741218739e-06,5.399655705,1.593207235e-05,-12.66345045,-23.43609008,-6.999653363,-5.4852897e-05,29.69089509,-0.0005493212689
Head,2,67,0.3460994447,67,0.3460994447,8.637458011,-14.96289458,5.30168351,-0.02490740241,5.534760569,-0.01491278102,4.686449037,-17.08826937,-4.042498969,0.05368997981,29.40808675,-0.01549139856,8.637458011,-14.96289458,5.30168351,-0.02490740241,5.534760569,-0.01491278102,4.686449037,-17.08826937,-4.042498969,0.05368997981,29.40808675,-0.01549139856
q1,2,81,0.411833584,82,0.3518825895,4.586541184,-14.49232011,3.482406426,-0.01938301287,5.557120465,-0.01551011705,0.9606473373,-14.56965529,-2.937648339,0.05921888837,29.30685544,-0.0160851257,5.021984236,-12.34879091,1.306658838,-0.03231804187,5.190477591,-0.02587636458,1.892816994,-13.8464691,-2.93694523,0.03595713865,29.30371135,-0.02645255252
peak,2,92,0.4661040394,102,0.3583648437,-0.7800277593,-14.0293508,3.244239303,-0.003928284589,5.493799116,-0.0164091627,-1.572799001,-14.51054375,-3.026565546,0.03223596859,29.31141766,-0.01698285947,-4.008289977,-11.15899305,-0.399964381,0.0009949372837,4.917656918,-0.0284498224,-1.689360478,-13.3349865,-2.935532802,0.002564660972,29.30614116,-0.02902393451
q3,2,104,0.4049732037,116,0.3499560845,-6.530980641,-13.80402428,4.329557877,0.01117173482,5.409214354,-0.01513376457,-4.364406828,-16.2875578,-3.933714491,-0.001677932805,29.392699,-0.01570623218,-7.724536822,-12.5934603,3.099467613,0.006948632921,5.149528294,-0.02313547812,-4.751762207,-16.26387813,-4.108628304,-0.01280947322,29.40760358,-0.02370763902
Tail,2,116,0.3382669779,130,0.3382669779,-9.863590953,-14.22624356,6.900144286,0.01172002825,5.375681831,-0.008721647905,-7.598902633,-19.80292098,-5.491922882,-0.01284210248,29.54163153,-0.009291765574,-9.863590953,-14.22624356,6.900144286,0.01172002825,5.375681831,-0.008721647905,-7.598902633,-19.80292098,-5.491922882,-0.01284210248,29.54163153,-0.009291765574
