Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.272543115,43,0.272543115,-12.51596853,-15.02705174,9.745261074,-1.741218739e-06,5.399631298,1.593207235e-05,-12.66486603,-23.43607055,-6.999628956,-5.4852897e-05,29.69089509,-0.000588371716,-12.51596853,-15.02705174,9.745261074,-1.741218739e-06,5.399631298,1.593207235e-05,-12.66486603,-23.43607055,-6.999628956,-5.4852897e-05,29.69089509,-0.000588371716
q1,1,53,0.6557214619,63,0.3511723422,-5.489653112,-15.02705621,9.745263056,-1.741218739e-06,5.399627234,2.243558107e-05,-5.5575513,-23.4360738,-6.999628956,-5.08383826e-05,29.69089509,-0.0005818682073,-9.176272362,-14.04556506,5.898386922,0.0148182683,5.374029544,-0.0115131891,-6.420283353,-18.51407396,-4.931866246,-0.01178842127,29.48739893,-0.01211749288
peak,1,61,0.9272387528,103,0.3555616764,0.3677760763,-15.02705993,9.745264708,-1.741218739e-06,5.399623845,2.785717681e-05,0.3674022874,-23.43607651,-6.999628956,-4.749171619e-05,29.69089509,-0.0005764466116,7.480891473,-14.84243313,4.373599878,-0.02444184455,5.563151547,-0.01500299767,3.066864378,-15.73325931,-3.408084487,0.06530178109,29.35109747,-0.01560730145
q3,1,68,0.6559441009,118,0.3494002328,5.489509103,-15.02706319,9.745266153,-1.741218739e-06,5.399620882,3.25978173e-05,5.548178614,-23.43607888,-6.999628956,-4.456539282e-05,29.69089509,-0.0005717059712,9.527225743,-15.07055149,7.270998299,-0.01553726051,5.466024994,-0.01150206269,7.470039618,-19.96460149,-5.381651148,0.02880284431,29.53227194,-0.01210636648
Tail,1,77,0.2645932544,132,0.2645932544,11.83821757,-15.02706723,9.745267943,-1.741218739e-06,5.39961721,3.847413772e-05,11.97007494,-23.43608182,-6.999628956,-4.093803196e-05,29.69089509,-0.0005658296508,11.83821757,-15.02706723,9.745267943,-1.741218739e-06,5.39961721,3.847413772e-05,11.97007494,-23.43608182,-6.999628956,-4.093803196e-05,29.69089509,-0.0005658296508
Head,2,59,0.3382716132,59,0.3382716132,-9.884264926,-14.26093063,6.898417912,0.01250172052,5.372905841,-0.008721187659,-7.566768921,-19.82740142,-5.497061806,-0.01184237928,29.54230684,-0.009325491447,-9.884264926,-14.26093063,6.898417912,0.01250172052,5.372905841,-0.008721187659,-7.566768921,-19.82740142,-5.497061806,-0.01184237928,29.54230684,-0.009325491447
q1,2,72,0.4116858677,73,0.3499750434,-6.22755572,-13.86077612,4.213795677,0.01185495591,5.410357348,-0.0153539598,-4.111202729,-16.15247381,-3.857372522,0.002070626844,29.38597102,-0.01595826359,-7.746691913,-12.62081318,3.090644315,0.008390223934,5.151978921,-0.02317135077,-4.675657182,-16.27568982,-4.086625741,-0.01125233179,29.40549069,-0.02377565456
peak,2,84,0.4670799733,87,0.3584001219,-0.5273207869,-14.10466079,3.242541867,-0.003301117299,5.495689393,-0.01639708043,-1.394387105,-14.51563573,-3.009471103,0.03603852684,29.31034331,-0.01700138422,-4.046750425,-11.17440692,-0.3808171017,0.002742934703,4.925511993,-0.02846673117,-1.609174194,-13.35410357,-2.906503834,0.004335646445,29.30311093,-0.02907103496
q3,2,95,0.4103940661,107,0.3519364759,4.703490852,-14.54749371,3.525326036,-0.01846252506,5.558072979,-0.01548785594,1.078201302,-14.62778992,-2.947951737,0.06186026371,29.30813958,-0.01609215972,5.032736041,-12.35790597,1.320759107,-0.03106311644,5.190091269,-0.0258830068,1.968748622,-13.87983881,-2.93383532,0.03781502509,29.30271315,-0.02648731059
Tail,2,109,0.3461013435,122,0.3461013435,8.65082647,-14.98665393,5.34024826,-0.02391484924,5.534805206,-0.01491782769,4.741407595,-17.13758914,-4.053347096,0.05537138743,29.40929594,-0.01552213148,8.65082647,-14.98665393,5.34024826,-0.02391484924,5.534805206,-0.01491782769,4.741407595,-17.13758914,-4.053347096,0.05537138743,29.40929594,-0.01552213148
