Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2946778855,43,0.2946778855,12.51565373,-21.82918342,18.26506351,-0.0006799101079,3.56412561,0.0006982810187,12.65475698,-38.96440354,-6.949110903,-0.0002341983322,45.91330557,0.0001489088656,12.51565373,-21.82918342,18.26506351,-0.0006799101079,3.56412561,0.0006982810187,12.65475698,-38.96440354,-6.949110903,-0.0002341983322,45.91330557,0.0001489088656
q1,1,52,0.6770743237,57,0.4177475792,6.212340764,-21.82917541,18.26505462,-0.0006799101079,3.564121964,0.0006924465584,6.281502524,-38.96433936,-6.94909267,-0.0002341983322,45.91325452,0.0001430744053,9.865896603,-22.92646779,16.06771952,-0.0263009143,3.235512501,-0.01084269179,10.62025257,-33.86325759,-6.498496095,0.06558653393,45.83920266,-0.01139206394
peak,1,61,0.9855138686,73,0.5041876688,-0.3677427237,-21.82916704,18.26504534,-0.0006799101079,3.564118157,0.0006863559143,-0.3715934994,-38.96427237,-6.949073637,-0.0002341983322,45.91320123,0.0001369837613,7.364443905,-24.38775892,13.32681405,-0.04394728407,2.835588586,-0.01434420609,9.011098463,-27.59944694,-5.885522362,0.1688156586,45.75303941,-0.01489357824
q3,1,70,0.6949622692,121,0.4662438437,-6.931545592,-21.8291587,18.26503608,-0.0006799101079,3.56411436,0.0006802803398,-7.008228254,-38.96420554,-6.949054651,-0.0002341983322,45.91314807,0.0001309081868,-9.904866582,-24.65832181,14.01690906,0.002220110685,2.944674155,-0.010854889,-7.237938321,-30.19547537,-6.504477403,0.06243943035,45.83923646,-0.01140426115
Tail,1,80,0.2959722301,147,0.2959722301,-13.84913368,-21.8291499,18.26502633,-0.0006799101079,3.564110358,0.0006738772953,-14.00257382,-38.9641351,-6.949034642,-0.0002341983322,45.91309204,0.0001245051424,-13.84913368,-21.8291499,18.26502633,-0.0006799101079,3.564110358,0.0006738772953,-14.00257382,-38.9641351,-6.949034642,-0.0002341983322,45.91309204,0.0001245051424
Head,2,46,0.3342456083,46,0.3342456083,11.67868508,-21.90423955,18.11381858,-0.002592848182,3.541374596,-0.0002497030124,11.85315302,-38.61323107,-6.919450712,0.00388432033,45.90819686,-0.0007990751653,11.67868508,-21.90423955,18.11381858,-0.002592848182,3.541374596,-0.0002497030124,11.85315302,-38.61323107,-6.919450712,0.00388432033,45.90819686,-0.0007990751653
q1,2,78,0.5670896803,59,0.3810592563,5.947917732,-24.77782057,12.71535928,-0.04325381205,2.747684224,-0.01429879915,7.923948162,-26.3017335,-5.789057466,0.1855369267,45.740131,-0.0148481713,10.45011652,-23.03699533,14.98751362,0.09981377815,3.260964919,-0.0159562245,10.87195236,-33.49038026,-6.063137489,0.2164970572,45.78743064,-0.01650559672
peak,2,95,0.7241369004,72,0.4217585721,-0.7400280739,-25.67725372,11.70834289,-0.02684206072,2.604674338,-0.0151142194,2.328496762,-24.58368038,-5.839084849,0.1746586176,45.74543559,-0.01566359155,9.434806675,-24.35256877,12.97401588,0.120211228,3.058083693,-0.02065997366,8.11988188,-28.63671391,-6.640603363,0.1019449466,45.8234524,-0.02120934589
q3,2,113,0.5582516073,84,0.5208645131,-7.847334665,-25.3853313,12.75034274,-0.003658848134,2.75937988,-0.01366411375,-4.602947302,-27.39008121,-6.274711615,0.09924102038,45.80510122,-0.0142134859,6.920863053,-24.86901745,12.0943489,0.05064086872,2.852372961,-0.01552744916,5.890744553,-24.14476285,-5.925965436,0.09852448304,45.77872097,-0.01607682138
Tail,2,145,0.3252883603,149,0.3252883603,-13.25791646,-21.86013343,18.22051603,-0.0005722449148,3.557627096,0.0005460746409,-13.37256037,-38.87446163,-6.945499278,0.0002132929475,45.91246209,-3.297511983e-06,-13.25791646,-21.86013343,18.22051603,-0.0005722449148,3.557627096,0.0005460746409,-13.37256037,-38.87446163,-6.945499278,0.0002132929475,45.91246209,-3.297511983e-06
Head,3,61,0.3818930674,61,0.3818930674,10.3298833,-23.26702329,14.51867312,0.1134089313,3.220887426,-0.01793899632,10.56047013,-32.6399374,-6.077706053,0.2217096139,45.78272367,-0.01848836854,10.3298833,-23.26702329,14.51867312,0.1134089313,3.220887426,-0.01793899632,10.56047013,-32.6399374,-6.077706053,0.2217096139,45.78272367,-0.01848836854
q1,3,88,0.571604823,94,0.4503618639,5.757795721,-24.88813375,12.04124746,0.0283016474,2.812678209,-0.01352109973,4.988702225,-23.325459,-5.657769092,0.1092258414,45.76201065,-0.01407047194,7.586662852,-17.16364961,16.07739802,0.0410967085,3.333949943,-0.02442247391,9.354121648,-18.29007233,-2.809640943,0.2919809218,45.58838295,-0.02497184611
peak,3,112,0.741951885,147,0.4530488992,-2.637034277,-23.8806477,14.11327073,-0.02552778344,2.995151146,-0.004730288299,-2.572746422,-27.25808845,-5.602984599,0.09087482576,45.78353375,-0.005279660476,-6.994514584,-15.04024229,17.69581526,0.03298329313,3.478320059,-0.02267636375,-12.05702795,-17.43181818,-2.607574983,-0.125620452,45.66305976,-0.02322573594
q3,3,129,0.5744734925,172,0.4313964831,-8.539156301,-22.70897045,16.53906786,-0.01498238435,3.318757727,-0.001309207963,-8.431351633,-34.05492212,-6.365328747,0.03819376091,45.858116,-0.001858580124,-10.56247636,-18.99766995,17.65163147,0.01005587264,3.471800546,-0.01481407623,-12.82580022,-28.2810164,-4.984372639,-0.05433620695,45.79186759,-0.0153634484
Tail,3,148,0.3325564451,195,0.3325564451,-13.11210705,-21.87358339,18.19972608,-0.0005915024132,3.554601641,0.0004967508147,-13.21325267,-38.82771735,-6.942309994,0.000494145283,45.91206295,-5.262133828e-05,-13.11210705,-21.87358339,18.19972608,-0.0005915024132,3.554601641,0.0004967508147,-13.21325267,-38.82771735,-6.942309994,0.000494145283,45.91206295,-5.262133828e-05
Head,4,79,0.4002571697,79,0.4002571697,9.499344162,-21.05386458,14.5604464,0.09729750017,3.214879742,-0.02312281698,10.47532064,-25.53670989,-4.74551979,0.2726174538,45.69364349,-0.0236721892,9.499344162,-21.05386458,14.5604464,0.09729750017,3.214879742,-0.02312281698,10.47532064,-25.53670989,-4.74551979,0.2726174538,45.69364349,-0.0236721892
q1,4,105,0.6812045189,118,0.4023595862,5.048685248,-15.10855235,16.93903006,0.01972976698,3.405942496,-0.02469953708,5.945414011,-14.86785232,-1.896335592,0.2335302569,45.55208102,-0.02524890927,5.826734857,-16.72288964,15.05851861,0.04406476208,3.240592446,-0.03218803699,6.736191878,-8.661093075,0.89115981,0.2072765867,45.40015733,-0.0327374092
peak,4,121,0.9395104029,149,0.4020668425,0.2726761531,-13.7751277,17.591625,0.01863237464,3.466030239,-0.02447682164,-1.582846261,-13.21877,-1.500406489,0.07633132935,45.56204471,-0.02502619384,-2.547703963,-15.35445127,15.44155992,0.03073299091,3.285314029,-0.03199980697,-2.3974483,-1.174951759,4.567147354,0.02526952604,45.21983144,-0.03254917916
q3,4,137,0.670346127,185,0.4061986342,-4.557977084,-14.11747875,17.74612709,0.03037694075,3.483669973,-0.02356696172,-9.016626411,-14.93606946,-1.978915808,-0.07665839787,45.61831126,-0.02411633391,-9.281657129,-17.37254978,16.601388,0.02352336664,3.35261009,-0.02256847256,-9.12826043,-15.08573291,-1.187589049,-0.005026601494,45.5593764,-0.02311784473
