round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,150,50,-1,-1,100,0.3780270625,192.576998,999.2098243,986.5320204,820.7493337,1152.314707,0.09879025589,0.0314417125
2,83,50,-1,-1,100,0.3697888468,113.147234,382.5893953,378.9704402,369.8001093,388.140771,0.03089520539,0.01809144796
