Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2725744514,43,0.2725744514,-12.51464228,-15.02698175,9.745189273,-1.741218739e-06,5.399528302,5.087865181e-08,-12.66813338,-23.43596069,-6.999491627,-5.4852897e-05,29.69090502,-0.0006982349972,-12.51464228,-15.02698175,9.745189273,-1.741218739e-06,5.399528302,5.087865181e-08,-12.66813338,-23.43596069,-6.999491627,-5.4852897e-05,29.69090502,-0.0006982349972
q1,1,53,0.6557207081,76,0.3514139441,-5.488433274,-15.02698845,9.745189273,-1.741218739e-06,5.399524237,5.087865181e-08,-5.5598228,-23.43596394,-6.999491627,-5.08383826e-05,29.69090908,-0.0006917314886,-9.135498895,-7.431672922,6.320505848,-0.0003571897974,4.830207719,-0.01153490354,-7.605124163,-12.2938426,-1.810747159,-0.04666803892,30.05257227,-0.01222735616
peak,1,61,0.9272335802,121,0.3780270625,0.3689072061,-15.02699403,9.745189273,-1.741218739e-06,5.399520848,5.087865181e-08,0.3659609691,-23.43596665,-6.999491627,-4.749171619e-05,29.69091247,-0.0006863098929,0.04900176942,4.990503259,4.515811575,-0.01516705266,4.258878239,-0.01503034429,-0.109990739,0.4986407332,3.795230256,-0.0121025069,30.62303593,-0.01571716472
q3,1,68,0.6559108231,166,0.3503974188,5.490562667,-15.02699892,9.745189273,-1.741218739e-06,5.399517885,5.087865181e-08,5.547463206,-23.43596902,-6.999491627,-4.456539282e-05,29.69091544,-0.0006815692524,9.096042752,-7.585169922,6.157844223,-0.02270867185,4.82644204,-0.01153490354,7.290691888,-12.18038396,-1.737886882,0.02878825836,30.04679317,-0.01221622975
Tail,1,77,0.2645914452,198,0.2645914452,11.83917498,-15.02700497,9.745189273,-1.741218739e-06,5.399514213,5.087865181e-08,11.97025935,-23.43597196,-6.999491627,-4.093803196e-05,29.69091911,-0.000675692932,11.83917498,-15.02700497,9.745189273,-1.741218739e-06,5.399514213,5.087865181e-08,11.97025935,-23.43597196,-6.999491627,-4.093803196e-05,29.69091911,-0.000675692932
Head,2,65,0.3526190852,65,0.3526190852,-9.525536108,-11.22192268,7.767863155,0.0002745159166,5.089667108,-0.006821978741,-8.596990912,-17.47961258,-4.201514514,-0.02920095221,29.87354792,-0.007515778912,-9.525536108,-11.22192268,7.767863155,0.0002745159166,5.089667108,-0.006821978741,-8.596990912,-17.47961258,-4.201514514,-0.02920095221,29.87354792,-0.007515778912
q1,2,82,0.4012781306,80,0.3478672367,-8.589582787,-5.121948287,5.712227548,-0.001235540071,4.697884347,-0.01331488675,-6.925434587,-9.52540836,-0.5615547911,-0.05118648184,30.16014448,-0.01400661803,-7.398561149,-11.10833226,4.199147587,-0.00921010979,4.900346518,-0.01964461903,-5.381175524,-13.0981464,-1.859328098,-0.05503894736,29.86667588,-0.02033504882
peak,2,94,0.4565502492,95,0.3697888468,-6.679506345,-0.5919080983,4.949498939,-0.004140517821,4.479014444,-0.01507699132,-5.181417306,-4.711326593,1.561995024,-0.04899584644,30.36873547,-0.01576724384,-3.034315563,-11.11118239,1.673894533,-0.00958710642,4.783264579,-0.02286617902,-0.8685517153,-10.67935714,-0.5639322577,-0.04818491017,29.83245174,-0.02355284797
q3,2,111,0.4035074624,119,0.355073012,-2.673373637,4.101527799,4.56614724,-0.01047344303,4.291331134,-0.01520070374,-2.097821838,-0.3050947625,3.45358229,-0.02855815629,30.58261368,-0.01588880486,5.564152534,-12.63185662,3.841380231,-0.01193291349,4.974299085,-0.01692449533,5.582018171,-13.81089884,-2.067714084,-0.01026861623,29.8069682,-0.01760632833
Tail,2,199,0.2629991101,152,0.2629991101,12.51677167,-15.02700562,9.745189273,-1.741218739e-06,5.399513821,5.087865181e-08,12.65577378,-23.43597227,-6.999491627,-4.055087843e-05,29.6909195,-0.0006750657438,12.51677167,-15.02700562,9.745189273,-1.741218739e-06,5.399513821,5.087865181e-08,12.65577378,-23.43597227,-6.999491627,-4.055087843e-05,29.6909195,-0.0006750657438
