round,iter,L,f,f_a,f_b,penalty,maxD,G_norm,d_norm,alpha,r_stat,r_prim,r_comp,r_dual,lam_neg,kkt,lam_max,lam_min,S_max,S_min
1,1,-4608.850513,191.4511917,192.9291226,189.9732607,-4800.301705,0.9625805119,1395.471378,1395.471378,0.01669231715,55.23190864,8.16091303,1.072492168,0,0,55.84187025,29.98998461,29.97391482,-0.001539029086,-0.001539029086
1,2,-5053.93965,471.0758768,667.2253196,274.926434,-5525.015527,0.9850643028,54.04474216,54.0814686,0.2829719432,53.38195103,8.629375143,0.6185227506,0,0,54.07847429,30.10291806,29.81405638,-0.0008835664027,-0.0008975632586
1,3,-5052.726007,470.7979601,666.7217913,274.8741289,-5523.523967,0.9858157811,27.98167848,31.50698263,-0.001551943946,26.58905665,8.628657265,0.6769122349,0,0,27.96229372,30.10213125,29.81503117,-0.0009670870406,-0.0009815663798
1,4,-5054.114233,470.6892766,666.5698807,274.8086725,-5524.80351,0.9850195045,27.90228194,57.55270815,0.0008913802825,26.50001454,8.62907742,0.6072826035,0,0,27.87616437,30.10293715,29.8140483,-0.0008674890405,-0.0008814181928
1,5,-5062.968614,469.1974448,664.2574066,274.1374831,-5532.166059,0.982521659,27.96879401,85.20084054,0.003739666259,26.57663057,8.63062391,0.177141312,0,0,27.94344898,30.10783022,29.80812278,-0.0002523294825,-0.0002627077117
1,6,-5069.104841,467.9875789,662.3766334,273.5985243,-5537.09242,0.9816675458,28.36593348,115.7222311,0.00187348247,27.01875269,8.631159828,0.06453816641,0,0,28.36395745,30.11110103,29.80392006,9.313070653e-05,8.545806206e-05
1,7,-5068.190338,468.1846296,662.6838949,273.6853642,-5536.374968,0.9818240064,28.64876863,146.5190615,-0.0002190186811,27.31736377,8.631113902,0.03657613707,0,0,28.64848736,30.11062339,29.80460458,5.316381662e-05,4.50558487e-05
1,8,-5072.402507,467.223224,661.181452,273.264996,-5539.625731,0.9810212206,28.60660329,174.5795382,0.0008432113178,27.27336197,8.631223133,0.1420797765,0,0,28.60689554,30.11279417,29.80150074,0.0002038821886,0.0001978802217
1,9,-5072.90506,467.1059862,660.9985667,273.2134057,-5540.011046,0.9809106055,28.79953026,205.6577911,8.500784294e-05,27.47424583,8.631224879,0.1521353844,0,0,28.79853073,30.11304998,29.80113595,0.0002182386058,0.0002124930052
1,10,-5436.059622,551.1081685,864.3091274,237.9072096,-5987.16779,0.325574267,28.82258879,234.7461481,0.06745477073,27.49819996,8.625505114,7.575029439,0,0,29.79817797,30.3433461,29.47344338,0.01097215136,0.01074187943
1,11,-5437.674277,568.4621694,900.333658,236.5906808,-6006.136446,0.2946484347,32.30026191,296.4849965,0.003328915265,27.19160343,8.642832138,6.510983197,0,0,29.2655898,30.35895053,29.45408739,0.00948371914,0.0092240279
1,12,-5439.296505,587.2965801,939.2678526,235.3253077,-6026.593085,0.2961047754,33.27861491,316.2738546,0.003342197704,29.38019834,8.663000931,4.057312645,0,0,30.89830781,30.37691726,29.43449587,0.006033020868,0.00573456243
