round,inner_step,G_norm,d_norm,alpha
1,1,9.996051619,9.996051619,1.219191757
1,2,12.0732069,18.91977804,0.4195247322
1,3,6.84234862,9.148883103,0.5582194833
1,4,5.172911595,7.368484958,0.3196483033
1,5,3.666937801,5.222524255,0.8301426195
1,6,4.978286059,10.83745799,0.4120012384
1,7,2.118344149,2.883470961,0.4478466171
1,8,1.49875309,2.067452643,0.4186191922
1,9,1.019458734,1.387200854,0.9906090029
1,10,1.61464313,3.839195605,0.4013154236
1,11,0.8585447056,1.389571439,0.3472717856
1,12,0.5454383902,0.5454383902,0.5105705642
1,13,0.4871703235,0.6561098479,0.3748928485
1,14,1.724929583,1.724929583,1.418418766
1,15,2.191664167,3.547055243,0.2606363408
1,16,0.8741396024,1.044703888,0.2598427295
1,17,0.4440351918,0.5249230635,0.8682446992
1,18,0.2297791331,0.2772293052,0.7041038195
1,19,2.109700078,2.109700078,1.475626863
1,20,2.517241189,3.919710318,0.2174347689
1,21,1.02992686,1.225955901,0.4750583486
1,22,0.7874853775,1.076713102,0.5224783459
1,23,0.4605348241,0.5993727098,0.62984957
1,24,0.6316778077,1.289787357,0.3599916713
1,25,0.1337335275,0.1420362408,0.6671729982
1,26,0.1500052341,0.2340713674,0.2234279927
1,27,0.040414188,0.04595317759,0.7788680008
1,28,0.2377947671,0.2377947671,0.8713643168
1,29,0.2905429404,0.4670976566,0.2465568246
1,30,0.1157944228,0.1436882966,1.291441413
1,31,0.1423241446,0.2531301647,0.4019989702
1,32,0.07687895704,0.1059442583,0.6243627562
1,33,0.6298567708,0.6298567708,0.7852232162
1,34,0.476311877,0.6016694673,0.304551449
1,35,0.2544772014,0.3061412183,0.4009332031
1,36,0.2291042574,0.3181125977,0.5425908998
1,37,0.1040128335,0.1095119103,1.11806333
1,38,0.1143502625,0.1846715887,0.2445837777
1,39,0.05676923861,0.08072377584,0.9740132446
1,40,0.6356319273,0.6356319273,0.5466176605
1,41,0.4057211066,0.4861768515,0.3928174953
1,42,0.1411738937,0.1521962614,0.5392549807
1,43,0.16491976,0.2406124069,0.3618671704
1,44,0.09657110278,0.1053475329,0.7297254011
1,45,0.8225004828,0.8225004828,0.430187916
1,46,0.3532758564,0.3887083978,0.2307716585
1,47,0.1437356194,0.1582856995,0.3981228606
1,48,0.1232602877,0.150616689,0.6820119896
1,49,0.08714232792,0.09520380454,0.698854247
1,50,0.7933970052,0.7933970052,0.3369946621
1,51,0.3484473669,0.3854383356,0.2854815146
1,52,0.1655445809,0.1852604613,0.2642502694
1,53,0.08153749576,0.08630149435,0.7562993179
