Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,41,0.2613218884,41,0.2613218884,-14.30258924,-21.77313691,21.21717011,-0.0001422992163,0.5560282808,0.0001218851659,-14.00289569,-23.19372674,-6.099015362,-0.000267101653,29.29236356,0.0003051261801,-14.30258924,-21.77313691,21.21717011,-0.0001422992163,0.5560282808,0.0001218851659,-14.00289569,-23.19372674,-6.099015362,-0.000267101653,29.29236356,0.0003051261801
q1,1,52,0.6447247932,54,0.3501344935,-6.586091945,-21.77312358,21.21715444,-0.0001446757864,0.5560198282,0.0001276627171,-6.281559375,-23.19363157,-6.098960964,-0.0002666165514,29.29227951,0.0002933216596,-12.33040678,-21.33546657,20.15791751,-0.009926100731,0.4637316061,-0.01140786828,-8.524541697,-20.7767677,-5.348333665,-0.04424117098,29.21564476,-0.01124045468
peak,1,61,0.9668824321,67,0.3553335927,0.06250102198,-21.7731121,21.21714094,-0.0001467234572,0.5560125454,0.0001326406993,0.3712029297,-23.19354956,-6.098914094,-0.0002661985842,29.2922071,0.0002831507945,-12.01127843,-20.74111671,18.79114902,-0.01140136809,0.3499625956,-0.01489828103,-3.697017136,-17.64342047,-4.357201314,-0.08968250483,29.12722017,-0.01474616843
q3,1,69,0.6741009782,118,0.3542795235,5.967758109,-21.7731019,21.21712896,-0.0001485421914,0.5560060768,0.0001370621258,6.280163209,-23.19347673,-6.098872465,-0.0002658273471,29.29214278,0.0002741170677,10.41290914,-20.84775019,19.31283475,-0.01389234106,0.3865978749,-0.01139797029,8.02557205,-18.9399327,-4.735999738,0.01832464124,29.16639571,-0.01126067796
Tail,1,78,0.2820352602,133,0.2820352602,12.33669892,-21.7730909,21.21711603,-0.0001505037334,0.5559991003,0.0001418307249,12.65309799,-23.19339818,-6.098827566,-0.0002654269604,29.29207341,0.0002643740081,12.33669892,-21.7730909,21.21711603,-0.0001505037334,0.5559991003,0.0001418307249,12.65309799,-23.19339818,-6.098827566,-0.0002654269604,29.29207341,0.0002643740081
Head,2,62,0.3446773301,62,0.3446773301,-12.34271148,-20.96330102,19.28868696,-0.01159828526,0.3911877772,-0.01453667482,-5.396984988,-18.7820881,-4.719650295,-0.07671660893,29.15845886,-0.01437943321,-12.34271148,-20.96330102,19.28868696,-0.01159828526,0.3911877772,-0.01453667482,-5.396984988,-18.7820881,-4.719650295,-0.07671660893,29.15845886,-0.01437943321
q1,2,78,0.523210388,75,0.3504987802,-8.692079808,-20.2877795,17.84724958,-0.01387089522,0.2687628301,-0.0168704618,-0.5375885986,-15.51661104,-3.673612971,-0.0883930072,29.06786245,-0.01672479449,-11.41357142,-19.46128653,17.45738574,-0.02351835533,0.2727946052,-0.02605010423,-2.559526112,-13.97280165,-2.992846789,-0.1021581128,29.00254762,-0.02589981604
peak,2,92,0.7060672921,88,0.3574582468,-1.210933288,-19.97792355,17.31037536,-0.01970858779,0.2178161076,-0.019898311,2.388943525,-14.36078644,-3.290968835,-0.04555173329,29.03409916,-0.01975380212,-9.909729506,-17.69741311,15.71592017,-0.02712493864,0.162134823,-0.02881742637,0.2747130638,-9.236498148,-1.28823612,-0.1054212392,28.85925832,-0.02867270535
q3,2,106,0.5324047596,129,0.3575696254,6.474240521,-20.15504003,17.81316896,-0.02145507192,0.2565982567,-0.01899172791,5.085147077,-15.5522799,-3.658099039,0.003625721125,29.06755271,-0.01884798095,8.714051258,-17.98166029,17.11183968,-0.02481903468,0.2308591885,-0.02276048312,7.426216897,-12.29439055,-2.508479916,0.006509071629,28.96298631,-0.02262126562
Tail,2,123,0.3418189514,151,0.3418189514,10.8858911,-21.26055689,20.16784062,-0.007970414739,0.4624018511,-0.006334166432,9.479523559,-20.85253693,-5.348257838,0.01215430652,29.22281484,-0.006201811295,10.8858911,-21.26055689,20.16784062,-0.007970414739,0.4624018511,-0.006334166432,9.479523559,-20.85253693,-5.348257838,0.01215430652,29.22281484,-0.006201811295
