Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2946127805,44,0.2946127805,-12.01759142,-15.08806126,10.20013986,-0.0001373749966,4.887884537,0.0001099141608,-11.71552372,-23.1561859,-6.562843465,-0.0002341983322,29.71908189,5.492677794e-05,-12.01759142,-15.08806126,10.20013986,-0.0001373749966,4.887884537,0.0001099141608,-11.71552372,-23.1561859,-6.562843465,-0.0002341983322,29.71908189,5.492677794e-05
q1,1,53,0.6608394466,63,0.3507832928,-5.532141986,-15.08806126,10.20013986,-0.0001373749966,4.887884537,0.0001099141608,-5.226153673,-23.1561859,-6.562839752,-0.0002341983322,29.71908189,5.492677794e-05,-9.1930786,-14.04724036,6.146407356,0.009605165497,4.825739174,-0.01142504025,-6.080253247,-18.11470213,-4.472964847,-0.01799114125,29.51336043,-0.01148002763
peak,1,60,0.9249871183,102,0.3530185885,-0.3091228596,-15.08806126,10.20013986,-0.0001373749966,4.887884537,0.0001099141608,2.289444013e-05,-23.1561859,-6.562836761,-0.0002341983322,29.71908189,5.492677794e-05,7.440192936,-14.77949844,4.526907095,-0.02929703701,4.965212419,-0.01492048098,3.010324917,-15.49512171,-3.061453514,0.05721340397,29.38751528,-0.01497546836
q3,1,68,0.6383748337,117,0.3496704455,5.651713563,-15.08806126,10.20013986,-0.0001373749966,4.887884537,0.0001099141608,5.964462787,-23.1561859,-6.562833348,-0.0002341983322,29.71908189,5.492677794e-05,9.451421958,-15.11872852,7.543304181,-0.01797305282,4.915750883,-0.01142504025,7.433818418,-19.6581411,-4.964446177,0.02631052696,29.56203699,-0.01148002763
Tail,1,76,0.2605845271,131,0.2605845271,11.3993457,-15.08806126,10.20013986,-0.0001373749966,4.887884537,0.0001099141608,11.71556951,-23.1561859,-6.562830057,-0.0002341983322,29.71908189,5.492677794e-05,11.3993457,-15.08806126,10.20013986,-0.0001373749966,4.887884537,0.0001099141608,11.71556951,-23.1561859,-6.562830057,-0.0002341983322,29.71908189,5.492677794e-05
Head,2,59,0.3457487411,59,0.3457487411,-9.784104205,-14.29676641,7.255443136,0.008334890778,4.836532518,-0.008466423035,-7.131615546,-19.51890983,-5.066930828,-0.0161094905,29.57115296,-0.008521410419,-9.784104205,-14.29676641,7.255443136,0.008334890778,4.836532518,-0.008466423035,-7.131615546,-19.51890983,-5.066930828,-0.0161094905,29.57115296,-0.008521410419
q1,2,72,0.4063501323,73,0.3499731639,-6.322987366,-13.80515949,4.311552059,0.004977057407,4.837509498,-0.01542955222,-3.925987771,-15.67315743,-3.3844266,-0.006857660241,29.41049183,-0.0154845396,-7.660318272,-12.56315477,3.233142676,0.0009133182811,4.554994494,-0.02303171044,-4.421011969,-15.9559028,-3.71304165,-0.01704705979,29.43925126,-0.02308669782
peak,2,84,0.4636118375,87,0.3586118618,-0.4667146292,-14.02222739,3.331974356,-0.01084213922,4.899607783,-0.01635846413,-1.292942011,-14.15296926,-2.605158952,0.02632830349,29.34148844,-0.01641345151,-3.793743414,-11.1229806,-0.3772862677,-0.007583824186,4.266012674,-0.0283776453,-1.504652666,-13.17725048,-2.648782803,-0.001821108306,29.34704845,-0.02843263269
q3,2,95,0.4046115017,107,0.3521669479,4.929913391,-14.48443022,3.722586413,-0.0250542828,4.954305129,-0.01532676502,1.213530691,-14.46470244,-2.636712037,0.05279059115,29.34800066,-0.0153817524,4.995974157,-12.35112784,1.399447242,-0.03739465467,4.542598074,-0.02582933452,1.795441204,-13.80173485,-2.695738208,0.02964628047,29.34950092,-0.02588432191
Tail,2,107,0.3423471129,122,0.3423471129,8.507798251,-14.94469702,5.32998999,-0.02856250068,4.955494445,-0.01493179459,4.418308906,-16.60358303,-3.558616431,0.05154541657,29.43219605,-0.01498678198,8.507798251,-14.94469702,5.32998999,-0.02856250068,4.955494445,-0.01493179459,4.418308906,-16.60358303,-3.558616431,0.05154541657,29.43219605,-0.01498678198
