Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2921483588,44,0.2921483588,-12.01754526,-15.47273254,9.745452881,0,5.399993896,0,-11.71555556,-23.43636322,-7,0,29.69091034,0,-12.01754526,-15.47273254,9.745452881,0,5.399993896,0,-11.71555556,-23.43636322,-7,0,29.69091034,0
q1,1,52,0.609554221,63,0.3526453131,-6.269919483,-15.47273254,9.745452881,0,5.399993896,0,-5.964444444,-23.43636322,-7,0,29.69091034,0,-9.305309357,-14.41546543,5.772428345,0.01744183565,5.340524466,-0.01153495441,-5.895048998,-18.55213956,-4.980153476,-0.008924814543,29.49330431,-0.01153495441
peak,1,60,0.9131176587,102,0.356000461,-0.3090896606,-15.47273254,9.745452881,0,5.399993896,0,8.326672685e-15,-23.43636322,-7,0,29.69091034,0,7.501946616,-14.9238184,4.45399489,-0.0262527966,5.546863721,-0.01503039514,3.25908317,-15.82887488,-3.500425237,0.0660944751,29.36063606,-0.01503039514
q3,1,68,0.638086977,117,0.3493849971,5.651740162,-15.47273254,9.745452881,0,5.399993896,0,5.964444444,-23.43636322,-7,0,29.69091034,0,9.422711139,-15.39025707,7.273579204,-0.01660459595,5.458520998,-0.01153495441,7.513806846,-19.97995051,-5.410757588,0.02956031694,29.53541125,-0.01153495441
Tail,1,76,0.2741772306,130,0.2741772306,11.39936594,-15.47273254,9.745452881,0,5.399993896,0,11.71555556,-23.43636322,-7,0,29.69091034,0,11.39936594,-15.47273254,9.745452881,0,5.399993896,0,11.71555556,-23.43636322,-7,0,29.69091034,0
Head,2,59,0.3459025311,59,0.3459025311,-9.868754044,-14.67837541,6.852524295,0.01431431103,5.34825114,-0.008571787145,-6.99600167,-19.92282989,-5.55982182,-0.009332933166,29.54938007,-0.008571787145,-9.868754044,-14.67837541,6.852524295,0.01431431103,5.34825114,-0.008571787145,-6.99600167,-19.92282989,-5.55982182,-0.009332933166,29.54938007,-0.008571787145
q1,2,72,0.4086989414,73,0.349968921,-6.425907849,-14.10711941,4.00021687,0.01455977915,5.369348818,-0.01560050856,-3.649643536,-16.09285626,-3.878894836,0.005706946443,29.38966628,-0.01560050855,-7.818386637,-12.81317425,2.968168084,0.0101561609,5.122380137,-0.02313484106,-4.159765782,-16.22219753,-4.114948293,-0.008904675373,29.41002828,-0.02313484106
peak,2,84,0.466919358,87,0.3589496187,-0.4809996174,-14.21873618,3.141987472,-0.003039219402,5.463530289,-0.01651990405,-0.9941578657,-14.50070821,-3.056393923,0.04001660377,29.31654003,-0.01651990405,-3.929128207,-11.19211721,-0.4204677257,0.002058598212,4.913360539,-0.02845819472,-1.141526951,-13.23461859,-2.910383742,0.005699152979,29.30595975,-0.02845819472
q3,2,95,0.4057466486,108,0.3513468836,4.98873332,-14.62193892,3.625683618,-0.02042613979,5.537636103,-0.01544878006,1.482859646,-14.77389134,-3.063797828,0.06437492957,29.32035003,-0.01544878006,5.161722615,-12.43177793,1.472430511,-0.03181227915,5.1702835,-0.02586303559,2.42382015,-14.00111079,-3.074240136,0.03842897334,29.31473796,-0.02586303559
Tail,2,109,0.3432856189,124,0.3432856189,8.785162025,-15.18353167,5.570751189,-0.02516871033,5.516052359,-0.01489215312,5.171872965,-17.46604111,-4.244726074,0.05366767043,29.42744864,-0.01489215312,8.785162025,-15.18353167,5.570751189,-0.02516871033,5.516052359,-0.01489215312,5.171872965,-17.46604111,-4.244726074,0.05366767043,29.42744864,-0.01489215312
