Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,-29.67340313,-21.82897889,18.26487009,-0.0006799101079,3.563963875,0.0006592305714,-30.00733565,-38.96394652,-6.948851541,-0.0002341983322,45.91296388,-5.493650331e-05
1,-29.66130971,-21.82897891,18.26487011,-0.0006799101079,3.563963889,0.0006592417651,-29.99510623,-38.96394663,-6.948851576,-0.0002341983322,45.91296396,-5.492530961e-05
2,-29.62529743,-21.82897898,18.26487018,-0.0006799101079,3.563963931,0.0006592750981,-29.95868899,-38.96394697,-6.948851681,-0.0002341983322,45.91296421,-5.489197657e-05
3,-29.5657683,-21.82897909,18.2648703,-0.0006799101079,3.563963999,0.0006593301984,-29.89849044,-38.96394752,-6.948851853,-0.0002341983322,45.91296463,-5.483687628e-05
4,-29.48312431,-21.82897925,18.26487046,-0.0006799101079,3.563964095,0.0006594066938,-29.81491711,-38.96394828,-6.948852092,-0.0002341983322,45.9129652,-5.476038082e-05
5,-29.37776746,-21.82897945,18.26487067,-0.0006799101079,3.563964217,0.0006595042124,-29.7083755,-38.96394926,-6.948852397,-0.0002341983322,45.91296593,-5.46628623e-05
6,-29.25009975,-21.82897969,18.26487092,-0.0006799101079,3.563964365,0.0006596223819,-29.57927214,-38.96395044,-6.948852766,-0.0002341983322,45.91296682,-5.45446928e-05
7,-29.10052318,-21.82897998,18.26487122,-0.0006799101079,3.563964538,0.0006597608303,-29.42801355,-38.96395182,-6.948853199,-0.0002341983322,45.91296786,-5.440624441e-05
8,-28.92943973,-21.82898031,18.26487156,-0.0006799101079,3.563964736,0.0006599191855,-29.25500624,-38.96395341,-6.948853693,-0.0002341983322,45.91296904,-5.424788921e-05
9,-28.73725142,-21.82898067,18.26487193,-0.0006799101079,3.563964958,0.0006600970754,-29.06065674,-38.96395519,-6.948854249,-0.0002341983322,45.91297038,-5.40699993e-05
10,-28.52436024,-21.82898108,18.26487235,-0.0006799101079,3.563965204,0.0006602941279,-28.84537156,-38.96395716,-6.948854865,-0.0002341983322,45.91297186,-5.387294677e-05
11,-28.29116818,-21.82898152,18.26487282,-0.0006799101079,3.563965474,0.000660509971,-28.60955721,-38.96395932,-6.94885554,-0.0002341983322,45.91297348,-5.365710371e-05
12,-28.03807724,-21.82898201,18.26487332,-0.0006799101079,3.563965767,0.0006607442325,-28.35362022,-38.96396166,-6.948856272,-0.0002341983322,45.91297523,-5.342284221e-05
13,-27.76548943,-21.82898253,18.26487385,-0.0006799101079,3.563966082,0.0006609965403,-28.07796711,-38.96396418,-6.94885706,-0.0002341983322,45.91297712,-5.317053435e-05
14,-27.47380673,-21.82898308,18.26487443,-0.0006799101079,3.56396642,0.0006612665224,-27.78300438,-38.96396688,-6.948857904,-0.0002341983322,45.91297915,-5.290055223e-05
15,-27.16343115,-21.82898367,18.26487504,-0.0006799101079,3.563966779,0.0006615538067,-27.46913857,-38.96396975,-6.948858802,-0.0002341983322,45.9129813,-5.261326794e-05
16,-26.83476468,-21.8289843,18.26487569,-0.0006799101079,3.563967159,0.0006618580211,-27.13677619,-38.9639728,-6.948859752,-0.0002341983322,45.91298359,-5.230905356e-05
17,-26.48820933,-21.82898496,18.26487638,-0.0006799101079,3.56396756,0.0006621787935,-26.78632375,-38.963976,-6.948860755,-0.0002341983322,45.91298599,-5.198828119e-05
18,-26.12416708,-21.82898566,18.26487709,-0.0006799101079,3.563967981,0.0006625157518,-26.41818778,-38.96397937,-6.948861808,-0.0002341983322,45.91298852,-5.165132291e-05
19,-25.74303993,-21.82898638,18.26487785,-0.0006799101079,3.563968422,0.0006628685239,-26.03277479,-38.9639829,-6.94886291,-0.0002341983322,45.91299116,-5.129855082e-05
20,-25.34522989,-21.82898714,18.26487863,-0.0006799101079,3.563968883,0.0006632367377,-25.63049131,-38.96398658,-6.948864061,-0.0002341983322,45.91299393,-5.093033701e-05
