round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,252,7,7,-1,20480,0.3555613145,56.715867,329.8819022,326.4429472,370.8511726,282.0347217,0.09112187831,0.09112187831
2,266,8,8,-1,20480,0.3583999946,57.902542,134.7198878,131.7651591,187.6147373,75.91558079,0.09765556188,0.09765556188
