Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,29.67436939,-15.02702198,9.745189273,-1.741218739e-06,5.399503895,5.087865181e-08,30.01385881,-23.43598021,-6.999491627,-3.074766548e-05,29.69092943,-0.0006591845502
1,29.66227604,-15.02702197,9.745189276,-1.741218739e-06,5.399503909,5.087865181e-08,30.00162434,-23.43598021,-6.999491634,-3.075457518e-05,29.69092942,-0.0006591845502
2,29.62626397,-15.02702194,9.745189287,-1.741218739e-06,5.399503951,5.087865181e-08,29.96519205,-23.43598021,-6.999491655,-3.077515115e-05,29.6909294,-0.0006591845502
3,29.5667352,-15.02702191,9.745189303,-1.741218739e-06,5.39950402,5.087865181e-08,29.90496864,-23.43598021,-6.999491689,-3.08091637e-05,29.69092936,-0.0006591845502
4,29.4840917,-15.02702185,9.745189327,-1.741218739e-06,5.399504115,5.087865181e-08,29.82136079,-23.43598021,-6.999491737,-3.085638314e-05,29.69092932,-0.0006591845502
5,29.37873548,-15.02702179,9.745189356,-1.741218739e-06,5.399504237,5.087865181e-08,29.71477518,-23.43598021,-6.999491798,-3.091657981e-05,29.69092925,-0.0006591845502
6,29.25106852,-15.02702171,9.745189392,-1.741218739e-06,5.399504385,5.087865181e-08,29.5856185,-23.43598021,-6.999491872,-3.098952399e-05,29.69092918,-0.0006591845502
7,29.10149284,-15.02702161,9.745189435,-1.741218739e-06,5.399504558,5.087865181e-08,29.43429743,-23.43598021,-6.999491958,-3.107498603e-05,29.69092909,-0.0006591845502
8,28.93041041,-15.0270215,9.745189483,-1.741218739e-06,5.399504756,5.087865181e-08,29.26121867,-23.43598021,-6.999492057,-3.117273622e-05,29.690929,-0.0006591845502
9,28.73822324,-15.02702138,9.745189537,-1.741218739e-06,5.399504978,5.087865181e-08,29.06678889,-23.43598021,-6.999492169,-3.128254488e-05,29.69092888,-0.0006591845502
10,28.52533332,-15.02702124,9.745189597,-1.741218739e-06,5.399505225,5.087865181e-08,28.85141478,-23.43598021,-6.999492292,-3.140418233e-05,29.69092876,-0.0006591845502
11,28.29214265,-15.0270211,9.745189663,-1.741218739e-06,5.399505494,5.087865181e-08,28.61550304,-23.43598021,-6.999492427,-3.153741889e-05,29.69092863,-0.0006591845502
12,28.03905321,-15.02702094,9.745189734,-1.741218739e-06,5.399505787,5.087865181e-08,28.35946034,-23.43598021,-6.999492573,-3.168202486e-05,29.69092848,-0.0006591845502
13,27.76646702,-15.02702076,9.745189811,-1.741218739e-06,5.399506103,5.087865181e-08,28.08369337,-23.43598021,-6.999492731,-3.183777056e-05,29.69092832,-0.0006591845502
14,27.47478605,-15.02702058,9.745189893,-1.741218739e-06,5.39950644,5.087865181e-08,27.78860882,-23.43598021,-6.999492899,-3.200442631e-05,29.69092815,-0.0006591845502
15,27.16441232,-15.02702038,9.745189981,-1.741218739e-06,5.399506799,5.087865181e-08,27.47461337,-23.43598021,-6.999493079,-3.218176242e-05,29.69092797,-0.0006591845502
16,26.8357478,-15.02702017,9.745190074,-1.741218739e-06,5.399507179,5.087865181e-08,27.14211371,-23.43598021,-6.999493269,-3.236954921e-05,29.69092778,-0.0006591845502
17,26.4891945,-15.02701995,9.745190171,-1.741218739e-06,5.39950758,5.087865181e-08,26.79151653,-23.43598021,-6.99949347,-3.256755699e-05,29.69092758,-0.0006591845502
18,26.12515441,-15.02701972,9.745190274,-1.741218739e-06,5.399508002,5.087865181e-08,26.4232285,-23.43598021,-6.99949368,-3.277555607e-05,29.69092737,-0.0006591845502
19,25.74402953,-15.02701948,9.745190382,-1.741218739e-06,5.399508442,5.087865181e-08,26.03765633,-23.43598021,-6.999493901,-3.299331678e-05,29.69092715,-0.0006591845502
20,25.34622185,-15.02701922,9.745190494,-1.741218739e-06,5.399508903,5.087865181e-08,25.63520668,-23.43598021,-6.999494131,-3.322060942e-05,29.69092692,-0.0006591845502
21,24.93213337,-15.02701896,9.745190611,-1.741218739e-06,5.399509382,5.087865181e-08,25.21628626,-23.43598021,-6.99949437,-3.345720431e-05,29.69092668,-0.0006591845502
22,24.50216609,-15.02701869,9.745190732,-1.741218739e-06,5.399509879,5.087865181e-08,24.78130174,-23.43598021,-6.999494619,-3.370287176e-05,29.69092643,-0.0006591845502
23,24.05672198,-15.0270184,9.745190858,-1.741218739e-06,5.399510395,5.087865181e-08,24.33065981,-23.43598021,-6.999494877,-3.39573821e-05,29.69092618,-0.0006591845502
24,23.59620307,-15.02701811,9.745190987,-1.741218739e-06,5.399510928,5.087865181e-08,23.86476715,-23.43598021,-6.999495143,-3.422050563e-05,29.69092591,-0.0006591845502
25,23.12101133,-15.02701781,9.745191121,-1.741218739e-06,5.399511477,5.087865181e-08,23.38403046,-23.43598021,-6.999495418,-3.449201267e-05,29.69092563,-0.0006591845502
26,22.63154876,-15.0270175,9.74519126,-1.741218739e-06,5.399512044,5.087865181e-08,22.88885642,-23.43598021,-6.999495701,-3.477167354e-05,29.69092535,-0.0006591845502
27,22.12821736,-15.02701718,9.745191402,-1.741218739e-06,5.399512626,5.087865181e-08,22.37965171,-23.43598021,-6.999495992,-3.505925854e-05,29.69092506,-0.0006591845502
28,21.61141912,-15.02701685,9.745191547,-1.741218739e-06,5.399513224,5.087865181e-08,21.85682303,-23.43598021,-6.999496291,-3.5354538e-05,29.69092476,-0.0006591845502
29,21.08155605,-15.02701651,9.745191697,-1.741218739e-06,5.399513837,5.087865181e-08,21.32077705,-23.43598021,-6.999496598,-3.565728223e-05,29.69092445,-0.0006591845502
30,20.53903012,-15.02701617,9.74519185,-1.741218739e-06,5.399514465,5.087865181e-08,20.77192046,-23.43598021,-6.999496912,-3.596726154e-05,29.69092414,-0.0006591845502
