Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,41,0.2613218884,41,0.2613218884,-14.30258924,-21.77313691,21.21717011,-0.0001422992163,0.5560282808,0.0001218851659,-14.00289569,-23.19372674,-6.099015362,-0.000267101653,29.29236356,0.0003051261801,-14.30258924,-21.77313691,21.21717011,-0.0001422992163,0.5560282808,0.0001218851659,-14.00289569,-23.19372674,-6.099015362,-0.000267101653,29.29236356,0.0003051261801
q1,1,52,0.6447247932,54,0.3500550967,-6.586091945,-21.77312358,21.21715444,-0.0001446757864,0.5560198282,0.0001276627171,-6.281559375,-23.19363157,-6.098960964,-0.0002666165514,29.29227951,0.0002933216596,-12.32355573,-21.29895297,20.15398846,-0.009889803506,0.4598086345,-0.01140786828,-8.542043677,-20.69510311,-5.337969599,-0.04460948931,29.21449598,-0.01124045468
peak,1,61,0.9668824321,67,0.355433011,0.06250102198,-21.7731121,21.21714094,-0.0001467234572,0.5560125454,0.0001326406993,0.3712029297,-23.19354956,-6.098914094,-0.0002661985842,29.2922071,0.0002831507945,-11.97519028,-20.66055962,18.78718766,-0.01152102808,0.3448882747,-0.01489828103,-3.730383236,-17.45991326,-4.335075145,-0.09035330742,29.1247404,-0.01474616843
q3,1,69,0.6741009782,118,0.3543412493,5.967758109,-21.7731019,21.21712896,-0.0001485421914,0.5560060768,0.0001370621258,6.280163209,-23.19347673,-6.098872465,-0.0002658273471,29.29214278,0.0002741170677,10.38674937,-20.79292435,19.30672719,-0.01379800663,0.3810155283,-0.01139797029,8.053801756,-18.80323134,-4.71619311,0.01859125619,29.1643245,-0.01126067796
Tail,1,78,0.2820352602,133,0.2820352602,12.33669892,-21.7730909,21.21711603,-0.0001505037334,0.5559991003,0.0001418307249,12.65309799,-23.19339818,-6.098827566,-0.0002654269604,29.29207341,0.0002643740081,12.33669892,-21.7730909,21.21711603,-0.0001505037334,0.5559991003,0.0001418307249,12.65309799,-23.19339818,-6.098827566,-0.0002654269604,29.29207341,0.0002643740081
Head,2,61,0.3450850817,61,0.3450850817,-12.33564506,-20.94686544,19.38790212,-0.01166275222,0.3948578875,-0.01440881418,-5.790560141,-18.88044981,-4.777974655,-0.07391053072,29.16312917,-0.01425040655,-12.33564506,-20.94686544,19.38790212,-0.01166275222,0.3948578875,-0.01440881418,-5.790560141,-18.88044981,-4.777974655,-0.07391053072,29.16312917,-0.01425040655
q1,2,78,0.5224884165,75,0.3506770081,-8.647894111,-20.18622447,17.85517959,-0.0139930977,0.2635465114,-0.01682373661,-0.5716068172,-15.29561291,-3.651912192,-0.08878731698,29.06526866,-0.01667803556,-11.35848525,-19.41261185,17.53676311,-0.02352073008,0.2721514367,-0.02595571676,-2.774169906,-13.94907306,-3.024337262,-0.1003894751,29.00592329,-0.0258047669
peak,2,92,0.7029400327,89,0.358116086,-1.193537069,-19.86992128,17.32586948,-0.01964812858,0.2113563649,-0.01978665083,2.407648121,-14.12846573,-3.270265909,-0.04567428193,29.03157242,-0.01964218555,-9.870205804,-17.67590715,15.7884193,-0.02708821904,0.1641075953,-0.02874221339,0.1652552267,-9.107700858,-1.275196553,-0.1047073927,28.86087203,-0.02859714666
q3,2,106,0.5303192077,130,0.358012786,6.4568574,-20.06471271,17.82395679,-0.02125097523,0.2495335314,-0.01888063587,5.145210482,-15.35184906,-3.638238453,0.003720513246,29.06524435,-0.01873698759,8.668663253,-17.94172206,17.15657487,-0.02485116587,0.2323664343,-0.02271537879,7.41241444,-12.12484734,-2.47119698,0.007322506072,28.96135571,-0.02257601475
Tail,2,123,0.3422216435,152,0.3422216435,10.86813606,-21.23021953,20.16382126,-0.007918977126,0.4591886854,-0.006338967059,9.489848459,-20.7762245,-5.336891748,0.01236497171,29.22163408,-0.006206590987,10.86813606,-21.23021953,20.16382126,-0.007918977126,0.4591886854,-0.006338967059,9.489848459,-20.7762245,-5.336891748,0.01236497171,29.22163408,-0.006206590987
