Step_Original,MaxD_Original,Step_Optimized,MaxD_Optimized
0,0.1596329054,0,0.1596329054
1,0.1597231653,1,0.1597231653
2,0.1599919523,2,0.1599919523
3,0.1604362836,3,0.1604362836
4,0.1610531766,4,0.1610531766
5,0.161839632,5,0.161839632
6,0.1627926123,6,0.1627926123
7,0.1639090152,7,0.1639090152
8,0.1651856441,8,0.1651856441
9,0.1666191734,9,0.1666191734
10,0.1682061121,10,0.1682061121
11,0.1699427639,11,0.1699427639
12,0.1718251854,12,0.1718251854
13,0.1738491427,13,0.1738491427
14,0.1760100662,14,0.1760100662
15,0.1783030055,15,0.1783030055
16,0.1807225835,16,0.1807225835
17,0.1832629511,17,0.1832629511
18,0.1859177432,18,0.1859177432
19,0.1886800365,19,0.1886800365
20,0.1915423094,20,0.1915423094
21,0.1944964059,21,0.1944964059
22,0.197533503,22,0.197533503
23,0.2006440841,23,0.2006440841
24,0.2038179169,24,0.2038179169
25,0.2070440396,25,0.2070440396
26,0.2103107539,26,0.2103107539
27,0.213605627,27,0.213605627
28,0.2169155025,28,0.2169155025
29,0.2202879026,29,0.2202879026
30,0.2240056954,30,0.2240056954
31,0.2276981446,31,0.2276981446
32,0.2313471783,32,0.2313471783
33,0.2349340379,33,0.2349340379
34,0.2384393718,34,0.2384393718
35,0.2418433458,35,0.2418433458
36,0.2451257678,36,0.2451257678
37,0.2482662286,37,0.2482662286
38,0.2512442563,38,0.2512442563
39,0.2540394826,39,0.2540394826
40,0.2566318202,40,0.2566318202
41,0.259001649,41,0.259001649
42,0.2611300081,42,0.2611300081
43,0.2724946456,43,0.2724946456
44,0.2979045466,44,0.284018207
45,0.3242457941,45,0.294504572
46,0.3512833001,46,0.3039258456
47,0.378738462,47,0.3122262135
48,0.4062917649,48,0.3193255463
49,0.4507360712,49,0.3251261335
50,0.5017601771,50,0.3295218313
51,0.5536000574,51,0.3324088377
52,0.6052310956,52,0.3336972181
53,0.6555111924,53,0.3333222129
54,0.7032197187,54,0.3312543235
55,0.7605881462,55,0.3275072165
56,0.812232763,56,0.3341497417
57,0.8562376547,57,0.3413045088
58,0.8909168014,58,0.3468700391
59,0.9148891615,59,0.3508373538
60,0.9271740482,60,0.3532589558
61,0.9272608979,61,0.3542487473
62,0.9151462209,62,0.3539783601
63,0.8913338473,63,0.3526704952
64,0.8567984416,64,0.350590198
65,0.8129161292,65,0.3521239886
66,0.7613694028,66,0.3544024173
67,0.7040358269,67,0.3562295683
68,0.6561826439,68,0.3576698654
69,0.6059324087,69,0.3587822795
70,0.5543155189,70,0.3596202961
71,0.502475238,71,0.3602320035
72,0.451437793,72,0.3606602628
73,0.4020841249,73,0.3609429297
74,0.3551329019,74,0.361113108
75,0.3111343072,75,0.3611994147
76,0.270473368,76,0.361226246
77,0.264601375,77,0.3612140364
78,0.2630113308,78,0.3611795034
79,0.2611445882,79,0.3611358775
80,0.2590181968,80,0.3610931142
81,0.2566502573,81,0.3610580898
82,0.2540597258,82,0.3610347824
83,0.2512662183,83,0.3610244394
84,0.2482898189,84,0.3610257364
85,0.2451508935,85,0.3610349293
86,0.2418699128,86,0.3610460039
87,0.2384672851,87,0.361050827
88,0.2349632026,88,0.3610393025
89,0.2313775004,89,0.360999537
90,0.2277295316,90,0.3609180169
91,0.2240380567,91,0.3607798022
92,0.2203211503,92,0.3605687379
93,0.2169458205,93,0.3602676865
94,0.2136366455,94,0.359858781
95,0.2103424069,95,0.3593399938
96,0.2070762639,96,0.3587122422
97,0.2038506528,97,0.3579897024
98,0.2006772752,98,0.3571881081
99,0.1975670963,99,0.3563244115
100,0.194530352,100,0.3554164513
101,0.1915765626,101,0.3544826319
102,0.1887145547,102,0.3535416158
103,0.1859524878,103,0.3526120298
104,0.183297887,104,0.3517121861
105,0.1807576792,105,0.3508598154
106,0.1783382327,106,0.3500718093
107,0.1760454,107,0.3493639686
108,0.1757134923,108,0.34875075
109,0.1754774736,109,0.348245007
110,0.1752529369,110,0.3478577147
111,0.1750414743,111,0.347597671
112,0.1748446029,112,0.3474711643
113,0.1746637598,113,0.3474815953
114,0.1745002974,114,0.3476290437
115,0.1743554781,115,0.3479097659
116,0.1742304688,116,0.3483156133
117,0.174126336,117,0.3488333582
118,0.1740440398,118,0.3494439185
119,0.1739844283,119,0.3501214737
120,0.1739482309,120,0.350832469
121,0.1739360525,121,0.3515345109
nan,nan,122,0.3521751692
nan,nan,123,0.352690712
nan,nan,124,0.3529512469
nan,nan,125,0.3576384726
nan,nan,126,0.3622299428
nan,nan,127,0.3659610455
nan,nan,128,0.3685252736
nan,nan,129,0.3696600316
nan,nan,130,0.3691580781
nan,nan,131,0.3668764683
nan,nan,132,0.3627417882
nan,nan,133,0.3567508899
nan,nan,134,0.34896688
nan,nan,135,0.3395106867
nan,nan,136,0.3337140954
nan,nan,137,0.3291315276
nan,nan,138,0.3226477236
nan,nan,139,0.3143513355
nan,nan,140,0.3043545993
nan,nan,141,0.292783799
nan,nan,142,0.2797709576
nan,nan,143,0.2654477686
nan,nan,144,0.2644215074
nan,nan,145,0.264601375
nan,nan,146,0.2630113308
nan,nan,147,0.2611445882
nan,nan,148,0.2590181968
nan,nan,149,0.2566502573
nan,nan,150,0.2540597258
nan,nan,151,0.2512662183
nan,nan,152,0.2482898189
nan,nan,153,0.2451508935
nan,nan,154,0.2418699128
nan,nan,155,0.2384672851
nan,nan,156,0.2349632026
nan,nan,157,0.2313775004
nan,nan,158,0.2277295316
nan,nan,159,0.2240380567
nan,nan,160,0.2203211503
nan,nan,161,0.2169458205
nan,nan,162,0.2136366455
nan,nan,163,0.2103424069
nan,nan,164,0.2070762639
nan,nan,165,0.2038506528
nan,nan,166,0.2006772752
nan,nan,167,0.1975670963
nan,nan,168,0.194530352
nan,nan,169,0.1915765626
nan,nan,170,0.1887145547
nan,nan,171,0.1859524878
nan,nan,172,0.183297887
nan,nan,173,0.1807576792
nan,nan,174,0.1783382327
nan,nan,175,0.1760454
nan,nan,176,0.1757134923
nan,nan,177,0.1754774736
nan,nan,178,0.1752529369
nan,nan,179,0.1750414743
nan,nan,180,0.1748446029
nan,nan,181,0.1746637598
nan,nan,182,0.1745002974
nan,nan,183,0.1743554781
nan,nan,184,0.1742304688
nan,nan,185,0.174126336
nan,nan,186,0.1740440398
nan,nan,187,0.1739844283
nan,nan,188,0.1739482309
nan,nan,189,0.1739360525
