round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,252,7,7,-1,20480,0.3555614984,54.299319,329.830633,326.3915047,370.9099306,281.8730789,0.09095345855,0.09095345855
2,266,8,8,-1,20480,0.3584007975,56.88878,134.7209492,131.7654622,187.6212116,75.90971276,0.09705812777,0.09705812777
