Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645942472,44,0.2645942472,11.8378905,-15.02717288,9.745356676,-1.741218739e-06,5.399799189,5.087865181e-08,11.97088785,-23.43621915,-6.999810935,-4.093803196e-05,29.69089509,-0.0002746630658,11.8378905,-15.02717288,9.745356676,-1.741218739e-06,5.399799189,5.087865181e-08,11.97088785,-23.43621915,-6.999810935,-4.093803196e-05,29.69089509,-0.0002746630658
q1,1,53,0.6558921897,58,0.3494202878,5.489329083,-15.02717288,9.745356676,-1.741218739e-06,5.399806534,5.087865181e-08,5.550930708,-23.43621621,-6.999814608,-4.456539282e-05,29.69089509,-0.0002746630658,9.526011277,-15.0626543,7.245870248,-0.01632194927,5.466514484,-0.01153490353,7.435665599,-19.93266693,-5.375527956,0.0277046707,29.53153199,-0.01180961747
peak,1,60,0.9272295799,73,0.3554969228,0.3677146864,-15.02717288,9.745356676,-1.741218739e-06,5.39981246,5.087865181e-08,0.3717187933,-23.43621384,-6.999817571,-4.749171619e-05,29.69089509,-0.0002746630658,7.452632239,-14.80993995,4.335148046,-0.02552630476,5.563226967,-0.01503034426,3.002703654,-15.68377314,-3.399282345,0.06330703133,29.35012861,-0.0153050582
q3,1,68,0.6558690823,112,0.3510857531,-5.489578831,-15.02717288,9.745356676,-1.741218739e-06,5.399819237,5.087865181e-08,-5.551445667,-23.43621113,-6.999820959,-5.08383826e-05,29.69089509,-0.0002746630658,-9.15217189,-14.00164176,5.899660508,0.01376855632,5.377714538,-0.01153490353,-6.46005335,-18.48228175,-4.925818637,-0.01320767078,29.4865972,-0.01180961747
Tail,1,78,0.2725820184,132,0.2725820184,-12.5157315,-15.02717288,9.745356676,-1.741218739e-06,5.399827366,5.087865181e-08,-12.65661424,-23.43620788,-6.999825024,-5.4852897e-05,29.69089509,-0.0002746630658,-12.5157315,-15.02717288,9.745356676,-1.741218739e-06,5.399827366,5.087865181e-08,-12.65661424,-23.43620788,-6.999825024,-5.4852897e-05,29.69089509,-0.0002746630658
Head,2,67,0.346073519,67,0.346073519,8.639067061,-14.96534562,5.303370812,-0.0249695819,5.535029437,-0.01494201036,4.689149177,-17.09145987,-4.04472316,0.0536639308,29.40832931,-0.0152167243,8.639067061,-14.96534562,5.303370812,-0.0249695819,5.535029437,-0.01494201036,4.689149177,-17.09145987,-4.04472316,0.0536639308,29.40832931,-0.0152167243
q1,2,81,0.4117803049,82,0.3518859906,4.590023578,-14.49368626,3.483798521,-0.01941183467,5.557888588,-0.01553641102,0.9654627134,-14.56960925,-2.937967331,0.05922109957,29.30698623,-0.01581112496,5.022968531,-12.34970498,1.307946018,-0.03236077499,5.190818557,-0.02590355947,1.896222062,-13.84766198,-2.938434435,0.03592848016,29.30386748,-0.02617827341
peak,2,92,0.4661146844,102,0.3583679533,-0.7786690829,-14.03058102,3.244416778,-0.003947111049,5.494483177,-0.01643575594,-1.568343772,-14.5091077,-3.026245235,0.03219839212,29.31147664,-0.01671046989,-4.008573628,-11.15965794,-0.3998189384,0.0009657044089,4.918180007,-0.02847525312,-1.685947362,-13.33411755,-2.93551702,0.002515702065,29.30617902,-0.02874996706
q3,2,104,0.4049537656,116,0.3499614591,-6.532446671,-13.8054228,4.329085118,0.01115452288,5.409600479,-0.01515923855,-4.360832552,-16.28652558,-3.933650141,-0.001760662307,29.3927377,-0.01543395249,-7.725342153,-12.59490661,3.099368592,0.006924466343,5.149882663,-0.02315879591,-4.748278667,-16.26360697,-4.108792948,-0.01286991854,29.40764222,-0.02343350986
Tail,2,116,0.3382375715,130,0.3382375715,-9.865295325,-14.22742009,6.900149128,0.01170492128,5.375875448,-0.008742205917,-7.595259346,-19.80316755,-5.49232981,-0.01290288106,29.54167472,-0.009016919861,-9.865295325,-14.22742009,6.900149128,0.01170492128,5.375875448,-0.008742205917,-7.595259346,-19.80316755,-5.49232981,-0.01290288106,29.54167472,-0.009016919861
