Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2725778685,43,0.2725778685,-12.51481743,-15.02703288,9.745239494,-1.741218739e-06,5.399596966,1.593207235e-05,-12.66577492,-23.43604309,-6.999594624,-5.4852897e-05,29.69089509,-0.000588371716,-12.51481743,-15.02703288,9.745239494,-1.741218739e-06,5.399596966,1.593207235e-05,-12.66577492,-23.43604309,-6.999594624,-5.4852897e-05,29.69089509,-0.000588371716
q1,1,53,0.6557507576,76,0.3514118387,-5.4886585,-15.02703735,9.745239494,-1.741218739e-06,5.399592901,2.243558107e-05,-5.558171596,-23.43604634,-6.999594624,-5.08383826e-05,29.69089509,-0.0005818682073,-9.136135172,-7.431840979,6.320399011,-0.0003565443848,4.830283549,-0.01151318909,-7.603346253,-12.29373231,-1.810770217,-0.04667731661,30.05255228,-0.01211749285
peak,1,61,0.9272344495,121,0.3780272662,0.3686402355,-15.02704107,9.745239494,-1.741218739e-06,5.399589513,2.785717681e-05,0.367022575,-23.43604905,-6.999594624,-4.749171619e-05,29.69089509,-0.0005764466116,0.04833880189,4.99050671,4.515843159,-0.01516485265,4.258964949,-0.01500299766,-0.1085202478,0.4986813184,3.795168756,-0.01211729138,30.62301818,-0.01560730142
q3,1,68,0.6559137848,166,0.3503972837,5.490259195,-15.02704433,9.745239494,-1.741218739e-06,5.39958655,3.25978173e-05,5.548009267,-23.43605142,-6.999594624,-4.456539282e-05,29.69089509,-0.0005717059712,9.095682976,-7.585271008,6.157815864,-0.02270833767,4.826514399,-0.01150206268,7.291415722,-12.18039139,-1.737938858,0.02878328547,30.04677057,-0.01210636648
Tail,1,77,0.2645921067,198,0.2645921067,11.83882627,-15.02704836,9.745239494,-1.741218739e-06,5.399582877,3.847413772e-05,11.97016636,-23.43605436,-6.999594624,-4.093803196e-05,29.69089509,-0.0005658296508,11.83882627,-15.02704836,9.745239494,-1.741218739e-06,5.399582877,3.847413772e-05,11.97016636,-23.43605436,-6.999594624,-4.093803196e-05,29.69089509,-0.0005658296508
Head,2,65,0.3526341193,65,0.3526341193,-9.526002218,-11.22204962,7.767809558,0.0002747929422,5.089739154,-0.006801610865,-8.595114393,-17.47957035,-4.201564688,-0.0292061364,29.87353121,-0.007405914636,-9.526002218,-11.22204962,7.767809558,0.0002747929422,5.089739154,-0.006801610865,-8.595114393,-17.47957035,-4.201564688,-0.0292061364,29.87353121,-0.007405914636
q1,2,82,0.4012721762,80,0.3478675709,-8.590282663,-5.12211028,5.712111869,-0.001234627552,4.697962032,-0.01329246015,-6.923694702,-9.525271848,-0.5615683517,-0.05119770239,30.16012392,-0.0138967639,-7.399034357,-11.10851278,4.199087286,-0.009209706192,4.90041901,-0.01962088392,-5.379597693,-13.09810295,-1.859383397,-0.05504510819,29.86665754,-0.02022518768
peak,2,94,0.4565441016,95,0.3697879486,-6.680263426,-0.5920257262,4.9494132,-0.004139020075,4.479096378,-0.01505308882,-5.179743479,-4.711191902,1.561975852,-0.04900980592,30.36871516,-0.01565739257,-3.034710286,-11.11131171,1.673917836,-0.009586728912,4.783335961,-0.0228386841,-0.8673185114,-10.67939021,-0.5640349278,-0.04819045182,29.83243491,-0.02344298787
q3,2,111,0.4035070855,119,0.3550737008,-2.674095118,4.101497113,4.566146263,-0.0104713141,4.291417618,-0.0151746393,-2.096256448,-0.3050229447,3.453531873,-0.02857347062,30.58259514,-0.01577894306,5.563968258,-12.63178449,3.841372925,-0.01193417438,4.974361925,-0.01689216285,5.582717266,-13.8109178,-2.06781205,-0.01027271505,29.80694842,-0.01749646663
Tail,2,199,0.2629999345,152,0.2629999345,12.51641813,-15.02704879,9.745239494,-1.741218739e-06,5.399582485,3.910132601e-05,12.65561259,-23.43605467,-6.999594624,-4.055087843e-05,29.69089509,-0.0005652024625,12.51641813,-15.02704879,9.745239494,-1.741218739e-06,5.399582485,3.910132601e-05,12.65561259,-23.43605467,-6.999594624,-4.055087843e-05,29.69089509,-0.0005652024625
