round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,149,50,-1,-1,100,0.3780272662,197.150117,999.2046521,986.5267798,820.7576342,1152.295925,0.09878890982,0.03144228752
2,83,50,-1,-1,100,0.3697879486,111.979276,382.5781291,378.9592336,369.8045747,388.1138924,0.03089365993,0.01808993731
