Step_Original,MaxD_Original,Step_Optimized,MaxD_Optimized
0,0.150667903,0,0.150667903
1,0.1507519962,1,0.1507519962
2,0.1510023967,2,0.1510023967
3,0.1514162831,3,0.1514162831
4,0.1519908217,4,0.1519908217
5,0.1527231514,5,0.1527231514
6,0.1536103649,6,0.1536103649
7,0.1546494837,7,0.1546494837
8,0.1558374311,8,0.1558374311
9,0.1572296273,9,0.1572296273
10,0.15890183,10,0.15890183
11,0.160733521,11,0.160733521
12,0.1627209798,12,0.1627209798
13,0.1648601849,13,0.1648601849
14,0.1671467589,14,0.1671467589
15,0.1695759114,15,0.1695759114
16,0.1721423823,16,0.1721423823
17,0.1748403849,17,0.1748403849
18,0.1776635498,18,0.1776635498
19,0.1806048709,19,0.1806048709
20,0.1836566537,20,0.1836566537
21,0.1868104673,21,0.1868104673
22,0.190057101,22,0.190057101
23,0.1933865274,23,0.1933865274
24,0.1967878708,24,0.1967878708
25,0.2002493854,25,0.2002493854
26,0.2037584419,26,0.2037584419
27,0.2073015241,27,0.2073015241
28,0.2108642378,28,0.2108642378
29,0.2144313321,29,0.2144313321
30,0.2179867335,30,0.2179867335
31,0.2215135953,31,0.2215135953
32,0.2249943605,32,0.2249943605
33,0.2284108418,33,0.2284108418
34,0.2317443148,34,0.2317443148
35,0.2349756285,35,0.2349756285
36,0.2380853292,36,0.2380853292
37,0.2410537987,37,0.2410537987
38,0.2438614065,38,0.2438614065
39,0.2464886716,39,0.2464886716
40,0.2489164357,40,0.2489164357
41,0.2511260427,41,0.2511260427
42,0.2748029911,42,0.2748029911
43,0.3020948958,43,0.3020948958
44,0.330624127,44,0.330624127
45,0.3601597134,45,0.3441120359
46,0.3904185733,46,0.3560013028
47,0.4210669628,47,0.3662576003
48,0.4548321718,48,0.3748176192
49,0.5116689331,49,0.3815951245
50,0.5702976541,50,0.3864912082
51,0.6296154491,51,0.3894074215
52,0.6883464711,52,0.3902603932
53,0.7450813438,53,0.3889964657
54,0.7983303086,54,0.3932872054
55,0.8465877432,55,0.3985391274
56,0.8884043413,56,0.4044139495
57,0.9224621247,57,0.4083852981
58,0.9476467279,58,0.4103953562
59,0.9631112143,59,0.4140294604
60,0.9683260929,60,0.415815052
61,0.9631112143,61,0.4157453856
62,0.9476467279,62,0.4140532272
63,0.9224621247,63,0.4110399503
64,0.8884043413,64,0.4070620191
65,0.8465877432,65,0.4034687967
66,0.7983303086,66,0.4053189239
67,0.7450813438,67,0.4066936181
68,0.6883464711,68,0.4076719475
69,0.6296154491,69,0.4083252074
70,0.5702976541,70,0.4087170925
71,0.5116689331,71,0.4089039899
72,0.4548321718,72,0.4089353467
73,0.4006925072,73,0.408854079
74,0.3499468031,74,0.4086969951
75,0.3030859265,75,0.4084952177
76,0.2702126138,76,0.4082745918
77,0.2548197867,77,0.4080560717
78,0.2530995243,78,0.407856085
79,0.2511260427,79,0.4076868707
80,0.2489164357,80,0.4075567958
81,0.2464886716,81,0.4074706504
82,0.2438614065,82,0.4074299275
83,0.2410537987,83,0.4074330904
84,0.2380853292,84,0.407475834
85,0.2349756285,85,0.4075513438
86,0.2317443148,86,0.4076505583
87,0.2284108418,87,0.4077624388
88,0.2249943605,88,0.407874251
89,0.2215135953,89,0.4079718618
90,0.2179867335,90,0.4080400531
91,0.2144313321,91,0.4080628544
92,0.2108642378,92,0.4080292788
93,0.2073015241,93,0.4079500287
94,0.2037584419,94,0.4078409722
95,0.2002493854,95,0.4077172681
96,0.1967878708,96,0.4075930316
97,0.1933865274,97,0.4074810182
98,0.190057101,98,0.4073923264
99,0.1868104673,99,0.4073361147
100,0.1836566537,100,0.4073193305
101,0.1806048709,101,0.4073464475
102,0.1776635498,102,0.4074192056
103,0.1748403849,103,0.4075363496
104,0.1721423823,104,0.4076933616
105,0.1695759114,105,0.4078821808
106,0.1671467589,106,0.4080909079
107,0.1648601849,107,0.4083034882
108,0.1627209798,108,0.4084993714
109,0.160733521,109,0.4086531461
110,0.15890183,110,0.4087341488
111,0.1572296273,111,0.4087060511
112,0.1558374311,112,0.4085264306
113,0.1546494837,113,0.4081463374
114,0.1536103649,114,0.407509873
115,0.1527231514,115,0.4065538065
116,0.1519908217,116,0.4052072609
117,0.1514162831,117,0.403391516
118,0.1510023967,118,0.4069708402
119,0.1507519962,119,0.4109873303
120,0.150667903,120,0.4140419426
nan,nan,121,0.4157764152
