Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,172,0.2864788071,172,0.2864788071,-12.46794309,-12.03593361,13.88940979,-79.42572701,14.6546847,-232.2440402,-23.69216901,-32.2769404,28.90282377,-76.49347705,27.38491103,76.28229195,-12.46794309,-12.03593361,13.88940979,-79.42572701,14.6546847,-232.2440402,-23.69216901,-32.2769404,28.90282377,-76.49347705,27.38491103,76.28229195
q1,1,421,0.6704203349,441,0.3508566022,-4.950586299,-13.05346859,17.73313892,-19.79627184,15.64075186,-100.6018188,-10.21748866,-31.84734663,23.76413596,-39.82007271,28.25290272,40.86170445,-7.992738187,-8.107887638,20.46904714,-27.58320064,15.45816125,-117.8945758,-13.00637799,-33.85894653,22.84389627,-44.65943693,27.98634824,45.49997735
peak,1,571,0.9902299118,698,0.3511567562,0.8060802043,-13.83267992,20.67660261,25.86697078,16.39586566,0.2075995042,0.1011969101,-31.51837089,19.82901451,-11.73619109,28.91759628,13.73720908,-0.6514155797,-4.250888654,26.65236448,21.82031187,16.26136808,-8.721438443,-1.464837346,-35.40847733,16.83421859,-14.26569272,28.51747298,16.12064463
q3,1,718,0.6712348234,948,0.35021328,6.298297614,-14.57609592,23.48484979,69.43254053,17.11629112,96.3860462,9.945863867,-31.20450759,16.07466423,15.05757636,29.55175523,-12.14124429,6.961672256,-9.256601144,27.084995,70.02103854,17.03245244,97.78448749,10.25446247,-33.18171366,14.36356641,15.42527789,29.40844457,-12.53215743
Tail,1,942,0.2678468607,1199,0.2678468607,12.48473115,-15.41347969,26.64805934,118.5047971,17.92777835,204.7214458,21.03489645,-30.85097199,11.84576417,45.23807524,30.26607184,-41.29073343,12.48473115,-15.41347969,26.64805934,118.5047971,17.92777835,204.7214458,21.03489645,-30.85097199,11.84576417,45.23807524,30.26607184,-41.29073343
Head,2,308,0.3255123501,308,0.3255123501,-10.65452875,-10.86437859,16.32373691,-57.96046348,14.98744572,-184.9030623,-19.2727631,-32.74205454,26.56792735,-63.31209,27.65288779,63.53875161,-10.65452875,-10.86437859,16.32373691,-57.96046348,14.98744572,-184.9030623,-19.2727631,-32.74205454,26.56792735,-63.31209,27.65288779,63.53875161
q1,2,485,0.3866391161,442,0.346540977,-6.898685091,-7.105091542,21.84004986,-18.06261249,15.61081407,-96.87613699,-10.93261905,-34.27201056,21.5995079,-38.80923976,28.08044684,39.8426645,-8.10847603,-8.03138026,20.07884455,-32.22706869,15.38336745,-128.0799462,-14.01886511,-33.85678483,23.19738315,-47.49697771,27.8887862,48.22956689
peak,2,549,0.4228940139,554,0.3572688369,-5.148634508,-5.766037872,23.66378364,-5.234922023,15.82066651,-68.53879819,-8.016556986,-34.82503156,19.90692743,-30.92177172,28.20377397,32.21636547,-5.919886407,-5.475958702,23.31466095,-10.73136797,15.72267513,-80.60647292,-9.677652939,-34.83545846,20.32107881,-34.27689804,28.07990749,35.44795289
q3,2,632,0.3867440274,658,0.3511682936,-2.686272937,-4.541458515,25.5924429,10.13577273,16.07361931,-34.56065508,-4.348045117,-35.31940442,18.01304948,-21.46232675,28.365168,23.07321261,-2.911966813,-4.190351862,25.71255599,9.127080039,16.04413603,-36.74180203,-4.871229604,-35.44092312,17.97940999,-22.0677461,28.31405578,23.64731512
Tail,2,737,0.3439924298,760,0.3439924298,0.5581454231,-4.450572158,27.04502416,28.69436804,16.36820825,6.480024773,0.2497827115,-35.295109,16.29675734,-10.03011163,28.6251978,12.0304081,0.5581454231,-4.450572158,27.04502416,28.69436804,16.36820825,6.480024773,0.2497827115,-35.295109,16.29675734,-10.03011163,28.6251978,12.0304081
