Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645939648,44,0.2645939648,11.83800665,-15.02715401,9.745339935,-1.741218739e-06,5.399764856,5.087865181e-08,11.97087573,-23.43619994,-6.999776603,-4.093803196e-05,29.69089509,-0.0003295947064,11.83800665,-15.02715401,9.745339935,-1.741218739e-06,5.399764856,5.087865181e-08,11.97087573,-23.43619994,-6.999776603,-4.093803196e-05,29.69089509,-0.0003295947064
q1,1,53,0.6558968336,76,0.350136921,5.489411295,-15.02715401,9.745339935,-1.741218739e-06,5.399772202,5.087865181e-08,5.550547642,-23.43619994,-6.999780275,-4.456539282e-05,29.69089509,-0.0003295947064,9.087993327,-7.614138293,6.152344028,-0.02303527206,4.82448975,-0.01153490353,7.289635325,-12.20441491,-1.753148587,0.0285113262,30.04074063,-0.0118645491
peak,1,60,0.9272308624,121,0.3804791709,0.3677695224,-15.02715401,9.745339935,-1.741218739e-06,5.399778128,5.087865181e-08,0.3710364743,-23.43619994,-6.999783238,-4.749171619e-05,29.69089509,-0.0003295947064,0.04917808369,4.968122987,4.511054088,-0.0154132148,4.257939981,-0.01503034426,-0.1033678455,0.4621232216,3.760089692,-0.01240805108,30.60864457,-0.01535998983
q3,1,68,0.6558460628,166,0.3512646256,-5.489555304,-15.02715401,9.745339935,-1.741218739e-06,5.399784905,5.087865181e-08,-5.552470225,-23.43619994,-6.999786627,-5.08383826e-05,29.69089509,-0.0003295947064,-9.137843809,-7.444072029,6.317234025,-0.000495612265,4.830099422,-0.01153490353,-7.597830254,-12.30943357,-1.825742989,-0.04681414788,30.04627722,-0.01186454911
Tail,1,78,0.2725762269,199,0.2725762269,-12.51574553,-15.02715401,9.745339935,-1.741218739e-06,5.399793034,5.087865181e-08,-12.65804933,-23.43619994,-6.999790692,-5.4852897e-05,29.69089509,-0.0003295947064,-12.51574553,-15.02715401,9.745339935,-1.741218739e-06,5.399793034,5.087865181e-08,-12.65804933,-23.43619994,-6.999790692,-5.4852897e-05,29.69089509,-0.0003295947064
Head,2,43,0.2630021389,43,0.2630021389,12.51560152,-15.02715401,9.745339935,-1.741218739e-06,5.399764072,5.087865181e-08,12.65612675,-23.43619994,-6.999776211,-4.055087843e-05,29.69089509,-0.0003295947064,12.51560152,-15.02715401,9.745339935,-1.741218739e-06,5.399764072,5.087865181e-08,12.65612675,-23.43619994,-6.999776211,-4.055087843e-05,29.69089509,-0.0003295947064
q1,2,111,0.4036661213,74,0.3561810199,2.777637493,4.001346885,4.485530954,-0.02048282107,4.288084708,-0.015220168,1.884225903,-0.2923968703,3.452538353,0.003816519806,30.56603863,-0.01554981356,5.760485968,-12.86024836,3.986402335,-0.009400810592,4.99405853,-0.01622150792,5.999944297,-14.3748652,-2.361616557,-0.002293386162,29.78172875,-0.01655115347
peak,2,148,0.4575204405,101,0.3730900242,-6.678895947,-0.6090691402,4.945185333,-0.004325201473,4.478711867,-0.01507741785,-5.17225345,-4.737940095,1.535505718,-0.0492278718,30.35771929,-0.01540706342,-4.466892771,-11.67253627,1.995713302,-0.001268436432,4.826366399,-0.0212434687,-1.26511776,-12.06177247,-1.246172059,-0.04377584125,29.7826596,-0.02157311426
q3,2,160,0.4013599555,118,0.3474819629,-8.590906857,-5.136244352,5.708325843,-0.001395307864,4.697690802,-0.01331540412,-6.917324898,-9.54461955,-0.5804345974,-0.0513669086,30.1521826,-0.01364504969,-8.232484087,-12.47557772,5.271732774,-0.005684565767,5.026441683,-0.0166152447,-6.229938501,-15.95084276,-3.245428417,-0.04088582633,29.78847619,-0.0169448903
Tail,2,190,0.3399773939,138,0.3399773939,-10.46153523,-14.30681024,9.323925264,0.0001125275057,5.336642232,-0.001476972916,-10.34286719,-22.24221367,-6.435678364,-0.006615369193,29.72515062,-0.001806618499,-10.46153523,-14.30681024,9.323925264,0.0001125275057,5.336642232,-0.001476972916,-10.34286719,-22.24221367,-6.435678364,-0.006615369193,29.72515062,-0.001806618499
