Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,0,0.3985793232,0,0.3985793232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q1,1,51,0.6495832472,51,0.4060599506,0,0,0,0,-17.40951779,0,-3.988589257e-05,-5.125504905,-7.169672695,-3.0661159e-10,-5.114340187,-3.988563066e-05,-0.2713514182,0.5047596043,-3.345381699,-0.02692672001,-22.58997526,-0.01153495441,-0.1391655327,-2.907689189,-7.548146034,-0.01369591804,-6.260654109,-0.01158477726
peak,1,91,0.899942377,111,0.405285303,0,0,0,0,-45.37303048,0,-0.0001039514042,-13.35819252,-18.68574315,-7.99097206e-10,-13.32909481,-0.0001039507216,-0.3089695879,7.982903687,1.725411119,-0.03855635521,-45.45918419,-0.01503039514,-0.1658371505,-11.43647809,-19.94475023,-0.01824187961,-13.39919104,-0.015133022
q3,1,125,0.6478966061,165,0.3999172646,0,0,0,0,-69.48570157,0,-0.0001591944856,-20.45716077,-28.6159412,-1.223762869e-09,-20.41259961,-0.0001591934402,-0.1475247244,4.732877202,1.16189921,-0.02307454175,-68.072122,-0.01153495441,-0.08059396426,-19.12648523,-28.88826276,-0.0127259325,-19.95740857,-0.01168998813
Tail,1,181,0.4181920789,217,0.4181920789,0,0,0,0,-90.00021046,0,-0.0002061940353,-26.49680053,-37.0643265,-1.5850587e-09,-26.43908343,-0.0002061926814,0,0,0,0,-90.00021046,0,-0.0002061940353,-26.49680053,-37.0643265,-1.5850587e-09,-26.43908343,-0.0002061926814
Head,2,45,0.3698838408,45,0.3698838408,-0.236438879,0.1097015213,-3.167888902,-0.0231766948,-19.17856259,-0.01004055704,-0.1209393853,-2.276861454,-6.223125513,-0.01188217964,-5.283599745,-0.01008277752,-0.236438879,0.1097015213,-3.167888902,-0.0231766948,-19.17856259,-0.01004055704,-0.1209393853,-2.276861454,-6.223125513,-0.01188217964,-5.283599745,-0.01008277752
q1,2,64,0.5478084176,65,0.4049772851,-0.3229342256,1.932328038,-2.962497348,-0.03321251366,-29.00659238,-0.0137861509,-0.1669164764,-4.520033882,-10.44510406,-0.01652274122,-8.167391439,-0.01385044819,-0.9516977382,3.757207805,-4.24271062,-0.08247915473,-27.63668774,-0.0235301581,-0.4810495157,-1.628670846,-8.93148681,-0.03166705545,-7.599676129,-0.02359025948
peak,2,82,0.6940586853,88,0.4058479613,-0.3463097131,4.595027023,-1.261947062,-0.0379880968,-36.03283542,-0.01507422613,-0.1814734639,-7.109472105,-14.33848794,-0.01830222741,-10.37708472,-0.01515471946,-1.186015755,9.620583799,-1.079285842,-0.1100513198,-34.88771293,-0.02844296148,-0.6139682078,-3.981479963,-13.56706634,-0.03970183227,-9.982062868,-0.028519685
q3,2,99,0.5513355706,107,0.3984152426,-0.3319475655,6.94109515,0.6801934474,-0.03917219721,-41.61108723,-0.01516065359,-0.1764806092,-9.685355874,-17.75772215,-0.01850533077,-12.18435863,-0.01525424011,-0.719074475,9.207175385,0.7242385717,-0.0769113568,-41.25224663,-0.02586638584,-0.3785414665,-8.280358858,-17.45817381,-0.03289172996,-12.04697741,-0.02595860055
Tail,2,117,0.3561002654,125,0.3561002654,-0.2954423623,8.203651276,2.034851802,-0.03790784076,-47.45891278,-0.01500153005,-0.1591962196,-12.256683,-20.94743864,-0.01807913203,-14.00697403,-0.01510882441,-0.2954423623,8.203651276,2.034851802,-0.03790784076,-47.45891278,-0.01500153005,-0.1591962196,-12.256683,-20.94743864,-0.01807913203,-14.00697403,-0.01510882441
