round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,172,8,8,-1,20480,0.3525660288,38.182851,314.3933679,313.0613198,392.9239608,233.1986789,0.07215583721,0.07215583721
2,131,8,8,-1,100000,0.3579361492,28.332549,169.4719627,166.4004555,227.55324,105.2476709,0.07213868151,0.07213868151
