Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645939969,44,0.2645939969,11.83797487,-15.02713515,9.745323195,-1.741218739e-06,5.399730524,5.087865181e-08,11.97064072,-23.43617247,-6.999742271,-4.093803196e-05,29.69089509,-0.0003845263471,11.83797487,-15.02713515,9.745323195,-1.741218739e-06,5.399730524,5.087865181e-08,11.97064072,-23.43617247,-6.999742271,-4.093803196e-05,29.69089509,-0.0003845263471
q1,1,53,0.655910776,76,0.3503978059,5.489368206,-15.02713515,9.745323195,-1.741218739e-06,5.399737869,5.087865181e-08,5.549996778,-23.43617247,-6.999745943,-4.456539282e-05,29.69089509,-0.0003845263471,9.094524561,-7.585459585,6.157785189,-0.02270762936,4.826673334,-0.01153490343,7.293919496,-12.18042793,-1.738006063,0.02876585,30.04676767,-0.01191948065
peak,1,60,0.9272328252,121,0.378027532,0.367717308,-15.02713515,9.745323195,-1.741218739e-06,5.399743795,5.087865181e-08,0.3702308004,-23.43617247,-6.999748906,-4.749171619e-05,29.69089509,-0.0003845263471,0.04635195225,4.990506614,4.51592961,-0.01515918554,4.259162588,-0.01503034414,-0.1040364541,0.498764166,3.795075508,-0.01216298593,30.62301585,-0.01541492135
q3,1,68,0.6558173032,166,0.3514067074,-5.489617954,-15.02713515,9.745323195,-1.741218739e-06,5.399750572,5.087865181e-08,-5.553567309,-23.43617247,-6.999752295,-5.08383826e-05,29.69089509,-0.0003845263471,-9.138043833,-7.432180151,6.320177382,-0.0003553672609,4.830462748,-0.01153490345,-7.598266988,-12.29344412,-1.810777448,-0.04670283678,30.05253767,-0.01191948067
Tail,1,78,0.2725682702,199,0.2725682702,-12.5158207,-15.02713515,9.745323195,-1.741218739e-06,5.399758702,5.087865181e-08,-12.65949598,-23.43617247,-6.999756359,-5.4852897e-05,29.69089509,-0.0003845263471,-12.5158207,-15.02713515,9.745323195,-1.741218739e-06,5.399758702,5.087865181e-08,-12.65949598,-23.43617247,-6.999756359,-5.4852897e-05,29.69089509,-0.0003845263471
Head,2,43,0.2630021826,43,0.2630021826,12.51557095,-15.02713515,9.745323195,-1.741218739e-06,5.39972974,5.087865181e-08,12.65592544,-23.43617247,-6.999741879,-4.055087843e-05,29.69089509,-0.0003845263471,12.51557095,-15.02713515,9.745323195,-1.741218739e-06,5.39972974,5.087865181e-08,12.65592544,-23.43617247,-6.999741879,-4.055087843e-05,29.69089509,-0.0003845263471
q1,2,131,0.403506886,76,0.3550762367,-2.676210208,4.101425054,4.566162128,-0.0104659469,4.291617061,-0.0152007002,-2.091543956,-0.3048607706,3.453459978,-0.0286195378,30.58258895,-0.01558527741,5.563383646,-12.63153422,3.841437873,-0.01193779167,4.974497884,-0.01692449752,5.585153563,-13.81102809,-2.068026379,-0.01028566239,29.80695493,-0.01730907476
peak,2,148,0.4565298454,100,0.3697854668,-6.682443964,-0.5922723403,4.949248308,-0.004135557725,4.479288932,-0.0150770148,-5.174815613,-4.710875397,1.561967769,-0.04904986155,30.3687021,-0.01546159201,-3.035944034,-11.11171548,1.674035514,-0.009585915747,4.783500141,-0.02286618512,-0.863566142,-10.67951849,-0.5642522802,-0.04820683822,29.8324392,-0.02325076236
q3,2,160,0.4012588102,115,0.3478684571,-8.592330647,-5.122441218,5.711877704,-0.00123277928,4.698145816,-0.01331490764,-6.918669029,-9.524936221,-0.5615605468,-0.05122893147,30.16010872,-0.01369948485,-7.400522835,-11.10895501,4.198984661,-0.009208939688,4.900588164,-0.01964462381,-5.37503325,-13.09800205,-1.859474812,-0.05506241233,29.86665101,-0.02002920105
Tail,2,177,0.3526663966,130,0.3526663966,-9.52754861,-11.22230712,7.767689405,0.0002751882607,5.089908891,-0.006821977361,-8.589877088,-17.47942943,-4.201623467,-0.02922016817,29.8735221,-0.007206554581,-9.52754861,-11.22230712,7.767689405,0.0002751882607,5.089908891,-0.006821977361,-8.589877088,-17.47942943,-4.201623467,-0.02922016817,29.8735221,-0.007206554581
