Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645913618,44,0.2645913618,11.83912577,-15.02701631,9.745211044,-1.741218739e-06,5.399548545,5.087865181e-08,11.97087165,-23.43600768,-6.999536277,-4.093803196e-05,29.69091911,-0.0006207612914,11.83912577,-15.02701631,9.745211044,-1.741218739e-06,5.399548545,5.087865181e-08,11.97087165,-23.43600768,-6.999536277,-4.093803196e-05,29.69091911,-0.0006207612914
q1,1,53,0.6558930938,58,0.3493926081,5.490539845,-15.02701429,9.745212835,-1.741218739e-06,5.399552218,5.087865181e-08,5.54831791,-23.43600768,-6.99953995,-4.456539282e-05,29.69091544,-0.0006266376118,9.526464214,-15.06010652,7.245193446,-0.01625415806,5.466513889,-0.01153490353,7.434063553,-19.92917291,-5.37301485,0.02774151708,29.53134427,-0.01216129812
peak,1,60,0.9272318469,73,0.3554900887,0.3689056768,-15.02701266,9.74521428,-1.741218739e-06,5.399555181,5.087865181e-08,0.3670112249,-23.43600768,-6.999542913,-4.749171619e-05,29.69091247,-0.0006313782522,7.449284914,-14.80798442,4.332957602,-0.02547365002,5.562683063,-0.01503034426,2.996478625,-15.6808567,-3.397287424,0.06330457603,29.34989635,-0.01566223309
q3,1,68,0.655752174,112,0.3511256831,-5.488410452,-15.0270108,9.745215932,-1.741218739e-06,5.399558569,5.087865181e-08,-5.558548903,-23.43600768,-6.999546301,-5.08383826e-05,29.69090908,-0.0006367998479,-9.149131076,-13.99865146,5.900363564,0.01378770726,5.377509772,-0.01153490353,-6.46570681,-18.48170795,-4.925187171,-0.01313692479,29.48654169,-0.01217242452
Tail,1,78,0.2725821587,132,0.2725821587,-12.51459025,-15.02700857,9.745217914,-1.741218739e-06,5.399562634,5.087865181e-08,-12.66659121,-23.43600768,-6.999550366,-5.4852897e-05,29.69090502,-0.0006433033566,-12.51459025,-15.02700857,9.745217914,-1.741218739e-06,5.399562634,5.087865181e-08,-12.66659121,-23.43600768,-6.999550366,-5.4852897e-05,29.69090502,-0.0006433033566
Head,2,67,0.3460990509,67,0.3460990509,8.637665685,-14.9629111,5.301608851,-0.02490203132,5.534756672,-0.01494196494,4.685016223,-17.08765791,-4.042096933,0.0536839129,29.40807847,-0.01557195494,8.637665685,-14.9629111,5.301608851,-0.02490203132,5.534756672,-0.01494196494,4.685016223,-17.08765791,-4.042096933,0.0536839129,29.40807847,-0.01557195494
q1,2,81,0.4118291719,82,0.351881537,4.586632968,-14.49189864,3.48261923,-0.01937426807,5.557164538,-0.01553582256,0.9587260742,-14.56893056,-2.93719116,0.05921056922,29.30683945,-0.01616942131,5.022097555,-12.34882543,1.306673264,-0.03230937193,5.190458991,-0.02590315863,1.891069169,-13.84602689,-2.936631561,0.0359523429,29.30370852,-0.02653557821
peak,2,92,0.4660930583,102,0.3583652234,-0.7797810547,-14.02815337,3.244893266,-0.003921051586,5.493866648,-0.01643351875,-1.574972364,-14.50994621,-3.026212031,0.03222586285,29.31140824,-0.01706842939,-4.007625103,-11.15868724,-0.4002779072,0.001001032479,4.917478993,-0.02847455314,-1.691283462,-13.33494229,-2.935583474,0.002562489336,29.30616246,-0.02910904854
q3,2,104,0.4049624662,116,0.3499557586,-6.53043601,-13.80227369,4.330454729,0.01117549048,5.409273997,-0.01515682763,-4.366847912,-16.28712086,-3.933485074,-0.001687569609,29.39269831,-0.01579296756,-7.723847707,-12.59232082,3.099752451,0.006952369999,5.14945199,-0.02315825796,-4.75409902,-16.26366818,-4.108587188,-0.01281471609,29.40761796,-0.02379470461
Tail,2,116,0.3382731608,130,0.3382731608,-9.862659292,-14.22498109,6.90072055,0.01172108987,5.375677141,-0.008742391876,-7.601562076,-19.80265995,-5.491778408,-0.01284781523,29.54163787,-0.009380881787,-9.862659292,-14.22498109,6.90072055,0.01172108987,5.375677141,-0.008742391876,-7.601562076,-19.80265995,-5.491778408,-0.01284781523,29.54163787,-0.009380881787
