Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2601080011,44,0.2601080011,11.65226577,-15.08802354,10.20010638,-0.0001373749966,4.887815872,0.0001099141608,11.97057752,-23.15613097,-6.56275093,-0.0002104802542,29.71908189,-5.493650331e-05,11.65226577,-15.08802354,10.20010638,-0.0001373749966,4.887815872,0.0001099141608,11.97057752,-23.15613097,-6.56275093,-0.0002104802542,29.71908189,-5.493650331e-05
q1,1,52,0.6163695822,58,0.3496000836,5.967956633,-15.08802354,10.20010638,-0.0001373749966,4.887815872,0.0001099141608,6.282560399,-23.15613097,-6.56275093,-0.000213694622,29.71908189,-5.493650331e-05,9.477441109,-15.11136869,7.65449744,-0.01773564492,4.919956686,-0.01142504025,7.552809109,-19.7675258,-5.006352021,0.02467774218,29.56627135,-0.01158989091
peak,1,60,0.9250434096,73,0.3529942652,0.06268730456,-15.08802354,10.20010638,-0.0001373749966,4.887815872,0.0001099141608,0.3734389553,-23.15613097,-6.56275093,-0.0002170339385,29.71908189,-5.493650331e-05,7.523108158,-14.87936213,4.646152904,-0.02881832342,4.974669867,-0.01492048098,3.11571886,-15.61765045,-3.096409939,0.05806677811,29.39132553,-0.01508533164
q3,1,68,0.6388770553,112,0.3507652599,-5.855579682,-15.08802354,10.20010638,-0.0001373749966,4.887815872,0.0001099141608,-5.548688625,-23.15613097,-6.56275093,-0.0002203806049,29.71908189,-5.493650331e-05,-9.232478124,-14.08942002,6.254258037,0.009562420042,4.83318434,-0.01142504025,-6.167529769,-18.2161071,-4.506038321,-0.01710947601,29.51675473,-0.01158989091
Tail,1,77,0.2850674178,131,0.2850674178,-12.27022858,-15.08802354,10.20010638,-0.0001373749966,4.887815872,0.0001099141608,-11.96752192,-23.15613097,-6.56275093,-0.0002240079657,29.71908189,-5.493650331e-05,-12.27022858,-15.08802354,10.20010638,-0.0001373749966,4.887815872,0.0001099141608,-11.96752192,-23.15613097,-6.56275093,-0.0002240079657,29.71908189,-5.493650331e-05
Head,2,68,0.3443249826,68,0.3443249826,8.53310899,-15.00485711,5.462184903,-0.02807637898,4.963334082,-0.01491506663,4.51394293,-16.73907362,-3.603444827,0.05119276248,29.43689029,-0.01507991729,8.53310899,-15.00485711,5.462184903,-0.02807637898,4.963334082,-0.01491506663,4.51394293,-16.73907362,-3.603444827,0.05119276248,29.43689029,-0.01507991729
q1,2,81,0.4127683657,83,0.352526857,4.628773577,-14.57103007,3.743537664,-0.02366098365,4.962269123,-0.01544490263,1.066835157,-14.46922415,-2.623015613,0.05332035297,29.34713542,-0.0156097533,5.001382155,-12.37113643,1.42526305,-0.03702792035,4.54575043,-0.0258476896,1.821853997,-13.80979522,-2.695792928,0.03027314159,29.34947742,-0.02601254027
peak,2,92,0.4673248031,103,0.3583030932,-0.8472979442,-14.11063585,3.467379993,-0.009159597968,4.906071948,-0.01643628383,-1.445323523,-14.30893026,-2.661591273,0.02580423728,29.3469212,-0.01660113449,-4.096985133,-11.19953657,-0.2119227709,-0.005679566952,4.282572455,-0.02840114867,-1.572521473,-13.284423,-2.681212722,-0.001683030013,29.34993868,-0.02856599933
q3,2,103,0.41067033,117,0.3499751661,-6.251422991,-13.88546708,4.436571077,0.00502666119,4.848208657,-0.0154540741,-3.92240103,-15.78837478,-3.417137012,-0.005184041845,29.41399472,-0.01561892477,-7.768884852,-12.65191024,3.380530884,0.001356017858,4.56884427,-0.02304406718,-4.504938101,-16.07318276,-3.747415151,-0.01643105571,29.44255974,-0.02320891785
Tail,2,116,0.3412660977,131,0.3412660977,-9.884055599,-14.32435346,7.337936979,0.008280656821,4.841968255,-0.008463983623,-7.26746932,-19.59642763,-5.092791623,-0.01551768815,29.57379228,-0.008628834288,-9.884055599,-14.32435346,7.337936979,0.008280656821,4.841968255,-0.008463983623,-7.26746932,-19.59642763,-5.092791623,-0.01551768815,29.57379228,-0.008628834288
