round,inner_step,G_norm,d_norm,alpha
1,1,8.670511372,8.670511372,0.6358121023
1,2,3.950480106,4.33430924,0.6230781655
1,3,1.585714514,1.725239501,0.3243077821
1,4,0.4034270292,0.4153785851,0.9363528807
1,5,0.575935097,0.575935097,0.777971258
1,6,0.3474904965,0.4201654671,0.3933040714
1,7,2.865221576,2.865221576,1.098474927
1,8,1.687553746,1.973433605,0.3297749927
1,9,0.2938795016,0.3029853468,0.7388134885
1,10,0.1238104223,0.1363857864,0.3981654058
1,11,0.2744775598,0.2744775598,0.3853373131
1,12,0.1844354214,0.2314623775,0.4883375687
1,13,0.06725704731,0.08251556885,0.3961552813
1,14,0.4223332611,0.4223332611,0.4751333809
1,15,0.1350902967,0.142027102,0.3988346596
1,16,0.03355422034,0.0353372304,0.1804660091
