round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,82,7,7,-1,20480,0.3554904585,23.454093,329.8676424,326.2536779,369.6804031,282.8269527,0.0669815033,0.09856560904
2,78,8,8,-1,20480,0.3583652661,18.035163,133.5503766,130.5984327,185.7534639,75.44340147,0.09355558867,0.1461577844
