round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,262,7,7,-1,20480,0.3545130956,56.766695,319.1683193,316.2394196,369.8608048,262.6180344,0.08315594624,0.08315594624
2,274,8,8,-1,20480,0.3583557912,58.683904,137.5306181,134.4667479,197.2291061,71.70438969,0.09535855337,0.09535855337
