Step_Original,MaxD_Original,Step_Optimized,MaxD_Optimized
0,0.1603903442,0,0.1603903442
1,0.1604824237,1,0.1604824237
2,0.1607566308,2,0.1607566308
3,0.1612099272,3,0.1612099272
4,0.1618392771,4,0.1618392771
5,0.16264163,5,0.16264163
6,0.1636138972,6,0.1636138972
7,0.1647529252,7,0.1647529252
8,0.1660554632,8,0.1660554632
9,0.167518128,9,0.167518128
10,0.1691373649,10,0.1691373649
11,0.1709094063,11,0.1709094063
12,0.1728302278,12,0.1728302278
13,0.1748955023,13,0.1748955023
14,0.1771005529,14,0.1771005529
15,0.1794403054,15,0.1794403054
16,0.1819092398,16,0.1819092398
17,0.1845013433,17,0.1845013433
18,0.1872100635,18,0.1872100635
19,0.190028264,19,0.190028264
20,0.1929481829,20,0.1929481829
21,0.1959613942,21,0.1959613942
22,0.1990587739,22,0.1990587739
23,0.2022304719,23,0.2022304719
24,0.2054658894,24,0.2054658894
25,0.2087536642,25,0.2087536642
26,0.2120816637,26,0.2120816637
27,0.2154369875,27,0.2154369875
28,0.2188059794,28,0.2188059794
29,0.2223492533,29,0.2223492533
30,0.2261291514,30,0.2261291514
31,0.2298804456,31,0.2298804456
32,0.2335843561,32,0.2335843561
33,0.2372213941,33,0.2372213941
34,0.2407714613,34,0.2407714613
35,0.244213968,35,0.244213968
36,0.2475279669,36,0.2475279669
37,0.2506923022,37,0.2506923022
38,0.2536857743,38,0.2536857743
39,0.2564873168,39,0.2564873168
40,0.2590761847,40,0.2590761847
41,0.2614321519,41,0.2614321519
42,0.2635357136,42,0.2635357136
43,0.2781484026,43,0.2781484026
44,0.3039901587,44,0.2897524026
45,0.3307281578,45,0.2997530264
46,0.3581113206,46,0.3081946258
47,0.3858440055,47,0.3151526296
48,0.4135891458,48,0.3207272216
49,0.4557268161,49,0.3250377119
50,0.5067669134,50,0.328217641
51,0.5584279463,51,0.3304105993
52,0.6096485154,52,0.3317667038
53,0.6592548013,53,0.3326015265
54,0.7060025277,54,0.3342041397
55,0.7509226652,55,0.335595296
56,0.7998530982,56,0.3369159557
57,0.8408496184,57,0.3383049727
58,0.8723000451,58,0.3398986005
59,0.8929206833,59,0.340672718
60,0.901847113,60,0.3415495039
61,0.8986971113,61,0.3424982756
62,0.8835990665,62,0.3434870748
63,0.8571828173,63,0.3448069891
64,0.8205338726,64,0.3466882822
65,0.775115851,65,0.3483347933
66,0.725602659,66,0.3496806814
67,0.680448199,67,0.3506708718
68,0.6318436554,68,0.3512631334
69,0.58105397,69,0.3514298044
70,0.5292971164,70,0.3511590707
71,0.477697041,71,0.3504557256
72,0.4272469182,72,0.350399414
73,0.3787839058,73,0.3510079894
74,0.3329755301,74,0.351149225
75,0.2903169089,75,0.3509206606
76,0.2670591252,76,0.3504185802
77,0.2655321066,77,0.350094801
78,0.2637085129,78,0.3502896703
79,0.2616054566,79,0.3506196897
80,0.2592412744,80,0.3511124325
81,0.2566353202,81,0.3517908993
82,0.253807756,82,0.3526728389
83,0.2507793443,83,0.3537699277
84,0.247571246,84,0.355086786
85,0.2442048251,85,0.3566198086
86,0.2407014648,86,0.3583557912
87,0.2370823947,87,0.3602961437
88,0.2333685333,88,0.3623345685
89,0.2295803452,89,0.3643852899
90,0.225737715,90,0.3663660344
91,0.2218598389,91,0.3681994702
92,0.218277593,92,0.3698147049
93,0.2148095275,93,0.3711487867
94,0.2113499426,94,0.3721481403
95,0.2079128389,95,0.3727698722
96,0.2045114526,96,0.372982878
97,0.201158239,97,0.3727686948
98,0.1978648658,98,0.372122052
99,0.1946422163,99,0.371051093
100,0.1915004017,100,0.3695772564
101,0.1884487808,101,0.3677348299
102,0.1854959869,102,0.3657775212
103,0.1826499598,103,0.3635262355
104,0.1799179837,104,0.3607798833
105,0.1787355304,105,0.3577664503
106,0.1784450521,106,0.3549807434
107,0.1781622633,107,0.3522464948
108,0.1778890459,108,0.3506211613
109,0.1776272181,109,0.3507724124
110,0.1773785294,110,0.3507777259
111,0.1771446557,111,0.3506445897
112,0.1769271943,112,0.3503802877
113,0.1767276589,113,0.3499918418
114,0.1765474746,114,0.3494859398
115,0.1763879727,115,0.3488688539
116,0.1762503859,116,0.3481463475
117,0.1761358423,117,0.3473235763
118,0.17604536,118,0.3464049818
119,0.1759798413,119,0.3453941826
120,0.1759400662,120,0.3442938636
121,0.1759266856,121,0.3431056657
nan,nan,122,0.3423626176
nan,nan,123,0.3424423343
nan,nan,124,0.3426703338
nan,nan,125,0.3432273314
nan,nan,126,0.3440486613
nan,nan,127,0.3450646118
nan,nan,128,0.3462004535
nan,nan,129,0.3473765272
nan,nan,130,0.3485084316
nan,nan,131,0.3495073463
nan,nan,132,0.3502312679
nan,nan,133,0.3504703566
nan,nan,134,0.3499686865
nan,nan,135,0.3484919102
nan,nan,136,0.3458319212
nan,nan,137,0.3418110701
nan,nan,138,0.33628556
nan,nan,139,0.3291477828
nan,nan,140,0.3203275336
nan,nan,141,0.309792234
nan,nan,142,0.2975464692
nan,nan,143,0.2836312841
nan,nan,144,0.2681237527
nan,nan,145,0.2670591252
nan,nan,146,0.2655321066
nan,nan,147,0.2637085129
nan,nan,148,0.2616054566
nan,nan,149,0.2592412744
nan,nan,150,0.2566353202
nan,nan,151,0.253807756
nan,nan,152,0.2507793443
nan,nan,153,0.247571246
nan,nan,154,0.2442048251
nan,nan,155,0.2407014648
nan,nan,156,0.2370823947
nan,nan,157,0.2333685333
nan,nan,158,0.2295803452
nan,nan,159,0.225737715
nan,nan,160,0.2218598389
nan,nan,161,0.218277593
nan,nan,162,0.2148095275
nan,nan,163,0.2113499426
nan,nan,164,0.2079128389
nan,nan,165,0.2045114526
nan,nan,166,0.201158239
nan,nan,167,0.1978648658
nan,nan,168,0.1946422163
nan,nan,169,0.1915004017
nan,nan,170,0.1884487808
nan,nan,171,0.1854959869
nan,nan,172,0.1826499598
nan,nan,173,0.1799179837
nan,nan,174,0.1787355304
nan,nan,175,0.1784450521
nan,nan,176,0.1781622633
nan,nan,177,0.1778890459
nan,nan,178,0.1776272181
nan,nan,179,0.1773785294
nan,nan,180,0.1771446557
nan,nan,181,0.1769271943
nan,nan,182,0.1767276589
nan,nan,183,0.1765474746
nan,nan,184,0.1763879727
nan,nan,185,0.1762503859
nan,nan,186,0.1761358423
nan,nan,187,0.17604536
nan,nan,188,0.1759798413
nan,nan,189,0.1759400662
nan,nan,190,0.1759266856
