Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2781484026,43,0.2781484026,-12.33688819,-15.47280071,10.23644429,-1.741218739e-06,4.909165168,5.087865181e-08,-12.6553642,-22.67317367,-6.563877709,-2.094445254e-05,30.10957474,-5.493650331e-05,-12.33688819,-15.47280071,10.23644429,-1.741218739e-06,4.909165168,5.087865181e-08,-12.6553642,-22.67317367,-6.563877709,-2.094445254e-05,30.10957474,-5.493650331e-05
q1,1,52,0.6096485154,62,0.3510177607,-5.967924821,-15.47278668,10.23643006,-1.741218739e-06,4.909150582,5.087865181e-08,-6.282080566,-22.67310366,-6.563837597,-1.734293127e-05,30.10949817,-5.493650331e-05,-9.041790854,-13.85855196,6.63796597,0.01001584219,4.862680673,-0.01153490353,-6.765287746,-17.90671778,-4.615750449,-0.01420536927,29.91661385,-0.01158989091
peak,1,60,0.901847113,101,0.3545130956,-0.06264681502,-15.47277368,10.23641687,-1.741218739e-06,4.909137058,5.087865181e-08,-0.3727968314,-22.67303874,-6.563800405,-1.400361478e-05,30.10942717,-5.493650331e-05,7.530757201,-15.01461777,4.719264559,-0.03020647035,4.980610989,-0.01503034426,2.30058545,-15.19558422,-3.145657948,0.05639516788,29.78582253,-0.01508533164
q3,1,68,0.6318436554,116,0.3495073463,5.855628868,-15.47276065,10.23640366,-1.741218739e-06,4.909123504,5.087865181e-08,5.549493397,-22.67297368,-6.563763132,-1.065694837e-05,30.10935601,-5.493650331e-05,9.55672194,-15.4387832,7.658283576,-0.01807008298,4.935688072,-0.01153490353,6.868257869,-19.26197036,-5.000415702,0.02589588968,29.95592076,-0.01158989091
Tail,1,76,0.2670591252,130,0.2670591252,11.57893939,-15.47274805,10.23639087,-1.741218739e-06,4.909110396,5.087865181e-08,11.27668622,-22.67291077,-6.563727086,-7.420530848e-06,30.10928719,-5.493650331e-05,11.57893939,-15.47274805,10.23639087,-1.741218739e-06,4.909110396,5.087865181e-08,11.27668622,-22.67291077,-6.563727086,-7.420530848e-06,30.10928719,-5.493650331e-05
Head,2,58,0.3398986005,58,0.3398986005,-9.761091614,-14.24129815,7.640140897,0.008739620244,4.870209417,-0.008576992988,-7.887300672,-19.24323885,-5.17513319,-0.01310516106,29.97127889,-0.008631980369,-9.761091614,-14.24129815,7.640140897,0.008739620244,4.870209417,-0.008576992988,-7.887300672,-19.24323885,-5.17513319,-0.01310516106,29.97127889,-0.008631980369
q1,2,71,0.4108850515,72,0.350399414,-6.023952254,-13.50944489,4.899895106,0.005102117764,4.874874494,-0.01552769908,-4.544905339,-15.54735807,-3.567282596,-0.00278601135,29.81742093,-0.01558268646,-7.727842137,-12.55731959,3.728503965,0.0034091292,4.584560202,-0.02312421979,-5.025143823,-15.90307177,-3.89200511,-0.01386268812,29.84721845,-0.02317920717
peak,2,82,0.4660686782,86,0.3583557912,-0.7098714918,-13.82773906,3.847308379,-0.009859142828,4.922804241,-0.01650659559,-2.160275638,-14.05859811,-2.807711921,0.02582058525,29.74998381,-0.01656158297,-4.220357183,-11.2302545,0.009358988742,-0.002937306486,4.280261441,-0.02845040281,-2.07100701,-13.09106177,-2.83222271,-0.001836071428,29.75352808,-0.02850539019
q3,2,94,0.4052762116,107,0.3522464948,5.080591401,-14.59583952,4.009120375,-0.02601398406,4.972602931,-0.01543775267,0.5028766943,-14.22197597,-2.752125303,0.05284262047,29.74904743,-0.01549274006,5.217344194,-12.54786431,1.683953601,-0.03615969394,4.549405958,-0.02585972799,1.475587727,-13.62837228,-2.858654913,0.02882006758,29.75282064,-0.02591471537
Tail,2,108,0.3424423343,123,0.3424423343,8.869059379,-15.28726622,5.856258178,-0.02793084795,4.96530381,-0.01489564577,4.347337779,-16.7877437,-3.860730028,0.04667368611,29.85020259,-0.01495063315,8.869059379,-15.28726622,5.856258178,-0.02793084795,4.96530381,-0.01489564577,4.347337779,-16.7877437,-3.860730028,0.04667368611,29.85020259,-0.01495063315
