Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,41,0.2613218884,41,0.2613218884,-14.30258924,-21.77313691,21.21717011,-0.0001422992163,0.5560282808,0.0001218851659,-14.00289569,-23.19372674,-6.099015362,-0.000267101653,29.29236356,0.0003051261801,-14.30258924,-21.77313691,21.21717011,-0.0001422992163,0.5560282808,0.0001218851659,-14.00289569,-23.19372674,-6.099015362,-0.000267101653,29.29236356,0.0003051261801
q1,1,52,0.6447247932,54,0.3501131768,-6.586091945,-21.77312358,21.21715444,-0.0001446757864,0.5560198282,0.0001276627171,-6.281559375,-23.19363157,-6.098960964,-0.0002666165514,29.29227951,0.0002933216596,-12.33004371,-21.33253431,20.15717886,-0.00992929047,0.4633452922,-0.01140786828,-8.525975613,-20.76946319,-5.34721859,-0.04425647614,29.21552816,-0.01124045468
peak,1,61,0.9668824321,67,0.3553402594,0.06250102198,-21.7731121,21.21714094,-0.0001467234572,0.5560125454,0.0001326406993,0.3712029297,-23.19354956,-6.098914094,-0.0002661985842,29.2922071,0.0002831507945,-12.00838788,-20.73357523,18.7906614,-0.01141086719,0.3494224229,-0.01489828103,-3.69978674,-17.62709898,-4.355511285,-0.08973105497,29.12702155,-0.01474616843
q3,1,69,0.6741009782,118,0.3542662304,5.967758109,-21.7731019,21.21712896,-0.0001485421914,0.5560060768,0.0001370621258,6.280163209,-23.19347673,-6.098872465,-0.0002658273471,29.29214278,0.0002741170677,10.410618,-20.84348029,19.31221841,-0.01388617488,0.3862233431,-0.01139797029,8.028484474,-18.9276416,-4.734393959,0.01836242258,29.16622096,-0.01126067796
Tail,1,78,0.2820352602,133,0.2820352602,12.33669892,-21.7730909,21.21711603,-0.0001505037334,0.5559991003,0.0001418307249,12.65309799,-23.19339818,-6.098827566,-0.0002654269604,29.29207341,0.0002643740081,12.33669892,-21.7730909,21.21711603,-0.0001505037334,0.5559991003,0.0001418307249,12.65309799,-23.19339818,-6.098827566,-0.0002654269604,29.29207341,0.0002643740081
Head,2,62,0.3446735634,62,0.3446735634,-12.34114205,-20.95742144,19.28794087,-0.01160624082,0.3906681372,-0.01453739435,-5.399443897,-18.76881887,-4.718053367,-0.07675874359,29.15827961,-0.01438015318,-12.34114205,-20.95742144,19.28794087,-0.01160624082,0.3906681372,-0.01453739435,-5.399443897,-18.76881887,-4.718053367,-0.07675874359,29.15827961,-0.01438015318
q1,2,78,0.5231624847,75,0.3502289459,-8.68841391,-20.27813353,17.84797963,-0.01387633027,0.2682383376,-0.01686652515,-0.5402524517,-15.49675107,-3.672240104,-0.08842084833,29.06767335,-0.0167208549,-11.412295,-19.4640125,17.44619185,-0.0235098045,0.267821544,-0.02604866367,-2.580231649,-13.98187128,-3.008156688,-0.1027951944,29.00376893,-0.02589837566
peak,2,92,0.7057935983,88,0.3571981035,-1.20953225,-19.96819827,17.31173082,-0.01969985985,0.2172896184,-0.01988888226,2.391113632,-14.33966505,-3.289668039,-0.04554869684,29.03391204,-0.01974437701,-9.914308817,-17.7184348,15.7195524,-0.02711445509,0.1600070703,-0.02881457454,0.2633151378,-9.264027895,-1.323362943,-0.1059537976,28.86252422,-0.02866985437
q3,2,106,0.5321934295,129,0.357713441,6.472667939,-20.14753527,17.81400312,-0.02143813148,0.2561088537,-0.01898233769,5.091015937,-15.53397191,-3.656656443,0.003654312613,29.0673674,-0.01883859907,8.717798206,-18.01553297,17.1063612,-0.02492621194,0.2306259848,-0.0227581931,7.421410119,-12.30210129,-2.52338709,0.006154452253,28.96431256,-0.02261897629
Tail,2,123,0.3418513844,150,0.3418513844,10.88433797,-21.25823048,20.16743812,-0.00796728854,0.4621887524,-0.006334568281,9.480694937,-20.8456797,-5.347325528,0.01218095616,29.22271445,-0.006202211376,10.88433797,-21.25823048,20.16743812,-0.00796728854,0.4621887524,-0.006334568281,9.480694937,-20.8456797,-5.347325528,0.01218095616,29.22271445,-0.006202211376
