Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645937669,44,0.2645937669,11.83806636,-15.02711629,9.745306455,-1.741218739e-06,5.399696192,3.847413772e-05,11.97066986,-23.43614501,-6.999707938,-4.093803196e-05,29.69089509,-0.0004394579877,11.83806636,-15.02711629,9.745306455,-1.741218739e-06,5.399696192,3.847413772e-05,11.97066986,-23.43614501,-6.999707938,-4.093803196e-05,29.69089509,-0.0004394579877
q1,1,53,0.6559149058,58,0.3493929681,5.489429535,-15.02711629,9.745306455,-1.741218739e-06,5.399703537,3.25978173e-05,5.549669673,-23.43614501,-6.999711611,-4.456539282e-05,29.69089509,-0.0004394579877,9.525942387,-15.06011719,7.245266694,-0.01625584622,5.466595971,-0.01150206269,7.435619177,-19.92972379,-5.373408549,0.02774746565,29.53134456,-0.0119744124
peak,1,60,0.9272337289,73,0.3554891734,0.3677543022,-15.02711629,9.745306455,-1.741218739e-06,5.399709463,2.785717681e-05,0.3696162948,-23.43614501,-6.999714574,-4.749171619e-05,29.69089509,-0.0004394579877,7.449134904,-14.80802881,4.333057543,-0.02548296787,5.562642716,-0.01500299767,2.999565131,-15.68224267,-3.398159528,0.06331095321,29.34993989,-0.01546985313
q3,1,68,0.6557952923,112,0.3511279034,-5.48960879,-15.02711629,9.745306455,-1.741218739e-06,5.39971624,2.243558107e-05,-5.554510499,-23.43614501,-6.999717962,-5.08383826e-05,29.69089509,-0.0004394579877,-9.150462711,-14.00133588,5.89885152,0.01378873111,5.377454617,-0.0115131891,-6.46113681,-18.48212012,-4.925423865,-0.01312793037,29.48653937,-0.0119744124
Tail,1,78,0.2725623998,132,0.2725623998,-12.51584492,-15.02711629,9.745306455,-1.741218739e-06,5.399724369,1.593207235e-05,-12.66083344,-23.43614501,-6.999722027,-5.4852897e-05,29.69089509,-0.0004394579877,-12.51584492,-15.02711629,9.745306455,-1.741218739e-06,5.399724369,1.593207235e-05,-12.66083344,-23.43614501,-6.999722027,-5.4852897e-05,29.69089509,-0.0004394579877
Head,2,67,0.3461033377,67,0.3461033377,8.63728166,-14.96280233,5.301771267,-0.02490807874,5.534763015,-0.0149127847,4.687511941,-17.08877187,-4.042816326,0.05368971682,29.40810817,-0.01538153895,8.63728166,-14.96280233,5.301771267,-0.02490807874,5.534763015,-0.0149127847,4.687511941,-17.08877187,-4.042816326,0.05368971682,29.40810817,-0.01538153895
q1,2,81,0.4118370834,82,0.351884305,4.586375462,-14.4926077,3.48213081,-0.01938483882,5.557073953,-0.01551013713,0.9621253283,-14.57014227,-2.937973579,0.05922053235,29.30687666,-0.01597528241,5.021853326,-12.34875297,1.306638158,-0.03232074025,5.190486119,-0.02587638374,1.894126013,-13.84685564,-2.937195707,0.0359557086,29.30372738,-0.02634270837
peak,2,92,0.4661077429,102,0.3583646904,-0.780424993,-14.03019448,3.243520887,-0.003928060461,5.493729168,-0.01640927103,-1.571120737,-14.5108268,-3.026773731,0.03223826007,29.31142966,-0.01687310446,-4.00857866,-11.15916123,-0.3998438687,0.0009933610072,4.917788486,-0.02844985677,-1.68784903,-13.33493731,-2.935437444,0.002562520288,29.30613103,-0.02891410558
q3,2,104,0.4049729569,116,0.3499569542,-6.531560876,-13.80525186,4.328617005,0.01117434961,5.409150668,-0.01513389049,-4.362533579,-16.28766272,-3.933806603,-0.001675963365,29.39270236,-0.01559649484,-7.724914377,-12.59419147,3.099074826,0.006949516836,5.149567074,-0.02313550552,-4.749940396,-16.2639225,-4.108620504,-0.01280920073,29.40759995,-0.02359780312
Tail,2,116,0.3382699288,130,0.3382699288,-9.86400223,-14.22713526,6.899552581,0.01172226412,5.375674902,-0.008721638767,-7.596825293,-19.80297989,-5.491979062,-0.01284078196,29.54163197,-0.009181893144,-9.86400223,-14.22713526,6.899552581,0.01172226412,5.375674902,-0.008721638767,-7.596825293,-19.80297989,-5.491979062,-0.01284078196,29.54163197,-0.009181893144
