Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2815892307,43,0.2815892307,-12.27347913,-15.02725393,9.745432211,-1.741218739e-06,5.399987288,5.087865181e-08,-12.40881135,-23.43634488,-6.999980406,3.160778972e-06,29.69089956,-3.88312965e-05,-12.27347913,-15.02725393,9.745432211,-1.741218739e-06,5.399987288,5.087865181e-08,-12.40881135,-23.43634488,-6.999980406,3.160778972e-06,29.69089956,-3.88312965e-05
q1,1,52,0.6276735843,63,0.3511314589,-5.899401719,-15.02725599,9.745435352,-1.741218739e-06,5.399988292,5.087865181e-08,-5.964437577,-23.43634766,-6.999983384,3.160778972e-06,29.6909012,-3.293129497e-05,-9.123915536,-13.96949594,5.854824277,0.01348462374,5.37539375,-0.01153490353,-6.449545322,-18.4322646,-4.908510341,-0.01344902177,29.48490529,-0.01156816062
peak,1,60,0.9287691941,102,0.3555458631,-1.960236737e-05,-15.02725789,9.745438259,-1.741218739e-06,5.399989222,5.087865181e-08,5.728302427e-06,-23.43635024,-6.999986139,3.160778972e-06,29.69090272,-2.747068299e-05,7.400111467,-14.75154473,4.257508561,-0.02610533066,5.55881413,-0.01503034426,2.905096794,-15.59740246,-3.369730538,0.06279878409,29.34723239,-0.01505805874
q3,1,68,0.6276752523,117,0.349455865,5.899362514,-15.02725979,9.745441166,-1.741218739e-06,5.399990151,5.087865181e-08,5.964449034,-23.43635282,-6.999988895,3.160778972e-06,29.69090423,-2.201007101e-05,9.515024001,-15.05730661,7.187855297,-0.01656196515,5.464867022,-0.01153490353,7.369701268,-19.87071914,-5.350942514,0.02836100994,29.52917477,-0.01155713327
Tail,1,76,0.2651054063,131,0.2651054063,11.58773841,-15.02726163,9.745443969,-1.741218739e-06,5.399991047,5.087865181e-08,11.71555905,-23.43635531,-6.999991552,3.160778972e-06,29.69090569,-1.674477154e-05,11.58773841,-15.02726163,9.745443969,-1.741218739e-06,5.399991047,5.087865181e-08,11.71555905,-23.43635531,-6.999991552,3.160778972e-06,29.69090569,-1.674477154e-05
Head,2,59,0.3405960861,59,0.3405960861,-9.776694792,-14.20565898,6.865206101,0.01146360115,5.37445554,-0.008741661228,-7.526790358,-19.76311681,-5.477775268,-0.01294806844,29.5402701,-0.008775840945,-9.776694792,-14.20565898,6.865206101,0.01146360115,5.37445554,-0.008741661228,-7.526790358,-19.76311681,-5.477775268,-0.01294806844,29.5402701,-0.008775840945
q1,2,72,0.4095121461,73,0.3499722347,-6.17892084,-13.74496935,4.111390425,0.0099578922,5.41133239,-0.0154570727,-4.179335786,-15.98975915,-3.803999856,-0.000259477733,29.38057224,-0.01548886815,-7.646289492,-12.53361788,2.996091461,0.006890379027,5.143726937,-0.02319965106,-4.654771925,-16.1552389,-4.072061641,-0.01306918957,29.40386114,-0.02323176014
peak,2,83,0.4637684786,87,0.3585625207,-0.8940502012,-13.95246254,3.176030755,-0.004352301268,5.488583409,-0.01643609295,-1.671765778,-14.43701393,-3.005893888,0.03081377561,29.30937693,-0.01646680375,-3.863164267,-11.13050199,-0.4763800555,0.0003617415079,4.911288137,-0.02848041439,-1.578213541,-13.26903621,-2.919109524,0.001968559571,29.30408396,-0.02851054693
q3,2,95,0.4041604662,107,0.3513196245,4.919331421,-14.46241829,3.496395778,-0.02103728254,5.555250873,-0.01541477608,1.10119328,-14.59227217,-2.95174639,0.05946258618,29.3082894,-0.01544401556,5.099741929,-12.37989361,1.374137487,-0.03189130064,5.189866881,-0.02587447414,2.063263641,-13.91074999,-2.981411193,0.03514851826,29.30619828,-0.02590245667
Tail,2,109,0.3436749168,123,0.3436749168,8.784708121,-14.95352566,5.403332147,-0.02501107562,5.52547331,-0.01490644331,4.919048712,-17.26901855,-4.135510215,0.05160306578,29.41629179,-0.01493189874,8.784708121,-14.95352566,5.403332147,-0.02501107562,5.52547331,-0.01490644331,4.919048712,-17.26901855,-4.135510215,0.05160306578,29.41629179,-0.01493189874
