Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,0,0.3740103472,0,0.3740103472,1.611203157e-05,-0.0001156634485,-1.394292794e-05,-1.741218739e-06,-89.83623212,5.087865181e-08,-6.865203771e-05,-33.19628905,-37.48794732,3.706922343e-05,-19.64372634,-0.0001647997846,1.611203157e-05,-0.0001156634485,-1.394292794e-05,-1.741218739e-06,-89.83623212,5.087865181e-08,-6.865203771e-05,-33.19628905,-37.48794732,3.706922343e-05,-19.64372634,-0.0001647997846
q1,1,57,0.6734749488,54,0.3986700338,1.228825859e-05,-8.821372766e-05,-1.063393548e-05,-1.327985614e-06,-68.51593151,3.880392288e-08,-5.235925643e-05,-25.31801049,-28.59115493,2.82718043e-05,-14.98179717,-0.0001256888283,-3.24977226,3.996593709,1.255416667,-0.2716276778,-67.4167451,-0.01153491652,-1.655540023,-24.58167078,-29.09533346,-0.03020413853,-14.72207422,-0.01165808963
peak,1,93,0.947008682,109,0.4021513752,7.653364179e-06,-5.494120898e-05,-6.623019875e-06,-8.270950235e-07,-42.67304207,2.416783071e-08,-3.261035358e-05,-15.76854467,-17.80712209,1.760822436e-05,-9.330951896,-7.828142359e-05,-6.509419977,5.689171065,1.509484866,-0.4995387988,-44.4142992,-0.01503037039,-3.36319597,-15.52755078,-19.75612834,-0.06447814117,-9.786894618,-0.01511109961
q3,1,131,0.6748176491,167,0.4015902968,2.931886935e-06,-2.10471381e-05,-2.537177767e-06,-3.168474721e-07,-16.34739071,9.258326852e-09,-1.249252843e-05,-6.040688646,-6.82163652,6.74544184e-06,-3.574545169,-2.998841786e-05,-5.492492076,0.1336109833,-2.396934616,-0.320422438,-21.81904196,-0.01153494249,-2.760763938,-5.468488315,-7.964189133,-0.0444300277,-4.553525183,-0.01157395488
Tail,1,180,0.3985793232,218,0.3985793232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head,2,103,0.3769113248,103,0.3769113248,-6.26569485,5.955995309,1.784442926,-0.4909113351,-46.45613717,-0.01500773359,-3.240389696,-16.46611996,-20.7648274,-0.06258839611,-10.24517848,-0.0150922494,-6.26569485,5.955995309,1.784442926,-0.4909113351,-46.45613717,-0.01500773359,-3.240389696,-16.46611996,-20.7648274,-0.06258839611,-10.24517848,-0.0150922494
q1,2,119,0.4719095705,120,0.4029076416,-6.846182904,4.943663123,0.8170524782,-0.5031869519,-41.09497985,-0.01511718878,-3.524977086,-13.88375146,-17.97180943,-0.06610786697,-9.017079318,-0.01519173204,-8.051293616,5.182996596,0.693476167,-0.5947915948,-40.19330547,-0.02585735965,-4.152622381,-13.29567251,-17.57387521,-0.08498047967,-8.816704849,-0.02593012936
peak,2,136,0.5377848936,138,0.4069181093,-7.073475179,3.138791541,-0.6922488643,-0.4773311669,-35.30191949,-0.01502224484,-3.610791936,-10.93067693,-14.67085647,-0.06422782658,-7.636682114,-0.01508597825,-8.863450159,3.396149831,-0.8691365,-0.6103426095,-33.61792272,-0.02842903725,-4.541543426,-9.971806634,-13.93135731,-0.0899024453,-7.26699876,-0.0284895288
q3,2,154,0.4674765597,157,0.4026512556,-6.552450981,1.156358383,-2.048404234,-0.4040371868,-28.16299543,-0.01375843094,-3.312815421,-7.729745856,-10.86763651,-0.05542927797,-5.967110961,-0.01380898287,-7.418863921,1.292548521,-2.057720479,-0.4725051842,-26.39054946,-0.02352275217,-3.764850369,-6.988229343,-10.15374114,-0.07116379109,-5.588574735,-0.023569993
Tail,2,173,0.3872031141,177,0.3872031141,-4.781140492,-0.1321710929,-2.289100742,-0.2734923612,-18.48162293,-0.01004576374,-2.398358278,-4.46673967,-6.600333882,-0.03806646496,-3.834744133,-0.01007876052,-4.781140492,-0.1321710929,-2.289100742,-0.2734923612,-18.48162293,-0.01004576374,-2.398358278,-4.46673967,-6.600333882,-0.03806646496,-3.834744133,-0.01007876052
