round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,351,50,-1,-1,100,0.3810955355,453.227871,972.7814092,956.5936581,802.5485997,1110.638717,0.0003609783928,0.0001055242053
2,83,50,-1,-1,100,0.3742188493,107.06124,428.7548973,423.3836078,405.3952355,441.3719801,0.06199693517,0.02631537917
3,77,50,-1,-1,100,0.3662843221,99.704274,81.39908177,76.84381473,93.63331515,60.05431432,0.04765153537,0.05258706607
