Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,-29.67340313,-15.02713515,9.745323195,-1.741218739e-06,5.399778553,5.087865181e-08,-30.01176451,-23.43617247,-6.999766285,-6.465610994e-05,29.69089509,-0.0003845263471
1,-29.66130978,-15.02713515,9.745323199,-1.741218739e-06,5.399778546,5.087865181e-08,-29.99953407,-23.43617248,-6.999766285,-6.464920025e-05,29.69089509,-0.0003845151534
2,-29.62529773,-15.02713517,9.745323209,-1.741218739e-06,5.399778525,5.087865181e-08,-29.96311379,-23.4361725,-6.999766285,-6.462862428e-05,29.69089509,-0.0003844818203
3,-29.56576897,-15.02713518,9.745323226,-1.741218739e-06,5.399778491,5.087865181e-08,-29.90291021,-23.43617252,-6.999766285,-6.459461173e-05,29.69089509,-0.00038442672
4,-29.4831255,-15.02713521,9.745323249,-1.741218739e-06,5.399778443,5.087865181e-08,-29.8193299,-23.43617256,-6.999766285,-6.454739228e-05,29.69089509,-0.0003843502246
5,-29.37776931,-15.02713524,9.745323279,-1.741218739e-06,5.399778382,5.087865181e-08,-29.71277939,-23.43617261,-6.999766285,-6.448719562e-05,29.69089509,-0.0003842527061
6,-29.25010239,-15.02713529,9.745323315,-1.741218739e-06,5.399778308,5.087865181e-08,-29.58366525,-23.43617267,-6.999766285,-6.441425143e-05,29.69089509,-0.0003841345366
7,-29.10052675,-15.02713533,9.745323357,-1.741218739e-06,5.399778222,5.087865181e-08,-29.43239403,-23.43617274,-6.999766285,-6.43287894e-05,29.69089509,-0.0003839960882
8,-28.92944437,-15.02713539,9.745323405,-1.741218739e-06,5.399778123,5.087865181e-08,-29.25937227,-23.43617282,-6.999766285,-6.423103921e-05,29.69089509,-0.000383837733
9,-28.73725726,-15.02713545,9.745323459,-1.741218739e-06,5.399778012,5.087865181e-08,-29.06500654,-23.43617291,-6.999766285,-6.412123054e-05,29.69089509,-0.0003836598431
