Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2946128939,44,0.2946128939,-12.01759142,-15.08807002,10.20014824,-0.0001391423606,4.887892425,0.0001116155074,-11.71552372,-23.15619253,-6.562861798,-0.000232762995,29.71908605,7.152922942e-05,-12.01759142,-15.08807002,10.20014824,-0.0001391423606,4.887892425,0.0001116155074,-11.71552372,-23.15619253,-6.562861798,-0.000232762995,29.71908605,7.152922942e-05
q1,1,53,0.6608397885,63,0.3507833279,-5.532141986,-15.08807313,10.20015122,-0.0001397696198,4.887895225,0.0001122193363,-5.226153673,-23.15619488,-6.562864592,-0.0002322535761,29.71908752,7.742164436e-05,-9.193090899,-14.04725664,6.146424971,0.009603038617,4.825751079,-0.01142278345,-6.080249317,-18.11471135,-4.472988621,-0.01798909849,29.51336588,-0.01145800488
peak,1,60,0.9249876282,102,0.3530186401,-0.3091228596,-15.08807564,10.20015362,-0.0001402747795,4.88789748,0.0001127056264,2.289444013e-05,-23.15619677,-6.562866842,-0.0002318433185,29.71908871,8.216706659e-05,7.44021172,-14.77952319,4.526937937,-0.02929984307,4.965229047,-0.01491768325,3.010341937,-15.4951343,-3.061481542,0.05721626609,29.38752192,-0.01494816694
q3,1,68,0.6383753104,117,0.3496704445,5.651713563,-15.08807849,10.20015635,-0.0001408512993,4.887900053,0.0001132606112,5.964462787,-23.15619893,-6.562869409,-0.0002313751069,29.71909006,8.758283953e-05,9.45143077,-15.11875076,7.543328092,-0.01797648196,4.915767857,-0.0114216997,7.433826274,-19.65815558,-4.964481724,0.02631357751,29.5620451,-0.01144742921
Tail,1,76,0.2605845792,131,0.2605845792,11.3993457,-15.08808125,10.20015899,-0.0001414071984,4.887902535,0.0001137957455,11.71556951,-23.15620102,-6.562871885,-0.0002309236421,29.71909137,9.280490375e-05,11.3993457,-15.08808125,10.20015899,-0.0001414071984,4.887902535,0.0001137957455,11.71556951,-23.15620102,-6.562871885,-0.0002309236421,29.71909137,9.280490375e-05
Head,2,59,0.3457487546,59,0.3457487546,-9.784113218,-14.29678097,7.25545839,0.008332805258,4.836543542,-0.008464260844,-7.131613046,-19.51891871,-5.06695382,-0.01610756682,29.5711582,-0.008500317896,-9.784113218,-14.29678097,7.25545839,0.008332805258,4.836543542,-0.008464260844,-7.131613046,-19.51891871,-5.06695382,-0.01610756682,29.5711582,-0.008500317896
q1,2,72,0.4063503557,73,0.3499731805,-6.322997311,-13.80517823,4.311570476,0.004974843383,4.837523098,-0.01542716227,-3.925977216,-15.67316142,-3.384448687,-0.006855374296,29.41049731,-0.01546112282,-7.660333107,-12.56317204,3.233158983,0.000911138677,4.555007676,-0.02302935502,-4.421006419,-15.95590549,-3.713063166,-0.01704488426,29.43925661,-0.0230636925
peak,2,84,0.4636124432,87,0.3586118797,-0.4667113694,-14.02224941,3.331997475,-0.01084451615,4.899623115,-0.01635595964,-1.292927454,-14.15297228,-2.60518048,0.02633088215,29.34149405,-0.01638893272,-3.793768896,-11.12299146,-0.3772704428,-0.007586098422,4.266027622,-0.02837510701,-1.504645349,-13.17724524,-2.648802316,-0.001818706674,29.34705389,-0.02840783802
q3,2,95,0.4046117323,107,0.3521669549,4.929928922,-14.48445441,3.722614756,-0.02505688851,4.954321452,-0.0153241202,1.213546685,-14.4647099,-2.636736177,0.05279337264,29.34800672,-0.01535592554,4.995987247,-12.35113996,1.399463581,-0.0373973833,4.542613133,-0.02582660322,1.79545669,-13.80172998,-2.695761988,0.02964905319,29.34950686,-0.02585765512
Tail,2,107,0.3423470867,122,0.3423470867,8.507813702,-14.94472124,5.330019442,-0.02856548402,4.955511185,-0.01492884433,4.418323049,-16.60359678,-3.558646858,0.05154833414,29.43220312,-0.01495799109,8.507813702,-14.94472124,5.330019442,-0.02856548402,4.955511185,-0.01492884433,4.418323049,-16.60359678,-3.558646858,0.05154833414,29.43220312,-0.01495799109
