Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,46,0.287719614,46,0.287719614,-13.11553977,-18.22590387,12.11454516,-3.652886117e-05,5.784015093,3.431940106e-05,-13.43313342,-28.79310589,-1.98180388,1.140052193e-05,31.64772209,-0.000162138882,-13.11553977,-18.22590387,12.11454516,-3.652886117e-05,5.784015093,3.431940106e-05,-13.43313342,-28.79310589,-1.98180388,1.140052193e-05,31.64772209,-0.000162138882
q1,1,57,0.6394046912,64,0.3563518747,-6.071859283,-19.3971721,12.91357442,-5.132795563e-05,6.156257842,4.889765542e-05,-6.384686761,-31.39682367,-0.03266167234,-1.394433472e-05,32.30230169,-0.0001376383,-11.70835846,-17.86964299,10.39643719,0.0609464101,5.939329045,-0.0114869396,-5.608431667,-28.18568485,0.716070636,0.03062913833,32.16354376,-0.01167407644
peak,1,66,0.9596497861,115,0.3539660498,-0.02898992719,-20.40201906,13.5990725,-6.402430019e-05,6.475609962,6.140453826e-05,-0.3377284402,-33.63058858,1.639533957,-3.56880322e-05,32.86387443,-0.0001166189172,10.64052379,-19.65256435,10.45665953,-0.0287695313,6.370948138,-0.01496894978,5.378753694,-28.74202217,3.235047278,0.1244346523,32.68059559,-0.01514694545
q3,1,75,0.6541254947,129,0.3494992022,6.026266588,-21.40892583,14.28597577,-7.674667073e-05,6.795616716,7.39370587e-05,5.721625422,-35.86893245,3.315157387,-5.747630165e-05,33.42659834,-9.555644719e-05,11.13396104,-21.15832815,12.96318397,-0.01751006903,6.767259759,-0.01146006625,8.663225398,-33.91651902,4.12726825,0.04920430548,33.38429639,-0.01162891242
Tail,1,86,0.332379892,144,0.332379892,13.11873107,-22.58830617,15.09053905,-9.16482626e-05,7.170437589,8.861628095e-05,12.81888909,-38.49068337,5.277799206,-8.299669486e-05,34.0857115,-7.088617599e-05,13.11873107,-22.58830617,15.09053905,-9.16482626e-05,7.170437589,8.861628095e-05,12.81888909,-38.49068337,5.277799206,-8.299669486e-05,34.0857115,-7.088617599e-05
Head,2,58,0.3430961617,58,0.3430961617,-12.00879538,-18.13055148,11.25073742,0.03658228435,5.908321576,-0.006506538166,-8.403802581,-28.77835281,-0.2764900931,0.01452390626,32.0097407,-0.00669669685,-12.00879538,-18.13055148,11.25073742,0.03658228435,5.908321576,-0.006506538166,-8.403802581,-28.77835281,-0.2764900931,0.01452390626,32.0097407,-0.00669669685
q1,2,74,0.52709836,69,0.3491047363,-8.919822147,-17.63880591,9.260382174,0.07427342693,5.974813372,-0.01688907877,-1.928747195,-27.06256262,1.897177173,0.06644649018,32.29664348,-0.0170731889,-11.61789011,-17.53279566,9.14434646,0.05763015741,5.977030399,-0.02238926253,-4.672820712,-26.37873838,1.763606815,0.02401024274,32.14670983,-0.02257541421
peak,2,88,0.7228964521,79,0.356544327,-1.665249123,-17.84201526,8.594774073,0.04602712581,6.029201902,-0.01856900855,1.251094296,-25.96813116,2.637710497,0.1175526473,32.32202747,-0.0187518814,-10.96280809,-17.09684021,7.138000457,0.07475981894,6.076894081,-0.02842204201,-1.700983305,-23.88307274,3.784487069,0.03163132016,32.24999271,-0.02860479916
q3,2,103,0.5269088866,123,0.3547292708,6.621790821,-18.64638147,9.108579763,-0.004631326336,6.16008351,-0.016521466,3.454980919,-26.40890483,2.903353517,0.1450529818,32.393231,-0.01670317856,9.855515462,-18.04559428,8.284988117,-0.0447031375,6.303855973,-0.02591073153,4.49014717,-25.35605157,4.329340663,0.1109895011,32.48694467,-0.02609005944
Tail,2,120,0.3451756354,137,0.3451756354,11.11330512,-20.15351016,11.26464878,-0.02871491834,6.496431869,-0.01471620072,6.426925488,-30.36848559,3.500913169,0.1010126493,32.89676153,-0.01489138398,11.11330512,-20.15351016,11.26464878,-0.02871491834,6.496431869,-0.01471620072,6.426925488,-30.36848559,3.500913169,0.1010126493,32.89676153,-0.01489138398
Head,3,73,0.3466623821,73,0.3466623821,-11.50882437,-17.33372535,8.257706951,0.06612964481,6.017051519,-0.02618277532,-3.34864565,-25.29428671,2.642247456,0.0266288988,32.19336794,-0.02636740782,-11.50882437,-17.33372535,8.257706951,0.06612964481,6.017051519,-0.02618277532,-3.34864565,-25.29428671,2.642247456,0.0266288988,32.19336794,-0.02636740782
q1,3,89,0.4540207889,89,0.3555493967,-7.610180562,-16.68034383,5.847982718,0.06176023977,6.139082315,-0.03144066142,0.3453009665,-22.07444514,5.04160838,0.04742149816,32.27629889,-0.0316218203,-9.48160147,-14.4987434,4.23695224,0.05681060289,5.838208577,-0.0382595479,-0.9824695931,-21.00164672,4.808431133,0.02886554812,32.17986739,-0.03844200644
peak,3,101,0.5609248884,124,0.3581503804,-0.9476274666,-16.40504417,5.415870306,0.01667491339,6.173778301,-0.03407954962,1.977919618,-21.23920902,5.529092593,0.07356493666,32.26051675,-0.03426042253,7.359525801,-13.97483581,3.486314027,-0.05536596192,5.866608415,-0.04088198642,3.124171317,-20.32536764,5.617490399,0.08099022312,32.25665578,-0.0410626609
