Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,29.67287141,-15.02724833,10.23634908,3.216722572e-05,5.399984547,5.087865181e-08,30.00149919,-22.67270507,-6.563609237,3.706922343e-05,30.10906221,-5.493650331e-05
1,29.66065229,-15.02724833,10.23634909,3.216067084e-05,5.399984549,5.0868284e-08,29.98927238,-22.67270507,-6.563609243,3.706166964e-05,30.10906221,-5.492530861e-05
2,29.6242657,-15.02724834,10.2363491,3.214115146e-05,5.399984554,5.083741036e-08,29.9528629,-22.67270509,-6.563609259,3.703917569e-05,30.10906223,-5.489197262e-05
3,29.56411782,-15.02724836,10.23634911,3.210888548e-05,5.399984564,5.07863755e-08,29.89267719,-22.67270511,-6.563609287,3.700199266e-05,30.10906226,-5.483686746e-05
4,29.48061483,-15.02724839,10.23634914,3.206409078e-05,5.399984577,5.071552407e-08,29.80912167,-22.67270515,-6.563609325,3.695037164e-05,30.10906231,-5.476036523e-05
5,29.3741629,-15.02724842,10.23634917,3.200698525e-05,5.399984593,5.06252007e-08,29.70260277,-22.67270519,-6.563609374,3.688456374e-05,30.10906236,-5.466283808e-05
6,29.2451682,-15.02724846,10.2363492,3.193778679e-05,5.399984613,5.051575002e-08,29.57352694,-22.67270524,-6.563609433,3.680482005e-05,30.10906243,-5.454465812e-05
7,29.09403693,-15.02724851,10.23634925,3.185671328e-05,5.399984637,5.038751669e-08,29.4223006,-22.6727053,-6.563609503,3.671139167e-05,30.1090625,-5.440619747e-05
8,28.92117524,-15.02724857,10.2363493,3.176398262e-05,5.399984664,5.024084532e-08,29.24933017,-22.67270537,-6.563609582,3.660452968e-05,30.10906259,-5.424782825e-05
9,28.72698931,-15.02724863,10.23634935,3.165981269e-05,5.399984694,5.007608056e-08,29.0550221,-22.67270545,-6.563609671,3.64844852e-05,30.10906269,-5.40699226e-05
10,28.51188533,-15.0272487,10.23634941,3.15444214e-05,5.399984728,4.989356704e-08,28.83978281,-22.67270554,-6.56360977,3.63515093e-05,30.1090628,-5.387285263e-05
11,28.27626947,-15.02724877,10.23634948,3.141802662e-05,5.399984764,4.96936494e-08,28.60401874,-22.67270564,-6.563609878,3.620585309e-05,30.10906292,-5.365699046e-05
12,28.0205479,-15.02724885,10.23634956,3.128084625e-05,5.399984804,4.947667227e-08,28.34813632,-22.67270574,-6.563609996,3.604776766e-05,30.10906305,-5.342270821e-05
13,27.7451268,-15.02724894,10.23634963,3.113309818e-05,5.399984847,4.92429803e-08,28.07254197,-22.67270585,-6.563610122,3.58775041e-05,30.10906319,-5.317037802e-05
14,27.45041235,-15.02724904,10.23634972,3.097500031e-05,5.399984893,4.899291811e-08,27.77764213,-22.67270597,-6.563610258,3.569531352e-05,30.10906334,-5.2900372e-05
15,27.13681071,-15.02724914,10.23634981,3.080677051e-05,5.399984942,4.872683034e-08,27.46384323,-22.6727061,-6.563610402,3.550144701e-05,30.1090635,-5.261306228e-05
16,26.80472808,-15.02724924,10.2363499,3.062862669e-05,5.399984994,4.844506163e-08,27.1315517,-22.67270624,-6.563610554,3.529615566e-05,30.10906367,-5.230882097e-05
17,26.45457061,-15.02724935,10.23635,3.044078672e-05,5.399985049,4.814795662e-08,26.78117398,-22.67270638,-6.563610715,3.507969056e-05,30.10906385,-5.19880202e-05
18,26.0867445,-15.02724947,10.23635011,3.024346852e-05,5.399985106,4.783585994e-08,26.41311649,-22.67270653,-6.563610884,3.485230282e-05,30.10906403,-5.16510321e-05
19,25.70165591,-15.02724959,10.23635022,3.003688995e-05,5.399985166,4.750911622e-08,26.02778567,-22.67270668,-6.563611061,3.461424353e-05,30.10906423,-5.129822878e-05
20,25.29971102,-15.02724972,10.23635034,2.982126892e-05,5.399985229,4.716807011e-08,25.62558795,-22.67270685,-6.563611246,3.436576379e-05,30.10906443,-5.092998237e-05
