Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,45,0.2670590711,45,0.2670590711,11.57897239,-15.47275393,10.2363961,-1.741218739e-06,4.90912111,5.087865181e-08,11.27718975,-22.67291934,-6.5637378,3.160778972e-06,30.10929791,-3.779479369e-05,11.57897239,-15.47275393,10.2363961,-1.741218739e-06,4.90912111,5.087865181e-08,11.27718975,-22.67291934,-6.5637378,3.160778972e-06,30.10929791,-3.779479369e-05
q1,1,53,0.6318268283,59,0.3496315006,5.855671957,-15.47276834,10.23641048,-1.741218739e-06,4.909137494,5.087865181e-08,5.550150948,-22.67298488,-6.563777122,3.160778972e-06,30.10937,-3.255180107e-05,9.545542856,-15.40973069,7.653592892,-0.01821045832,4.939663019,-0.01153490353,6.855597927,-19.21058985,-4.979586468,0.02561921204,29.95377323,-0.01156735244
peak,1,61,0.9018488491,74,0.3529893388,-0.06259328983,-15.47278323,10.23642535,-1.741218739e-06,4.909154436,5.087865181e-08,-0.3719800214,-22.67305265,-6.563817784,3.160778972e-06,30.10944454,-2.713020537e-05,7.524652003,-14.94702855,4.716175378,-0.0300922979,4.991064023,-0.01503034426,2.303603471,-15.07755323,-3.09412625,0.05663581396,29.78082019,-0.01505735027
q3,1,69,0.6096748688,113,0.3505555261,-5.967860882,-15.47279809,10.23644018,-1.741218739e-06,4.909171342,5.087865181e-08,-6.281104846,-22.67312027,-6.563858357,3.160778972e-06,30.10951893,-2.172051654e-05,-9.030485843,-13.79779638,6.64889297,0.009666720231,4.870331188,-0.01153490353,-6.784834627,-17.83846404,-4.588064407,-0.01476791426,29.91368747,-0.01155641412
Tail,1,78,0.2781551657,132,0.2781551657,-12.33681302,-15.47281412,10.23645619,-1.741218739e-06,4.909189574,5.087865181e-08,-12.65421709,-22.6731932,-6.563902115,3.160778972e-06,30.10959915,-1.588605626e-05,-12.33681302,-15.47281412,10.23645619,-1.741218739e-06,4.909189574,5.087865181e-08,-12.65421709,-22.6731932,-6.563902115,3.160778972e-06,30.10959915,-1.588605626e-05
Head,2,68,0.3420811454,68,0.3420811454,8.72779407,-15.20369016,5.663346131,-0.02864726145,4.976653179,-0.01498167084,4.040300512,-16.42916398,-3.699538522,0.04874384187,29.83531023,-0.01501056065,8.72779407,-15.20369016,5.663346131,-0.02864726145,4.976653179,-0.01498167084,4.040300512,-16.42916398,-3.699538522,0.04874384187,29.83531023,-0.01501056065
q1,2,81,0.4038567072,83,0.3513591878,5.079355963,-14.51608998,4.013983947,-0.02589007491,4.984900152,-0.01543850738,0.508589643,-14.09504183,-2.696548984,0.05308807906,29.74363315,-0.01546399781,5.142477824,-12.43903968,1.545462095,-0.03797218818,4.54689211,-0.02590731983,1.233060164,-13.56656288,-2.784469278,0.02765699375,29.75174232,-0.0259338515
peak,2,93,0.4640504923,104,0.3510120878,-0.7035210282,-13.73827054,3.863347598,-0.009967999528,4.935982538,-0.01649703224,-2.170052846,-13.93788334,-2.755767385,0.02570987805,29.74479553,-0.01652107945,-4.435867151,-10.94565328,-0.0006325956607,-0.00317572435,4.293424951,-0.02847361256,-2.236791924,-12.97208399,-2.75958159,-0.003351176953,29.75010803,-0.02849809846
q3,2,104,0.40924652,118,0.3500305081,-6.013181247,-13.42757361,4.918330836,0.004760919956,4.886149034,-0.01551384144,-4.569151736,-15.45064597,-3.526908764,-0.003273409958,29.8132518,-0.01553682151,-7.705115939,-12.50104112,3.727408538,0.002070466156,4.597209968,-0.02313287937,-5.112427821,-15.82826213,-3.841950556,-0.01507297687,29.84395619,-0.02315545112
Tail,2,117,0.3392096677,132,0.3392096677,-9.752641151,-14.19620016,7.648492949,0.008465699891,4.87572309,-0.008577857571,-7.901453017,-19.19445331,-5.155604432,-0.0135735477,29.96919571,-0.008598392671,-9.752641151,-14.19620016,7.648492949,0.008465699891,4.87572309,-0.008577857571,-7.901453017,-19.19445331,-5.155604432,-0.0135735477,29.96919571,-0.008598392671
