Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,-30.00003273,-9.999976572,3.999992211,-1.741218739e-06,5.999940814,5.087865181e-08,-29.99998854,-38.99998168,11.9999818,3.160778972e-06,26.99996568,-4.862680875e-09
1,-29.99326688,-9.997721297,3.9990901,-1.740826045e-06,5.998587659,5.086717724e-08,-29.9932227,-38.99118609,11.99727546,3.160066128e-06,26.99387643,-4.861584204e-09
2,-29.97312714,-9.991008072,3.996404809,-1.739657123e-06,5.994559754,5.083302118e-08,-29.97308299,-38.96500446,11.98921959,3.157944221e-06,26.9757507,-4.85831977e-09
3,-29.9398502,-9.979915799,3.991967898,-1.737725712e-06,5.98790444,5.077658506e-08,-29.93980611,-38.92174452,11.97590885,3.15443819e-06,26.94580153,-4.852925939e-09
4,-29.89367279,-9.96452338,3.985810928,-1.735045548e-06,5.978669058,5.069827032e-08,-29.89362876,-38.86171397,11.95743793,3.149572975e-06,26.90424196,-4.845441079e-09
5,-29.8348316,-9.944909717,3.97796546,-1.731630373e-06,5.966900949,5.059847841e-08,-29.83478765,-38.78522054,11.93390152,3.143373515e-06,26.85128501,-4.835903558e-09
6,-29.76356333,-9.921153711,3.968463054,-1.727493923e-06,5.952647453,5.047761077e-08,-29.7635195,-38.69257194,11.90539429,3.135864749e-06,26.78714373,-4.824351744e-09
7,-29.68010471,-9.893334264,3.957335271,-1.722649937e-06,5.93595591,5.033606885e-08,-29.68006099,-38.5840759,11.87201092,3.127071617e-06,26.71203114,-4.810824003e-09
8,-29.58469242,-9.861530279,3.944613672,-1.717112155e-06,5.916873662,5.017425408e-08,-29.58464885,-38.46004012,11.83384611,3.117019056e-06,26.62616029,-4.795358703e-09
9,-29.47756319,-9.825820656,3.930329817,-1.710894314e-06,5.89544805,4.999256791e-08,-29.47751977,-38.32077233,11.79099453,3.105732007e-06,26.5297442,-4.777994213e-09
10,-29.3589537,-9.786284297,3.914515267,-1.704010153e-06,5.871726413,4.979141177e-08,-29.35891046,-38.16658025,11.74355086,3.093235409e-06,26.42299592,-4.758768898e-09
