round,step,MaxD_in,MaxD_out
1,0,0.2446125119,0.2446125119
1,1,0.2447345466,0.2447345466
1,2,0.2450986993,0.2450986993
1,3,0.2457022304,0.2457022304
1,4,0.2465426374,0.2465426374
1,5,0.2476176364,0.2476176364
1,6,0.2489251411,0.2489251411
1,7,0.2504632399,0.2504632399
1,8,0.2522301704,0.2522301704
1,9,0.2542242919,0.2542242919
1,10,0.2564440561,0.2564440561
1,11,0.2588879756,0.2588879756
1,12,0.2615545914,0.2615545914
1,13,0.2644424373,0.2644424373
1,14,0.2675500041,0.2675500041
1,15,0.2708757012,0.2708757012
1,16,0.2744178176,0.2744178176
1,17,0.2781744809,0.2781744809
1,18,0.2821436154,0.2821436154
1,19,0.286322899,0.286322899
1,20,0.2907097198,0.2907097198
1,21,0.2953011311,0.2953011311
1,22,0.3000938067,0.3000938067
1,23,0.3050839959,0.3050839959
1,24,0.3102674782,0.3102674782
1,25,0.3156395191,0.3156395191
1,26,0.3211948266,0.3211948266
1,27,0.3269275079,0.3269275079
1,28,0.3328310297,0.3298331835
1,29,0.3388981785,0.3328386549
1,30,0.3451210248,0.3359308651
1,31,0.3514908902,0.3390943917
1,32,0.3579983177,0.3423116637
1,33,0.3646330463,0.345563186
1,34,0.3713839906,0.3488277762
1,35,0.3782392253,0.3520828166
1,36,0.3851859754,0.3553045218
1,37,0.3922106131,0.358468226
1,38,0.3992986611,0.3615486873
1,39,0.4064348036,0.36452041
1,40,0.4136029041,0.3673579818
1,41,0.4207860324,0.3700364237
1,42,0.4279664992,0.3725315481
1,43,0.4351258989,0.374820319
1,44,0.4422451623,0.3768812114
1,45,0.4493046166,0.3786945598
1,46,0.456284055,0.3802428921
1,47,0.4631628142,0.3815112409
1,48,0.4699198607,0.3824874241
1,49,0.4765338841,0.3831622916
1,50,0.4829833982,0.3835299291
1,51,0.4892468484,0.3835878164
1,52,0.4953027251,0.3833369359
1,53,0.5011296817,0.3827818286
1,54,0.5067066573,0.3854841528
1,55,0.5120130012,0.3884202305
1,56,0.5170286001,0.391150963
1,57,0.5217340052,0.3936776277
1,58,0.5261105588,0.3960044569
1,59,0.5301405185,0.3981386525
1,60,0.5338071779,0.4000903664
1,61,0.537094983,0.4018726465
1,62,0.5421668316,0.403501352
1,63,0.5491190441,0.4049950415
1,64,0.5558270765,0.4063662064
1,65,0.5622733354,0.4076310962
1,66,0.5684408354,0.4087959803
1,67,0.5743132934,0.4098665647
1,68,0.5798752214,0.4108480007
1,69,0.5851120142,0.4117448949
1,70,0.5900100338,0.4125613223
1,71,0.5945566872,0.4133008403
1,72,0.5987404985,0.4139665037
1,73,0.6025511745,0.414560881
1,74,0.6059796622,0.4150860715
1,75,0.6090181984,0.4155437226
1,76,0.6116603506,0.4159350476
1,77,0.6139010495,0.4162608437
1,78,0.6157366118,0.4165215101
1,79,0.617164754,0.4167170658
