Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2921483588,44,0.2921483588,-12.01754526,-15.47273254,9.745452881,0,5.399993896,0,-11.71555556,-23.43636322,-7,0,29.69091034,0,-12.01754526,-15.47273254,9.745452881,0,5.399993896,0,-11.71555556,-23.43636322,-7,0,29.69091034,0
q1,1,52,0.609554221,63,0.3527179165,-6.269919483,-15.47273254,9.745452881,0,5.399993896,0,-5.964444444,-23.43636322,-7,0,29.69091034,0,-9.333134751,-14.47211737,5.770243352,0.01855346131,5.336125242,-0.01153495441,-5.847515672,-18.59247121,-4.98589432,-0.00746843682,29.49413596,-0.01153495441
peak,1,60,0.9131176587,102,0.3561154074,-0.3090896606,-15.47273254,9.745452881,0,5.399993896,0,8.326672685e-15,-23.43636322,-7,0,29.69091034,0,7.538599088,-14.96835018,4.504982194,-0.02533778364,5.547398467,-0.01503039514,3.320875826,-15.89114557,-3.507466763,0.06787129758,29.36147168,-0.01503039514
q3,1,68,0.638086977,117,0.3493998345,5.651740162,-15.47273254,9.745452881,0,5.399993896,0,5.964444444,-23.43636322,-7,0,29.69091034,0,9.42759708,-15.40418853,7.3072157,-0.01593522372,5.459361286,-0.01153495441,7.545201253,-20.0180669,-5.414492716,0.03047665401,29.53594377,-0.01153495441
Tail,1,76,0.2741772306,130,0.2741772306,11.39936594,-15.47273254,9.745452881,0,5.399993896,0,11.71555556,-23.43636322,-7,0,29.69091034,0,11.39936594,-15.47273254,9.745452881,0,5.399993896,0,11.71555556,-23.43636322,-7,0,29.69091034,0
Head,2,58,0.3454693152,58,0.3454693152,-9.982341016,-14.78971965,7.132166272,0.01397283094,5.348633432,-0.007767411442,-7.251156599,-20.30074214,-5.710065368,-0.007977295738,29.56421115,-0.007767411442,-9.982341016,-14.78971965,7.132166272,0.01397283094,5.348633432,-0.007767411442,-7.251156599,-20.30074214,-5.710065368,-0.007977295738,29.56421115,-0.007767411442
q1,2,72,0.4093964876,72,0.349995156,-6.447006975,-14.18125645,3.999106346,0.01599851661,5.364402977,-0.0156121474,-3.581532315,-16.13987614,-3.882013581,0.007794556352,29.39031399,-0.0156121474,-8.068943911,-13.02952507,3.279832153,0.01130423837,5.145499501,-0.02268636761,-4.340133002,-16.53530418,-4.200287322,-0.008452932666,29.4179504,-0.02268636761
peak,2,83,0.468281758,86,0.3581603288,-1.003500526,-14.26709773,3.168291274,3.000743583e-05,5.451978904,-0.01657456404,-1.140404246,-14.60824956,-3.094313485,0.03949798138,29.32002375,-0.01657456403,-4.553634888,-11.36161515,-0.06268632723,0.006599084826,4.949913623,-0.02822758984,-1.288505663,-13.49249632,-2.962543672,0.005749210941,29.3098782,-0.02822758984
q3,2,95,0.4060445071,108,0.3521244877,5.024502733,-14.67982089,3.663523033,-0.01940303939,5.537265311,-0.01544513045,1.545949298,-14.82825823,-3.066140217,0.06653812697,29.3207929,-0.01544513045,5.152808381,-12.45928533,1.498840997,-0.0308423001,5.176578386,-0.02576471981,2.436511678,-14.01233892,-3.046337558,0.04023151005,29.31197621,-0.02576471981
Tail,2,109,0.3434049576,124,0.3434049576,8.800511157,-15.21282281,5.618900735,-0.02428369676,5.516963193,-0.0148977266,5.218355584,-17.52162954,-4.250750219,0.05509004154,29.42820352,-0.01489772661,8.800511157,-15.21282281,5.618900735,-0.02428369676,5.516963193,-0.0148977266,5.218355584,-17.52162954,-4.250750219,0.05509004154,29.42820352,-0.01489772661
