round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,262,7,7,-1,20480,0.3545125954,56.671677,319.1691505,316.240451,369.8621335,262.6187684,0.08310100387,0.08310100387
2,274,8,8,-1,20480,0.358356972,58.692811,137.5303081,134.4662754,197.2285067,71.70404402,0.09500283002,0.09500283002
