Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,45,0.2670589567,45,0.2670589567,11.57901214,-15.47273507,10.23637936,-1.741218739e-06,4.909086777,5.087865181e-08,11.27774906,-22.67289187,-6.563727086,1.590660379e-05,30.10928719,-9.272643431e-05,11.57901214,-15.47273507,10.23637936,-1.741218739e-06,4.909086777,5.087865181e-08,11.27774906,-22.67289187,-6.563727086,1.590660379e-05,30.10928719,-9.272643431e-05
q1,1,53,0.6318193878,59,0.3495073441,5.855691519,-15.47274947,10.23639374,-1.741218739e-06,4.909103162,5.087865181e-08,5.55040878,-22.67295741,-6.563763132,9.43376875e-06,30.10935601,-8.748344169e-05,9.556495149,-15.43865514,7.658348192,-0.01807088494,4.935648483,-0.01153490353,6.86900371,-19.26213519,-5.000523634,0.02591130875,29.95593023,-0.01162228408
peak,1,61,0.901848187,74,0.3545125954,-0.06259460063,-15.47276437,10.23640861,-1.741218739e-06,4.909120104,5.087865181e-08,-0.3720339311,-22.67302518,-6.563800405,2.740435925e-06,30.10942717,-8.206184599e-05,7.530698208,-15.01455692,4.719220446,-0.03020803747,4.980550287,-0.01503034426,2.30125043,-15.19580082,-3.145808761,0.05640875043,29.78583534,-0.01511228191
q3,1,69,0.6096646311,113,0.3510174339,-5.96788302,-15.47277923,10.23642344,-1.741218739e-06,4.90913701,5.087865181e-08,-6.281469813,-22.6730928,-6.563837597,-3.938197047e-06,30.10949817,-7.665215717e-05,-9.041937396,-13.85878875,6.637741833,0.01001532624,4.862633152,-0.01153490353,-6.764753057,-17.90673936,-4.615778137,-0.01419417314,29.91661629,-0.01161134576
Tail,1,78,0.2781509153,132,0.2781509153,-12.33685762,-15.47279526,10.23643945,-1.741218739e-06,4.909155242,5.087865181e-08,-12.65491754,-22.67316573,-6.563877709,-1.11412396e-05,30.10957474,-7.081769688e-05,-12.33685762,-15.47279526,10.23643945,-1.741218739e-06,4.909155242,5.087865181e-08,-12.65491754,-22.67316573,-6.563877709,-1.11412396e-05,30.10957474,-7.081769688e-05
Head,2,67,0.3424460413,67,0.3424460413,8.868878284,-15.28714045,5.856300804,-0.02793208135,4.965251667,-0.01489559152,4.348018548,-16.78797965,-3.860884146,0.04668706036,29.85021597,-0.01497977012,8.868878284,-15.28714045,5.856300804,-0.02793208135,4.965251667,-0.01489559152,4.348018548,-16.78797965,-3.860884146,0.04668706036,29.85021597,-0.01497977012
q1,2,81,0.4052750123,83,0.3522454572,5.080584221,-14.59587112,4.008981713,-0.0260156762,4.972535954,-0.01543779374,0.5035222457,-14.22215322,-2.752258426,0.05285628119,29.74905856,-0.0155182136,5.217295585,-12.54780879,1.683844548,-0.03615945586,4.549314197,-0.02585970965,1.476387997,-13.62858029,-2.858873829,0.02883744031,29.75283769,-0.02594137523
peak,2,93,0.4660695508,104,0.358356972,-0.7099333964,-13.82793242,3.847049533,-0.009860595557,4.922733678,-0.01650664892,-2.159670377,-14.05870664,-2.807804968,0.02583348597,29.74999153,-0.01658562982,-4.219941098,-11.2303149,0.008786466564,-0.00294032082,4.280080303,-0.02845040256,-2.070167818,-13.09121964,-2.83251601,-0.001817845354,29.75354982,-0.02852992883
q3,2,104,0.4108858216,118,0.350398474,-6.024099083,-13.5097186,4.899608288,0.005101164209,4.874811304,-0.01552772633,-4.544339839,-15.54741167,-3.567336846,-0.002774169402,29.81742552,-0.01560564329,-7.727783704,-12.55733217,3.728038663,0.003406837388,4.584437849,-0.02312422157,-5.024545603,-15.9029889,-3.8921558,-0.01385030822,29.84722581,-0.02320177214
Tail,2,117,0.3398989621,132,0.3398989621,-9.761200103,-14.24147965,7.639970806,0.008739274813,4.870171747,-0.008576989146,-7.886776826,-19.24324891,-5.175150958,-0.01309411159,29.97128049,-0.008652454108,-9.761200103,-14.24147965,7.639970806,0.008739274813,4.870171747,-0.008576989146,-7.886776826,-19.24324891,-5.175150958,-0.01309411159,29.97128049,-0.008652454108
